pair,b,rev,N,trail,sp_cost,wf,is_pd,is_n,is_wr,is_net,oos_pd,oos_n,oos_wr,oos_net
CHF_JPY,10,1,12,2,3.17,False,-254.72,14103,0.048,-254260.7,-318.08,7593,0.053,-136074.4
CHF_JPY,10,1,12,3,3.17,False,-144.99,7962,0.136,-144732.4,-177.73,4314,0.147,-76035.2
CHF_JPY,10,1,20,1,3.17,False,-217.92,16607,0.001,-217526.7,-275.11,8982,0.001,-117691.0
CHF_JPY,10,1,20,2,3.17,False,-208.54,11415,0.046,-208162.3,-257.91,6114,0.055,-110332.8
CHF_JPY,10,1,20,3,3.17,False,-126.75,6844,0.134,-126523.5,-154.02,3687,0.145,-65890.6
CHF_JPY,10,3,1,1,3.17,False,-2.42,4848,0.303,-2415.5,4.11,2588,0.316,1758.1
CHF_JPY,10,3,1,2,3.17,False,-50.99,4848,0.193,-50895.5,-56.39,2588,0.201,-24121.9
CHF_JPY,10,3,1,3,3.17,False,-99.55,4848,0.118,-99375.5,-116.88,2588,0.124,-50001.9
CHF_JPY,10,3,2,1,3.17,False,-2.42,4847,0.303,-2412.4,4.11,2588,0.316,1758.1
CHF_JPY,10,3,2,2,3.17,False,-50.97,4847,0.193,-50882.4,-56.39,2588,0.201,-24121.9
CHF_JPY,10,3,2,3,3.17,False,-99.53,4847,0.118,-99352.4,-116.88,2588,0.124,-50001.9
CHF_JPY,10,3,3,1,3.17,False,-1.47,3708,0.309,-1467.1,2.4,1979,0.315,1025.8
CHF_JPY,10,3,3,2,3.17,False,-38.62,3708,0.196,-38547.1,-43.86,1979,0.193,-18764.2
CHF_JPY,10,3,3,3,3.17,False,-75.76,3708,0.118,-75627.1,-90.12,1979,0.122,-38554.2
CHF_JPY,10,3,5,1,3.17,False,-1.57,3144,0.304,-1571.8,3.35,1657,0.319,1435.0
CHF_JPY,10,3,5,2,3.17,False,-33.07,3144,0.195,-33011.8,-35.38,1657,0.196,-15135.0
CHF_JPY,10,3,5,3,3.17,False,-64.57,3144,0.118,-64451.8,-74.11,1657,0.13,-31705.0
CHF_JPY,10,3,8,1,3.17,False,-1.06,2768,0.309,-1061.6,3.79,1469,0.329,1620.1
CHF_JPY,10,3,8,2,3.17,False,-28.79,2768,0.194,-28741.6,-30.55,1469,0.205,-13069.9
CHF_JPY,10,3,8,3,3.17,False,-56.52,2768,0.115,-56421.6,-64.89,1469,0.135,-27759.9
CHF_JPY,10,3,12,1,3.17,False,-0.83,2317,0.306,-824.1,4.2,1199,0.343,1794.8
CHF_JPY,10,3,12,2,3.17,False,-24.04,2317,0.192,-23994.1,-23.83,1199,0.211,-10195.2
CHF_JPY,10,3,12,3,3.17,False,-47.25,2317,0.117,-47164.1,-51.86,1199,0.14,-22185.2
CHF_JPY,10,3,20,1,3.17,False,-0.94,1822,0.301,-937.2,3.72,910,0.352,1589.5
CHF_JPY,10,3,20,2,3.17,False,-19.19,1822,0.189,-19157.2,-17.56,910,0.214,-7510.5
CHF_JPY,10,3,20,3,3.17,False,-37.44,1822,0.114,-37377.2,-38.83,910,0.14,-16610.5
CAD_JPY,5,1,1,1,2.38,False,-475.09,64912,0.002,-475820.0,-299.46,17600,0.002,-128539.4
CAD_JPY,5,1,1,2,2.38,False,-506.28,48592,0.036,-507060.7,-529.32,21952,0.036,-227199.8
CAD_JPY,5,1,1,3,2.38,False,-257.92,23628,0.117,-258318.6,-271.4,10692,0.119,-116493.2
CAD_JPY,5,1,2,1,2.38,False,-475.09,64912,0.002,-475820.0,-299.46,17600,0.002,-128539.4
CAD_JPY,5,1,2,2,2.38,False,-506.28,48592,0.036,-507060.7,-529.32,21952,0.036,-227199.8
CAD_JPY,5,1,2,3,2.38,False,-257.92,23628,0.117,-258318.6,-271.4,10692,0.119,-116493.2
CAD_JPY,5,1,3,1,2.38,False,-396.24,54104,0.001,-396845.4,-420.63,24640,0.002,-180550.1
CAD_JPY,5,1,3,2,2.38,False,-421.95,40486,0.036,-422594.8,-441.65,18282,0.035,-189569.5
CAD_JPY,5,1,3,3,2.38,False,-230.73,21433,0.121,-231088.1,-241.45,9678,0.123,-103636.9
CAD_JPY,5,1,5,1,2.38,False,-344.52,47031,0.001,-345051.0,-365.78,21402,0.002,-157004.2
CAD_JPY,5,1,5,2,2.38,False,-370.9,35417,0.035,-371470.8,-388.24,15981,0.034,-166646.4
CAD_JPY,5,1,5,3,2.38,False,-212.43,19766,0.121,-212760.8,-222.61,8950,0.123,-95552.1
CAD_JPY,5,1,8,1,2.38,False,-308.39,42090,0.001,-308867.0,-327.42,19155,0.002,-140539.8
CAD_JPY,5,1,8,2,2.38,False,-334.24,31827,0.034,-334751.1,-349.78,14351,0.033,-150137.3
CAD_JPY,5,1,8,3,2.38,False,-198.4,18406,0.121,-198710.0,-206.32,8319,0.124,-88558.5
CAD_JPY,5,1,12,1,2.38,False,-259.5,35430,0.001,-259901.8,-275.75,16134,0.002,-118361.0
CAD_JPY,5,1,12,2,2.38,False,-285.83,27042,0.033,-286268.9,-297.18,12148,0.033,-127557.7
CAD_JPY,5,1,12,3,2.38,False,-176.88,16276,0.119,-177149.4,-183.23,7337,0.122,-78648.5
CAD_JPY,5,1,20,1,2.38,False,-205.38,28052,0.002,-205700.6,-218.79,12806,0.002,-93910.6
CAD_JPY,5,1,20,2,2.38,False,-229.9,21622,0.031,-230253.5,-239.27,9722,0.035,-102701.7
CAD_JPY,5,1,20,3,2.38,False,-147.99,13445,0.115,-148218.3,-153.13,6049,0.12,-65729.3
CAD_JPY,5,3,1,1,2.38,False,-27.31,13008,0.258,-27357.0,-26.3,5820,0.262,-11288.6
CAD_JPY,5,3,1,2,2.38,False,-92.26,13008,0.161,-92397.0,-94.09,5820,0.158,-40388.6
CAD_JPY,5,3,1,3,2.38,False,-157.2,13008,0.093,-157437.0,-161.89,5820,0.097,-69488.6
CAD_JPY,5,3,2,1,2.38,False,-27.33,13007,0.258,-27369.6,-26.3,5820,0.262,-11288.6
CAD_JPY,5,3,2,2,2.38,False,-92.26,13007,0.161,-92404.6,-94.09,5820,0.158,-40388.6
CAD_JPY,5,3,2,3,2.38,False,-157.2,13007,0.093,-157439.6,-161.89,5820,0.097,-69488.6
CAD_JPY,5,3,3,1,2.38,False,-22.61,10272,0.255,-22647.3,-21.79,4579,0.257,-9351.4
CAD_JPY,5,3,3,2,2.38,False,-73.89,10272,0.158,-74007.3,-75.13,4579,0.159,-32246.4
CAD_JPY,5,3,3,3,2.38,False,-125.17,10272,0.089,-125367.3,-128.47,4579,0.096,-55141.4
CAD_JPY,5,3,5,1,2.38,False,-20.1,8775,0.251,-20135.1,-18.2,3885,0.262,-7812.6
CAD_JPY,5,3,5,2,2.38,False,-63.91,8775,0.155,-64010.1,-63.46,3885,0.162,-27237.6
CAD_JPY,5,3,5,3,2.38,False,-107.72,8775,0.088,-107885.1,-108.71,3885,0.097,-46662.6
CAD_JPY,5,3,8,1,2.38,False,-18.27,7804,0.247,-18301.3,-16.63,3407,0.259,-7138.6
CAD_JPY,5,3,8,2,2.38,False,-57.23,7804,0.154,-57321.3,-56.32,3407,0.158,-24173.6
CAD_JPY,5,3,8,3,2.38,False,-96.19,7804,0.087,-96341.3,-96.01,3407,0.095,-41208.6
CAD_JPY,5,3,12,1,2.38,False,-15.5,6562,0.246,-15521.7,-14.62,2852,0.257,-6276.1
CAD_JPY,5,3,12,2,2.38,False,-48.26,6562,0.153,-48331.7,-47.84,2852,0.151,-20536.1
CAD_JPY,5,3,12,3,2.38,False,-81.02,6562,0.086,-81141.7,-81.07,2852,0.09,-34796.1
CAD_JPY,5,3,20,1,2.38,False,-12.51,5219,0.243,-12526.4,-11.86,2242,0.255,-5092.5
CAD_JPY,5,3,20,2,2.38,False,-38.56,5219,0.156,-38621.4,-37.98,2242,0.149,-16302.5
CAD_JPY,5,3,20,3,2.38,False,-64.62,5219,0.087,-64716.4,-64.1,2242,0.089,-27512.5
CAD_JPY,10,1,1,1,2.38,False,-314.61,25510,0.0,-315098.2,-334.65,11639,0.001,-143644.8
CAD_JPY,10,1,1,2,2.38,False,-237.58,15442,0.077,-237947.0,-249.79,7012,0.081,-107219.0
CAD_JPY,10,1,1,3,2.38,False,-92.06,6159,0.173,-92206.4,-105.29,2889,0.165,-45194.2
CAD_JPY,10,1,2,1,2.38,False,-314.61,25510,0.0,-315098.2,-334.65,11639,0.001,-143644.8
CAD_JPY,10,1,2,2,2.38,False,-237.58,15442,0.077,-237947.0,-249.79,7012,0.081,-107219.0
CAD_JPY,10,1,2,3,2.38,False,-92.06,6159,0.173,-92206.4,-105.29,2889,0.165,-45194.2
CAD_JPY,10,1,3,1,2.38,False,-277.79,22518,0.0,-278218.5,-295.54,10267,0.0,-126855.4
CAD_JPY,10,1,3,2,2.38,False,-207.47,13562,0.078,-207787.1,-219.98,6174,0.082,-94422.1
CAD_JPY,10,1,3,3,2.38,False,-87.41,5947,0.176,-87541.2,-100.87,2790,0.168,-43298.3
CAD_JPY,10,1,5,1,2.38,False,-249.73,20244,0.0,-250109.8,-266.81,9271,0.0,-114522.0
CAD_JPY,10,1,5,2,2.38,False,-188.75,12258,0.078,-189039.8,-200.49,5597,0.081,-86057.2
CAD_JPY,10,1,5,3,2.38,False,-83.97,5764,0.177,-84095.1,-96.89,2701,0.168,-41586.3
CAD_JPY,10,1,8,1,2.38,False,-228.2,18498,0.0,-228549.2,-243.86,8474,0.0,-104672.8
CAD_JPY,10,1,8,2,2.38,False,-175.14,11279,0.078,-175406.9,-183.36,5118,0.081,-78705.8
CAD_JPY,10,1,8,3,2.38,False,-81.72,5603,0.175,-81841.5,-93.45,2611,0.171,-40111.8
CAD_JPY,10,1,12,1,2.38,False,-198.52,16092,0.0,-198825.9,-210.74,7322,0.0,-90457.7
CAD_JPY,10,1,12,2,2.38,False,-153.44,9846,0.076,-153672.2,-159.47,4436,0.078,-68450.6
CAD_JPY,10,1,12,3,2.38,False,-76.1,5253,0.177,-76217.5,-87.26,2445,0.171,-37456.2
CAD_JPY,10,1,20,1,2.38,False,-162.75,13196,0.001,-163005.0,-171.79,5971,0.001,-73738.4
CAD_JPY,10,1,20,2,2.38,False,-127.96,8126,0.073,-128153.6,-131.24,3636,0.078,-56334.3
CAD_JPY,10,1,20,3,2.38,False,-66.29,4619,0.176,-66396.7,-77.82,2171,0.172,-33403.3
CAD_JPY,10,3,1,1,2.38,True,12.76,2830,0.387,12776.3,7.66,1335,0.36,3288.8
CAD_JPY,10,3,1,2,2.38,False,-15.5,2830,0.26,-15523.7,-23.44,1335,0.222,-10061.2
CAD_JPY,10,3,1,3,2.38,False,-43.76,2830,0.17,-43823.7,-54.54,1335,0.145,-23411.2
CAD_JPY,10,3,2,1,2.38,True,12.73,2829,0.386,12748.7,7.66,1335,0.36,3288.8
CAD_JPY,10,3,2,2,2.38,False,-15.52,2829,0.26,-15541.3,-23.44,1335,0.222,-10061.2
CAD_JPY,10,3,2,3,2.38,False,-43.76,2829,0.17,-43831.3,-54.54,1335,0.145,-23411.2
CAD_JPY,10,3,3,1,2.38,True,10.44,2195,0.397,10459.5,5.23,1009,0.354,2245.6
CAD_JPY,10,3,3,2,2.38,False,-11.47,2195,0.266,-11490.5,-18.28,1009,0.218,-7844.4
CAD_JPY,10,3,3,3,2.38,False,-33.39,2195,0.168,-33440.5,-41.78,1009,0.142,-17934.4
CAD_JPY,10,3,5,1,2.38,True,9.12,1863,0.396,9130.6,3.98,861,0.352,1708.3
CAD_JPY,10,3,5,2,2.38,False,-9.48,1863,0.267,-9499.4,-16.08,861,0.207,-6901.7
CAD_JPY,10,3,5,3,2.38,False,-28.09,1863,0.173,-28129.4,-36.14,861,0.136,-15511.7
CAD_JPY,10,3,8,1,2.38,True,7.98,1646,0.392,7987.7,3.01,755,0.35,1290.9
CAD_JPY,10,3,8,2,2.38,False,-8.46,1646,0.266,-8472.3,-14.58,755,0.201,-6259.1
CAD_JPY,10,3,8,3,2.38,False,-24.89,1646,0.171,-24932.3,-32.17,755,0.131,-13809.1
CAD_JPY,10,3,12,1,2.38,True,6.51,1409,0.385,6522.5,2.79,610,0.338,1196.4
CAD_JPY,10,3,12,2,2.38,False,-7.56,1409,0.255,-7567.5,-11.42,610,0.203,-4903.6
CAD_JPY,10,3,12,3,2.38,False,-21.62,1409,0.17,-21657.5,-25.64,610,0.136,-11003.6
CAD_JPY,10,3,20,1,2.38,True,5.03,1073,0.377,5033.1,2.25,472,0.335,965.3
CAD_JPY,10,3,20,2,2.38,False,-5.69,1073,0.251,-5696.9,-8.75,472,0.203,-3754.7
CAD_JPY,10,3,20,3,2.38,False,-16.4,1073,0.175,-16426.9,-19.74,472,0.138,-8474.7
EUR_GBP,5,1,1,1,1.81,False,-192.96,28520,0.001,-193139.7,-133.77,8453,0.0,-57383.4
EUR_GBP,5,1,1,2,1.81,False,-166.56,18637,0.057,-166708.3,-101.67,5165,0.073,-43614.4
EUR_GBP,5,1,1,3,1.81,False,-69.75,7616,0.142,-69811.5,-40.32,1996,0.151,-17295.3
EUR_GBP,5,1,2,1,1.81,False,-192.96,28519,0.001,-193132.8,-133.77,8453,0.0,-57383.4
EUR_GBP,5,1,2,2,1.81,False,-166.54,18636,0.057,-166696.5,-101.67,5165,0.073,-43614.4
EUR_GBP,5,1,2,3,1.81,False,-69.77,7617,0.142,-69833.3,-40.32,1996,0.151,-17295.3
EUR_GBP,5,1,3,1,1.81,False,-166.39,24593,0.001,-166546.5,-118.55,7494,0.001,-50856.1
EUR_GBP,5,1,3,2,1.81,False,-143.72,16076,0.057,-143847.5,-88.44,4539,0.075,-37938.6
EUR_GBP,5,1,3,3,1.81,False,-66.01,7280,0.143,-66074.6,-38.79,1940,0.154,-16639.2
EUR_GBP,5,1,5,1,1.81,False,-147.79,21844,0.001,-147926.0,-107.13,6768,0.0,-45954.8
EUR_GBP,5,1,5,2,1.81,False,-127.98,14297,0.056,-128099.2,-79.76,4095,0.075,-34216.7
EUR_GBP,5,1,5,3,1.81,False,-63.55,6999,0.142,-63607.0,-37.55,1887,0.156,-16108.4
EUR_GBP,5,1,8,1,1.81,False,-133.73,19763,0.001,-133857.2,-98.24,6207,0.0,-42141.5
EUR_GBP,5,1,8,2,1.81,False,-116.12,12951,0.056,-116222.9,-74.12,3779,0.074,-31795.9
EUR_GBP,5,1,8,3,1.81,False,-60.45,6687,0.141,-60508.5,-36.34,1835,0.157,-15589.5
EUR_GBP,5,1,12,1,1.81,False,-113.79,16816,0.001,-113899.1,-84.94,5368,0.0,-36436.0
EUR_GBP,5,1,12,2,1.81,False,-99.87,11085,0.054,-99962.4,-65.06,3295,0.074,-27906.6
EUR_GBP,5,1,12,3,1.81,False,-54.75,6101,0.145,-54800.0,-34.58,1740,0.153,-14832.9
EUR_GBP,5,1,20,1,1.81,False,-91.34,13500,0.002,-91419.6,-69.82,4413,0.0,-29951.0
EUR_GBP,5,1,20,2,1.81,False,-81.03,8952,0.054,-81104.7,-53.69,2714,0.071,-23032.2
EUR_GBP,5,1,20,3,1.81,False,-48.26,5289,0.141,-48308.3,-31.84,1579,0.151,-13657.1
EUR_GBP,5,3,1,1,1.81,False,-0.4,3525,0.32,-397.1,1.3,860,0.344,556.6
EUR_GBP,5,3,1,2,1.81,False,-18.01,3525,0.199,-18022.1,-8.73,860,0.222,-3743.4
EUR_GBP,5,3,1,3,1.81,False,-35.61,3525,0.124,-35647.1,-18.75,860,0.148,-8043.4
EUR_GBP,5,3,2,1,1.81,False,-0.39,3524,0.32,-390.3,1.3,860,0.344,556.6
EUR_GBP,5,3,2,2,1.81,False,-17.99,3524,0.199,-18010.3,-8.73,860,0.222,-3743.4
EUR_GBP,5,3,2,3,1.81,False,-35.6,3524,0.124,-35630.3,-18.75,860,0.148,-8043.4
EUR_GBP,5,3,3,1,1.81,False,-0.67,2708,0.314,-666.4,1.1,658,0.345,471.5
EUR_GBP,5,3,3,2,1.81,False,-14.19,2708,0.194,-14206.4,-6.57,658,0.222,-2818.5
EUR_GBP,5,3,3,3,1.81,False,-27.72,2708,0.119,-27746.4,-14.24,658,0.157,-6108.5
EUR_GBP,5,3,5,1,1.81,False,-0.8,2301,0.307,-801.2,0.67,558,0.344,287.1
EUR_GBP,5,3,5,2,1.81,False,-12.29,2301,0.191,-12306.2,-5.83,558,0.213,-2502.9
EUR_GBP,5,3,5,3,1.81,False,-23.79,2301,0.116,-23811.2,-12.34,558,0.152,-5292.9
EUR_GBP,5,3,8,1,1.81,False,-0.76,2026,0.31,-759.5,0.15,492,0.321,66.3
EUR_GBP,5,3,8,2,1.81,False,-10.88,2026,0.193,-10889.5,-5.58,492,0.203,-2393.7
EUR_GBP,5,3,8,3,1.81,False,-21.0,2026,0.117,-21019.5,-11.31,492,0.142,-4853.7
EUR_GBP,5,3,12,1,1.81,False,-0.75,1681,0.308,-746.3,0.23,396,0.333,99.7
EUR_GBP,5,3,12,2,1.81,False,-9.14,1681,0.192,-9151.3,-4.38,396,0.212,-1880.3
EUR_GBP,5,3,12,3,1.81,False,-17.54,1681,0.116,-17556.3,-9.0,396,0.154,-3860.3
EUR_GBP,5,3,20,1,1.81,False,-0.6,1329,0.315,-600.5,-0.08,313,0.313,-35.4
EUR_GBP,5,3,20,2,1.81,False,-7.24,1329,0.193,-7245.5,-3.73,313,0.198,-1600.4
EUR_GBP,5,3,20,3,1.81,False,-13.88,1329,0.111,-13890.5,-7.38,313,0.137,-3165.4
EUR_GBP,10,1,1,1,1.81,False,-104.65,8889,0.0,-104745.9,-66.28,2410,0.0,-28433.1
EUR_GBP,10,1,1,2,1.81,False,-70.39,5049,0.089,-70449.8,-41.98,1333,0.108,-18007.7
EUR_GBP,10,1,1,3,1.81,False,-27.0,1875,0.167,-27026.7,-17.11,492,0.163,-7338.7
EUR_GBP,10,1,2,1,1.81,False,-104.64,8888,0.0,-104734.1,-66.28,2410,0.0,-28433.1
EUR_GBP,10,1,2,2,1.81,False,-70.36,5048,0.089,-70428.0,-41.98,1333,0.108,-18007.7
EUR_GBP,10,1,2,3,1.81,False,-26.96,1874,0.167,-26984.9,-17.11,492,0.163,-7338.7
EUR_GBP,10,1,3,1,1.81,False,-95.49,8112,0.0,-95582.4,-62.1,2258,0.0,-26638.5
EUR_GBP,10,1,3,2,1.81,False,-63.94,4598,0.089,-63995.2,-39.17,1247,0.11,-16802.4
EUR_GBP,10,1,3,3,1.81,False,-26.4,1848,0.167,-26428.0,-16.81,487,0.164,-7209.7
EUR_GBP,10,1,5,1,1.81,False,-88.58,7525,0.0,-88662.1,-58.6,2131,0.0,-25139.1
EUR_GBP,10,1,5,2,1.81,False,-59.23,4261,0.089,-59286.5,-37.19,1180,0.11,-15951.4
EUR_GBP,10,1,5,3,1.81,False,-25.86,1820,0.169,-25887.4,-16.51,482,0.164,-7080.6
EUR_GBP,10,1,8,1,1.81,False,-82.65,7021,0.0,-82721.8,-55.25,2009,0.0,-23698.8
EUR_GBP,10,1,8,2,1.81,False,-55.63,3985,0.089,-55678.0,-35.53,1118,0.11,-15239.4
EUR_GBP,10,1,8,3,1.81,False,-25.58,1798,0.169,-25607.7,-16.45,480,0.16,-7057.0
EUR_GBP,10,1,12,1,1.81,False,-73.18,6218,0.0,-73251.3,-49.3,1792,0.0,-21146.8
EUR_GBP,10,1,12,2,1.81,False,-49.82,3547,0.087,-49866.8,-31.31,992,0.11,-13431.8
EUR_GBP,10,1,12,3,1.81,False,-24.29,1730,0.172,-24314.8,-16.03,469,0.158,-6877.1
EUR_GBP,10,1,20,1,1.81,False,-61.99,5269,0.0,-62047.2,-42.36,1540,0.0,-18171.6
EUR_GBP,10,1,20,2,1.81,False,-42.38,3012,0.09,-42420.5,-27.02,854,0.108,-11592.5
EUR_GBP,10,1,20,3,1.81,False,-22.51,1612,0.174,-22531.7,-15.9,454,0.159,-6820.0
EUR_GBP,10,3,1,1,1.81,True,3.48,794,0.37,3485.8,2.06,202,0.411,885.1
EUR_GBP,10,3,1,2,1.81,False,-4.45,794,0.244,-4454.2,-2.65,202,0.223,-1134.9
EUR_GBP,10,3,1,3,1.81,False,-12.38,794,0.157,-12394.2,-7.35,202,0.129,-3154.9
EUR_GBP,10,3,2,1,1.81,True,3.48,794,0.37,3485.8,2.06,202,0.411,885.1
EUR_GBP,10,3,2,2,1.81,False,-4.45,794,0.244,-4454.2,-2.65,202,0.223,-1134.9
EUR_GBP,10,3,2,3,1.81,False,-12.38,794,0.157,-12394.2,-7.35,202,0.129,-3154.9
EUR_GBP,10,3,3,1,1.81,True,2.61,618,0.372,2613.7,1.57,152,0.395,675.4
EUR_GBP,10,3,3,2,1.81,False,-3.56,618,0.235,-3566.3,-1.97,152,0.217,-844.6
EUR_GBP,10,3,3,3,1.81,False,-9.74,618,0.154,-9746.3,-5.51,152,0.125,-2364.6
EUR_GBP,10,3,5,1,1.81,False,2.16,520,0.373,2160.7,1.43,120,0.392,613.2
EUR_GBP,10,3,5,2,1.81,False,-3.04,520,0.235,-3039.3,-1.37,120,0.225,-586.8
EUR_GBP,10,3,5,3,1.81,False,-8.23,520,0.154,-8239.3,-4.17,120,0.15,-1786.8
EUR_GBP,10,3,8,1,1.81,True,2.0,447,0.38,2002.6,1.21,106,0.415,518.5
EUR_GBP,10,3,8,2,1.81,False,-2.47,447,0.248,-2467.4,-1.26,106,0.217,-541.5
EUR_GBP,10,3,8,3,1.81,False,-6.93,447,0.152,-6937.4,-3.73,106,0.142,-1601.5
EUR_GBP,10,3,12,1,1.81,True,1.12,374,0.34,1124.5,1.09,89,0.393,469.2
EUR_GBP,10,3,12,2,1.81,False,-2.61,374,0.209,-2615.5,-0.98,89,0.202,-420.8
EUR_GBP,10,3,12,3,1.81,False,-6.35,374,0.131,-6355.5,-3.06,89,0.146,-1310.8
EUR_GBP,10,3,20,1,1.81,True,0.68,278,0.327,677.9,0.81,68,0.382,347.2
EUR_GBP,10,3,20,2,1.81,False,-2.1,278,0.198,-2102.1,-0.78,68,0.191,-332.8
EUR_GBP,10,3,20,3,1.81,False,-4.88,278,0.133,-4882.1,-2.36,68,0.162,-1012.8
