tf_label,pair,sma,M_exit,tp_pips,trades,is_n,oos_n,is_net,oos_net,is_pd,oos_pd,oos_dd,oos_wr,days
S5/M2/M10,EUR_USD,5/22/50,1,30.0,14,9,5,-19.6,-30.2,-5.07,-15.66,-7.9,60.0,5.8
S5/M2/M10,EUR_USD,7/15/35,0,15.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,7/15/35,0,20.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,7/15/35,0,30.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,7/15/35,1,15.0,25,17,8,-34.3,-51.9,-8.9,-26.88,-21.8,12.5,5.8
S5/M2/M10,EUR_USD,7/15/35,1,20.0,23,16,7,9.1,-50.0,2.37,-25.94,-20.0,14.3,5.8
S5/M2/M10,EUR_USD,7/15/35,1,30.0,23,16,7,-8.1,-50.0,-2.11,-25.94,-20.0,14.3,5.8
S5/M2/M10,EUR_USD,7/22/50,0,15.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,7/22/50,0,20.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,7/22/50,0,30.0,1,1,0,-53.8,0.0,-13.95,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,7/22/50,1,15.0,19,13,6,-41.2,-38.9,-10.67,-20.18,-24.2,33.3,5.8
S5/M2/M10,EUR_USD,7/22/50,1,20.0,18,12,6,-1.6,-47.4,-0.42,-24.56,-24.2,33.3,5.8
S5/M2/M10,EUR_USD,7/22/50,1,30.0,16,10,6,-13.7,-47.4,-3.56,-24.56,-24.2,33.3,5.8
S5/M2/M10,EUR_USD,10/22/50,0,15.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,10/22/50,0,20.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,10/22/50,0,30.0,1,1,0,-52.1,0.0,-13.51,0.0,0.0,0.0,5.8
S5/M2/M10,EUR_USD,10/22/50,1,15.0,18,13,5,-45.5,-47.5,-11.8,-24.65,-24.1,20.0,5.8
S5/M2/M10,EUR_USD,10/22/50,1,20.0,17,12,5,-2.3,-52.7,-0.61,-27.34,-24.1,20.0,5.8
S5/M2/M10,EUR_USD,10/22/50,1,30.0,16,11,5,-22.8,-52.7,-5.9,-27.34,-24.1,20.0,5.8
S5/M2/M10,GBP_USD,5/10/22,0,15.0,4,4,0,35.6,0.0,9.22,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,5/10/22,0,20.0,3,3,0,13.1,0.0,3.4,0.0,0.0,0.0,5.8
S5/M2/M10,GBP_USD,5/10/22,0,30.0,3,3,0,52.0,0.0,13.49,0.0,0.0,0.0,5.8
