tf_label,pair,sma,M_exit,tp_pips,trades,is_n,oos_n,is_net,oos_net,is_pd,oos_pd,oos_dd,oos_wr,days
S5/S30/M1,USD_JPY,7/22/50,1,15.0,4751,3223,1528,-4879.9,-1864.2,-24.86,-18.99,-1861.4,31.5,294.5
S5/S30/M1,USD_JPY,7/22/50,1,20.0,4597,3108,1489,-4655.8,-1844.4,-23.72,-18.79,-1841.6,30.4,294.5
S5/S30/M1,USD_JPY,7/22/50,1,30.0,4467,3011,1456,-4384.7,-1969.7,-22.34,-20.07,-1966.9,29.7,294.5
S5/S30/M1,USD_JPY,10/22/50,0,15.0,83,83,0,-159.6,0.0,-0.81,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,10/22/50,0,20.0,52,52,0,-335.9,0.0,-1.71,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,10/22/50,0,30.0,27,27,0,-88.5,0.0,-0.45,0.0,0.0,0.0,294.5
S5/S30/M1,USD_JPY,10/22/50,1,15.0,4707,3220,1487,-5512.9,-1987.5,-28.08,-20.25,-1985.9,31.9,294.5
S5/S30/M1,USD_JPY,10/22/50,1,20.0,4560,3107,1453,-4943.6,-2123.5,-25.18,-21.63,-2121.9,30.6,294.5
S5/S30/M1,USD_JPY,10/22/50,1,30.0,4434,3014,1420,-4955.5,-2253.5,-25.24,-22.96,-2251.9,29.6,294.5
S5/M1/M5,EUR_JPY,5/10/22,0,15.0,78,78,0,-1408.0,0.0,-7.07,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/10/22,0,20.0,28,28,0,-2097.6,0.0,-10.53,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/10/22,0,30.0,25,25,0,-1913.1,0.0,-9.6,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/10/22,1,15.0,2380,1614,766,-3058.4,-1399.5,-15.35,-14.05,-1403.8,35.9,298.9
S5/M1/M5,EUR_JPY,5/10/22,1,20.0,2272,1542,730,-3016.5,-1266.3,-15.14,-12.71,-1274.9,33.8,298.9
S5/M1/M5,EUR_JPY,5/10/22,1,30.0,2156,1462,694,-3126.7,-1274.1,-15.69,-12.79,-1273.2,32.7,298.9
S5/M1/M5,EUR_JPY,5/15/35,0,15.0,33,33,0,-2165.1,0.0,-10.87,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/15/35,0,20.0,30,30,0,-2060.6,0.0,-10.34,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/15/35,0,30.0,34,34,0,-613.4,0.0,-3.08,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/15/35,1,15.0,1994,1343,651,-3169.9,-808.9,-15.91,-8.12,-903.6,38.7,298.9
S5/M1/M5,EUR_JPY,5/15/35,1,20.0,1888,1265,623,-3122.5,-789.0,-15.67,-7.92,-902.0,34.7,298.9
S5/M1/M5,EUR_JPY,5/15/35,1,30.0,1768,1192,576,-3277.5,-1036.9,-16.45,-10.41,-1123.0,32.8,298.9
S5/M1/M5,EUR_JPY,5/22/50,0,15.0,116,116,0,-711.1,0.0,-3.57,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/22/50,0,20.0,66,66,0,-1061.1,0.0,-5.33,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/22/50,0,30.0,47,47,0,-952.6,0.0,-4.78,0.0,0.0,0.0,298.9
S5/M1/M5,EUR_JPY,5/22/50,1,15.0,1697,1177,520,-2028.9,-766.2,-10.18,-7.69,-798.7,43.8,298.9
S5/M1/M5,EUR_JPY,5/22/50,1,20.0,1587,1095,492,-2050.2,-654.2,-10.29,-6.57,-706.7,39.0,298.9
