strategy,pair,mode,n,ppd,wr,tp_pct,alt_pct,avg_alt,mdd,calmar,mean_hold,days
001 pmom_h1m30,GBP_JPY,TP_ONLY,155,5.17,98.1,100.0,0.0,0.0,42.1,0.12,768.6,429.2
001 pmom_h1m30,GBP_JPY,TIME_6b,5723,-87.78,28.8,14.5,85.5,-10.2,37692.0,-0.0,5.7,429.2
001 pmom_h1m30,GBP_JPY,TIME_12b,4384,-79.3,37.4,27.3,72.7,-16.1,34095.9,-0.0,10.5,429.2
001 pmom_h1m30,GBP_JPY,TIME_24b,3449,-63.32,47.0,42.3,57.7,-23.8,27204.6,-0.0,18.2,429.2
001 pmom_h1m30,GBP_JPY,TIME_48b,2634,-46.09,58.5,56.8,43.2,-35.7,19825.1,-0.0,29.8,429.2
001 pmom_h1m30,GBP_JPY,TIME_144b,1664,-21.49,76.1,76.8,23.2,-69.0,9316.7,-0.0,57.6,429.2
001 pmom_h1m30,GBP_JPY,TIME_288b,1228,-19.03,82.1,83.9,16.1,-112.5,8446.7,-0.0,84.8,429.2
001 pmom_h1m30,GBP_JPY,SIG_FLIP,6123,-95.18,27.7,16.6,83.4,-10.9,40865.2,-0.0,6.1,429.2
001 pmom_h1m30,USD_JPY,TP_ONLY,97,4.0,100.0,100.0,0.0,0.0,0.0,0.0,1216.6,429.0
001 pmom_h1m30,USD_JPY,TIME_6b,6145,-46.58,35.2,10.0,90.0,-5.6,19994.2,-0.0,5.8,429.0
001 pmom_h1m30,USD_JPY,TIME_12b,4545,-37.31,40.6,21.4,78.6,-9.0,16040.3,-0.0,10.9,429.0
001 pmom_h1m30,USD_JPY,TIME_24b,3473,-31.2,46.7,35.4,64.6,-15.0,13412.9,-0.0,19.5,429.0
001 pmom_h1m30,USD_JPY,TIME_48b,2575,-21.71,56.9,50.1,49.9,-24.0,9342.4,-0.0,32.5,429.0
001 pmom_h1m30,USD_JPY,TIME_144b,1501,-13.61,71.7,70.8,29.2,-53.7,5813.0,-0.0,67.9,429.0
001 pmom_h1m30,USD_JPY,TIME_288b,1028,-13.35,79.2,78.7,21.3,-88.0,5993.3,-0.0,106.2,429.0
001 pmom_h1m30,USD_JPY,SIG_FLIP,6618,-51.81,32.3,12.0,88.0,-6.1,22256.8,-0.0,6.4,429.0
001 pmom_h1m30,EUR_JPY,TP_ONLY,97,3.82,99.0,100.0,0.0,0.0,4.7,0.81,768.5,429.0
001 pmom_h1m30,EUR_JPY,TIME_6b,2677,-29.75,30.2,11.9,88.1,-7.7,12797.9,-0.0,5.8,429.0
001 pmom_h1m30,EUR_JPY,TIME_12b,2156,-26.21,38.2,22.8,77.2,-11.6,11363.5,-0.0,10.8,429.0
001 pmom_h1m30,EUR_JPY,TIME_24b,1767,-22.66,44.3,36.8,63.2,-17.9,9780.5,-0.0,19.1,429.0
001 pmom_h1m30,EUR_JPY,TIME_48b,1403,-21.73,53.5,48.9,51.1,-27.8,9350.1,-0.0,33.1,429.0
001 pmom_h1m30,EUR_JPY,TIME_144b,950,-10.88,71.1,71.2,28.8,-55.0,4758.8,-0.0,68.0,429.0
001 pmom_h1m30,EUR_JPY,TIME_288b,748,-7.83,79.4,80.3,19.7,-86.1,3453.1,-0.0,101.1,429.0
001 pmom_h1m30,EUR_JPY,SIG_FLIP,2844,-30.03,29.5,13.9,86.1,-8.0,12906.7,-0.0,6.2,429.0
001 pmom_h1m30,GBP_USD,TP_ONLY,58,2.15,100.0,100.0,0.0,0.0,0.0,0.0,1769.7,428.8
001 pmom_h1m30,GBP_USD,TIME_6b,6101,-56.55,26.3,4.6,95.4,-4.9,24273.1,-0.0,5.9,428.8
001 pmom_h1m30,GBP_USD,TIME_12b,4395,-46.22,32.9,11.2,88.8,-7.1,19852.3,-0.0,11.5,428.8
001 pmom_h1m30,GBP_USD,TIME_24b,3230,-35.74,39.4,21.3,78.7,-10.2,15318.9,-0.0,21.6,428.8
001 pmom_h1m30,GBP_USD,TIME_48b,2272,-23.8,46.8,36.6,63.4,-15.8,10229.9,-0.0,38.4,428.8
001 pmom_h1m30,GBP_USD,TIME_144b,1259,-10.61,63.5,61.0,39.0,-33.5,4595.1,-0.0,82.8,428.8
001 pmom_h1m30,GBP_USD,TIME_288b,872,-5.94,75.1,74.8,25.2,-57.6,2654.3,-0.0,126.7,428.8
001 pmom_h1m30,GBP_USD,SIG_FLIP,6549,-62.56,24.5,7.5,92.5,-5.7,26824.3,-0.0,7.0,428.8
001 pmom_h1m30,AUD_JPY,TP_ONLY,62,2.24,100.0,100.0,0.0,0.0,0.0,0.0,1412.0,429.3
001 pmom_h1m30,AUD_JPY,TIME_6b,3958,-39.91,27.0,5.3,94.7,-5.5,17120.1,-0.0,5.9,429.3
001 pmom_h1m30,AUD_JPY,TIME_12b,3070,-35.61,33.4,13.7,86.3,-8.2,15343.9,-0.0,11.4,429.3
001 pmom_h1m30,AUD_JPY,TIME_24b,2422,-30.75,39.3,26.4,73.6,-12.8,13269.7,-0.0,21.0,429.3
001 pmom_h1m30,AUD_JPY,TIME_48b,1812,-24.72,47.7,39.8,60.2,-19.5,10636.8,-0.0,37.0,429.3
001 pmom_h1m30,AUD_JPY,TIME_144b,1088,-12.35,64.9,62.7,37.3,-37.9,5492.4,-0.0,80.3,429.3
001 pmom_h1m30,AUD_JPY,TIME_288b,804,-8.13,75.0,75.0,25.0,-61.9,3839.7,-0.0,122.3,429.3
001 pmom_h1m30,AUD_JPY,SIG_FLIP,4217,-42.03,24.6,8.1,91.9,-6.0,18069.9,-0.0,6.7,429.3
001 pmom_h1m30,EUR_USD,TP_ONLY,19,0.84,100.0,100.0,0.0,0.0,0.0,0.0,2106.6,428.9
001 pmom_h1m30,EUR_USD,TIME_6b,4384,-32.48,27.1,3.3,96.7,-3.9,13966.6,-0.0,5.9,428.9
001 pmom_h1m30,EUR_USD,TIME_12b,3438,-26.58,33.0,8.2,91.8,-5.1,11443.1,-0.0,11.6,428.9
001 pmom_h1m30,EUR_USD,TIME_24b,2650,-20.94,38.4,17.7,82.3,-7.6,9024.4,-0.0,22.1,428.9
001 pmom_h1m30,EUR_USD,TIME_48b,1928,-14.19,46.3,30.4,69.6,-11.5,6225.8,-0.0,39.9,428.9
001 pmom_h1m30,EUR_USD,TIME_144b,1080,-6.95,61.0,56.7,43.3,-27.1,2963.9,-0.0,90.7,428.9
001 pmom_h1m30,EUR_USD,TIME_288b,755,-1.81,72.1,70.6,29.4,-42.0,1224.6,-0.0,139.7,428.9
001 pmom_h1m30,EUR_USD,SIG_FLIP,4649,-32.19,25.2,6.0,94.0,-4.2,13829.6,-0.0,7.2,428.9
001 pmom_h1m30,EUR_GBP,TP_ONLY,33,1.17,100.0,100.0,0.0,0.0,0.0,0.0,2613.6,429.0
001 pmom_h1m30,EUR_GBP,TIME_6b,6089,-40.48,14.5,0.4,99.6,-2.9,17362.2,-0.0,6.0,429.0
001 pmom_h1m30,EUR_GBP,TIME_12b,4358,-34.35,20.6,1.2,98.8,-3.6,14739.3,-0.0,12.0,429.0
001 pmom_h1m30,EUR_GBP,TIME_24b,3066,-24.31,25.9,4.3,95.7,-4.2,10451.9,-0.0,23.6,429.0
001 pmom_h1m30,EUR_GBP,TIME_48b,1984,-14.23,32.7,10.7,89.3,-5.2,6172.0,-0.0,45.8,429.0
001 pmom_h1m30,EUR_GBP,TIME_144b,886,-8.23,42.8,27.5,72.5,-10.9,3670.1,-0.0,123.2,429.0
001 pmom_h1m30,EUR_GBP,TIME_288b,542,-4.0,53.3,45.8,54.2,-17.8,1821.6,-0.0,212.5,429.0
001 pmom_h1m30,EUR_GBP,SIG_FLIP,6555,-45.05,14.1,1.4,98.6,-3.2,19322.2,-0.0,7.7,429.0
001 pmom_h1m30,AUD_USD,TP_ONLY,28,1.04,100.0,100.0,0.0,0.0,0.0,0.0,4288.9,428.6
001 pmom_h1m30,AUD_USD,TIME_6b,6189,-39.47,25.4,1.6,98.4,-3.1,16926.8,-0.0,6.0,428.6
001 pmom_h1m30,AUD_USD,TIME_12b,4360,-33.22,30.2,4.0,96.0,-4.1,14258.1,-0.0,11.8,428.6
001 pmom_h1m30,AUD_USD,TIME_24b,3146,-22.59,37.1,11.1,88.9,-5.5,9694.7,-0.0,22.9,428.6
001 pmom_h1m30,AUD_USD,TIME_48b,2104,-14.37,42.4,22.6,77.4,-8.4,6267.3,-0.0,42.6,428.6
001 pmom_h1m30,AUD_USD,TIME_144b,1036,-6.81,55.0,46.9,53.1,-18.7,3036.9,-0.0,102.8,428.6
001 pmom_h1m30,AUD_USD,TIME_288b,667,-6.72,63.3,60.1,39.9,-33.8,3021.9,-0.0,169.7,428.6
001 pmom_h1m30,AUD_USD,SIG_FLIP,6693,-42.53,22.9,3.5,96.5,-3.4,18249.6,-0.0,7.2,428.6
001 pmom_h1m30,NZD_JPY,TP_ONLY,49,1.63,100.0,100.0,0.0,0.0,0.0,0.0,2384.5,429.0
001 pmom_h1m30,NZD_JPY,TIME_6b,5189,-64.78,19.2,2.7,97.3,-5.9,27792.4,-0.0,6.0,429.0
001 pmom_h1m30,NZD_JPY,TIME_12b,3781,-53.56,26.3,8.5,91.5,-7.9,22982.8,-0.0,11.6,429.0
001 pmom_h1m30,NZD_JPY,TIME_24b,2837,-38.11,34.4,19.7,80.3,-10.5,16365.8,-0.0,21.9,429.0
001 pmom_h1m30,NZD_JPY,TIME_48b,2009,-28.59,43.4,33.9,66.1,-16.0,12303.7,-0.0,39.2,429.0
001 pmom_h1m30,NZD_JPY,TIME_144b,1120,-13.72,61.3,58.3,41.7,-31.4,5962.1,-0.0,87.6,429.0
001 pmom_h1m30,NZD_JPY,TIME_288b,759,-10.31,70.6,70.5,29.5,-50.8,4622.6,-0.0,139.9,429.0
001 pmom_h1m30,NZD_JPY,SIG_FLIP,5566,-70.29,17.9,5.6,94.4,-6.6,30156.0,-0.0,7.0,429.0
001 pmom_h1m30,CHF_JPY,TP_ONLY,62,1.86,96.8,100.0,0.0,0.0,16.7,0.11,917.0,427.8
001 pmom_h1m30,CHF_JPY,TIME_6b,2137,-33.93,27.1,11.4,88.6,-9.4,14500.1,-0.0,5.8,427.8
001 pmom_h1m30,CHF_JPY,TIME_12b,1743,-32.55,33.9,22.1,77.9,-14.1,13937.2,-0.0,10.8,427.8
001 pmom_h1m30,CHF_JPY,TIME_24b,1448,-23.53,45.7,38.7,61.3,-19.5,10079.7,-0.0,19.1,427.8
001 pmom_h1m30,CHF_JPY,TIME_48b,1160,-22.55,53.4,52.1,47.9,-30.8,9691.7,-0.0,32.3,427.8
001 pmom_h1m30,CHF_JPY,TIME_144b,826,-11.42,71.9,73.6,26.4,-57.6,5049.1,-0.0,63.9,427.8
001 pmom_h1m30,CHF_JPY,TIME_288b,632,-13.05,76.7,79.1,20.9,-88.8,5831.9,-0.0,100.4,427.8
001 pmom_h1m30,CHF_JPY,SIG_FLIP,2264,-36.61,25.3,13.9,86.1,-10.2,15651.4,-0.0,6.4,427.8
001 pmom_h1m30,NZD_USD,TP_ONLY,9,0.3,100.0,100.0,0.0,0.0,0.0,0.0,174.8,428.5
001 pmom_h1m30,NZD_USD,TIME_6b,6210,-42.79,22.5,1.0,99.0,-3.1,18338.5,-0.0,6.0,428.5
001 pmom_h1m30,NZD_USD,TIME_12b,4409,-32.63,29.3,3.2,96.8,-3.8,13994.4,-0.0,11.9,428.5
001 pmom_h1m30,NZD_USD,TIME_24b,3128,-25.6,34.4,8.7,91.3,-5.3,10991.0,-0.0,23.2,428.5
001 pmom_h1m30,NZD_USD,TIME_48b,2081,-14.48,40.8,20.0,80.0,-7.5,6329.0,-0.0,43.7,428.5
001 pmom_h1m30,NZD_USD,TIME_144b,997,-6.32,54.2,44.8,55.2,-16.9,2952.1,-0.0,107.9,428.5
001 pmom_h1m30,NZD_USD,TIME_288b,649,-4.67,62.2,59.5,40.5,-29.1,2369.4,-0.0,174.2,428.5
001 pmom_h1m30,NZD_USD,SIG_FLIP,6736,-47.09,19.9,2.6,97.4,-3.5,20176.7,-0.0,7.4,428.5
001 pmom_h1m30,CAD_JPY,TP_ONLY,93,3.02,100.0,100.0,0.0,0.0,0.0,0.0,1296.3,429.2
001 pmom_h1m30,CAD_JPY,TIME_6b,4780,-50.43,23.7,3.7,96.3,-5.3,21615.5,-0.0,5.9,429.2
001 pmom_h1m30,CAD_JPY,TIME_12b,3543,-44.08,30.8,10.8,89.2,-7.8,18919.3,-0.0,11.5,429.2
001 pmom_h1m30,CAD_JPY,TIME_24b,2699,-36.02,37.3,21.8,78.2,-11.4,15486.6,-0.0,21.5,429.2
001 pmom_h1m30,CAD_JPY,TIME_48b,1948,-25.03,45.1,36.2,63.8,-17.0,10782.0,-0.0,38.2,429.2
001 pmom_h1m30,CAD_JPY,TIME_144b,1108,-14.45,63.2,60.5,39.5,-36.3,6322.4,-0.0,85.0,429.2
001 pmom_h1m30,CAD_JPY,TIME_288b,783,-9.96,73.4,72.3,27.7,-57.5,4415.1,-0.0,131.5,429.2
001 pmom_h1m30,CAD_JPY,SIG_FLIP,5123,-55.56,22.0,6.3,93.7,-6.0,23816.3,-0.0,6.9,429.2
002 sma16_m30m15,GBP_JPY,TP_ONLY,87,3.46,96.6,100.0,0.0,0.0,42.1,0.08,1363.9,429.2
002 sma16_m30m15,GBP_JPY,TIME_6b,4811,-80.14,27.5,8.1,91.9,-9.6,34360.2,-0.0,5.8,429.2
002 sma16_m30m15,GBP_JPY,TIME_12b,3802,-64.96,35.2,18.1,81.9,-13.4,27855.9,-0.0,11.1,429.2
002 sma16_m30m15,GBP_JPY,TIME_24b,2963,-52.89,43.4,31.9,68.1,-20.5,22696.8,-0.0,19.9,429.2
002 sma16_m30m15,GBP_JPY,TIME_48b,2155,-37.22,52.6,47.2,52.8,-31.6,15991.5,-0.0,34.0,429.2
002 sma16_m30m15,GBP_JPY,TIME_144b,1316,-24.15,68.3,67.6,32.4,-65.0,10427.9,-0.0,71.8,429.2
002 sma16_m30m15,GBP_JPY,TIME_288b,977,-10.82,79.0,79.6,20.4,-100.7,4986.2,-0.0,105.3,429.2
002 sma16_m30m15,GBP_JPY,SIG_FLIP,7252,-113.43,12.9,4.1,95.9,-7.8,48687.4,-0.0,2.9,429.2
002 sma16_m30m15,USD_JPY,TP_ONLY,85,4.51,100.0,100.0,0.0,0.0,0.0,0.0,1392.8,429.0
002 sma16_m30m15,USD_JPY,TIME_6b,5024,-38.23,34.9,5.1,94.9,-4.7,16399.5,-0.0,5.9,429.0
002 sma16_m30m15,USD_JPY,TIME_12b,3894,-27.78,39.7,13.6,86.4,-7.1,11919.3,-0.0,11.4,429.0
002 sma16_m30m15,USD_JPY,TIME_24b,2930,-19.11,46.1,27.1,72.9,-12.1,8300.7,-0.0,20.8,429.0
002 sma16_m30m15,USD_JPY,TIME_48b,2103,-14.96,52.0,41.6,58.4,-21.0,6750.3,-0.0,36.2,429.0
002 sma16_m30m15,USD_JPY,TIME_144b,1231,-5.11,68.6,66.2,33.8,-48.7,2635.8,-0.0,78.4,429.0
002 sma16_m30m15,USD_JPY,TIME_288b,894,-8.52,76.6,76.1,23.9,-86.5,4172.3,-0.0,118.2,429.0
002 sma16_m30m15,USD_JPY,SIG_FLIP,7650,-58.38,20.5,3.5,96.5,-4.2,25041.9,-0.0,3.1,429.0
002 sma16_m30m15,EUR_JPY,TP_ONLY,24,1.15,100.0,100.0,0.0,0.0,0.0,0.0,2239.8,429.0
002 sma16_m30m15,EUR_JPY,TIME_6b,2432,-26.65,31.3,6.2,93.8,-6.5,11471.5,-0.0,5.9,429.0
002 sma16_m30m15,EUR_JPY,TIME_12b,2009,-22.82,36.5,14.4,85.6,-9.5,9848.2,-0.0,11.3,429.0
002 sma16_m30m15,EUR_JPY,TIME_24b,1638,-19.52,41.3,27.5,72.5,-15.3,8385.9,-0.0,20.7,429.0
002 sma16_m30m15,EUR_JPY,TIME_48b,1296,-15.08,50.3,42.3,57.7,-24.0,6511.8,-0.0,35.9,429.0
002 sma16_m30m15,EUR_JPY,TIME_144b,870,-6.57,67.2,64.0,36.0,-47.2,2845.4,-0.0,79.5,429.0
002 sma16_m30m15,EUR_JPY,TIME_288b,671,-6.28,75.3,74.8,25.2,-78.2,2835.4,-0.0,121.8,429.0
002 sma16_m30m15,EUR_JPY,SIG_FLIP,3335,-33.73,17.8,4.3,95.7,-5.5,14489.2,-0.0,3.2,429.0
002 sma16_m30m15,GBP_USD,TP_ONLY,40,1.97,100.0,100.0,0.0,0.0,0.0,0.0,2489.7,428.8
002 sma16_m30m15,GBP_USD,TIME_6b,5003,-47.98,26.6,2.8,97.2,-4.9,20572.6,-0.0,6.0,428.8
002 sma16_m30m15,GBP_USD,TIME_12b,3875,-38.6,32.0,7.1,92.9,-6.2,16592.5,-0.0,11.7,428.8
002 sma16_m30m15,GBP_USD,TIME_24b,2827,-31.03,37.5,14.1,85.9,-8.9,13460.0,-0.0,22.4,428.8
002 sma16_m30m15,GBP_USD,TIME_48b,1951,-19.98,44.3,26.6,73.4,-13.4,8834.1,-0.0,41.4,428.8
002 sma16_m30m15,GBP_USD,TIME_144b,1041,-11.76,57.2,52.4,47.6,-32.8,5176.7,-0.0,95.7,428.8
002 sma16_m30m15,GBP_USD,TIME_288b,711,-5.17,70.2,67.5,32.5,-52.1,2437.6,-0.0,149.6,428.8
002 sma16_m30m15,GBP_USD,SIG_FLIP,7413,-66.96,13.1,2.7,97.3,-4.5,28717.9,-0.0,3.9,428.8
002 sma16_m30m15,AUD_JPY,TP_ONLY,110,4.89,99.1,100.0,0.0,0.0,1.6,3.06,1040.9,429.3
002 sma16_m30m15,AUD_JPY,TIME_6b,3458,-38.21,26.6,1.9,98.1,-5.3,16403.7,-0.0,6.0,429.3
002 sma16_m30m15,AUD_JPY,TIME_12b,2805,-33.22,32.7,7.3,92.7,-7.1,14280.9,-0.0,11.7,429.3
002 sma16_m30m15,AUD_JPY,TIME_24b,2153,-29.27,35.5,15.1,84.9,-10.5,12599.8,-0.0,22.4,429.3
002 sma16_m30m15,AUD_JPY,TIME_48b,1569,-19.82,43.2,28.8,71.2,-15.6,8523.1,-0.0,40.9,429.3
002 sma16_m30m15,AUD_JPY,TIME_144b,936,-12.63,58.3,54.0,46.0,-35.4,5498.9,-0.0,94.3,429.3
002 sma16_m30m15,AUD_JPY,TIME_288b,678,-4.81,70.1,69.9,30.1,-55.3,2485.8,-0.0,145.5,429.3
002 sma16_m30m15,AUD_JPY,SIG_FLIP,4895,-48.87,11.1,2.7,97.3,-5.0,20981.8,-0.0,3.3,429.3
002 sma16_m30m15,EUR_USD,TP_ONLY,35,1.8,100.0,100.0,0.0,0.0,0.0,0.0,1443.0,428.9
002 sma16_m30m15,EUR_USD,TIME_6b,3841,-28.67,27.1,1.8,98.2,-3.7,12307.1,-0.0,6.0,428.9
002 sma16_m30m15,EUR_USD,TIME_12b,3115,-23.68,32.2,4.6,95.4,-4.5,10156.5,-0.0,11.8,428.9
002 sma16_m30m15,EUR_USD,TIME_24b,2355,-19.07,36.2,10.8,89.2,-6.6,8186.0,-0.0,22.9,428.9
002 sma16_m30m15,EUR_USD,TIME_48b,1651,-12.3,41.0,21.5,78.5,-10.1,5339.4,-0.0,43.0,428.9
002 sma16_m30m15,EUR_USD,TIME_144b,901,-10.56,52.8,44.3,55.7,-25.8,4648.5,-0.0,105.0,428.9
002 sma16_m30m15,EUR_USD,TIME_288b,581,-9.56,58.7,55.4,44.6,-42.8,4198.1,-0.0,180.0,428.9
002 sma16_m30m15,EUR_USD,SIG_FLIP,5262,-39.56,13.0,2.1,97.9,-3.7,16977.7,-0.0,4.3,428.9
002 sma16_m30m15,EUR_GBP,TP_ONLY,21,1.04,100.0,100.0,0.0,0.0,0.0,0.0,4063.6,429.0
002 sma16_m30m15,EUR_GBP,TIME_6b,4934,-34.12,15.5,0.2,99.8,-3.0,14633.1,-0.0,6.0,429.0
002 sma16_m30m15,EUR_GBP,TIME_12b,3786,-27.39,21.0,0.5,99.5,-3.2,11749.5,-0.0,12.0,429.0
002 sma16_m30m15,EUR_GBP,TIME_24b,2714,-20.4,25.2,2.0,98.0,-3.7,8758.0,-0.0,23.9,429.0
002 sma16_m30m15,EUR_GBP,TIME_48b,1771,-12.43,31.8,5.5,94.5,-4.3,5314.1,-0.0,47.0,429.0
002 sma16_m30m15,EUR_GBP,TIME_144b,796,-8.14,38.2,18.1,81.9,-9.6,3461.0,-0.0,131.0,429.0
002 sma16_m30m15,EUR_GBP,TIME_288b,474,-4.08,46.4,33.1,66.9,-15.1,1692.8,-0.0,237.6,429.0
002 sma16_m30m15,EUR_GBP,SIG_FLIP,7132,-49.48,5.4,0.7,99.3,-3.1,21231.6,-0.0,5.0,429.0
002 sma16_m30m15,AUD_USD,TP_ONLY,19,0.93,100.0,100.0,0.0,0.0,0.0,0.0,6328.9,428.6
002 sma16_m30m15,AUD_USD,TIME_6b,4971,-33.07,26.8,0.5,99.5,-3.0,14182.2,-0.0,6.0,428.6
002 sma16_m30m15,AUD_USD,TIME_12b,3793,-26.02,31.1,2.0,98.0,-3.4,11187.0,-0.0,11.9,428.6
002 sma16_m30m15,AUD_USD,TIME_24b,2726,-20.13,35.0,5.5,94.5,-4.6,8736.9,-0.0,23.5,428.6
002 sma16_m30m15,AUD_USD,TIME_48b,1816,-13.22,40.6,13.2,86.8,-6.7,5877.0,-0.0,45.4,428.6
002 sma16_m30m15,AUD_USD,TIME_144b,895,-7.05,50.3,35.9,64.1,-16.5,3202.9,-0.0,115.3,428.6
002 sma16_m30m15,AUD_USD,TIME_288b,575,-3.81,59.1,53.6,46.4,-29.8,1766.1,-0.0,190.5,428.6
002 sma16_m30m15,AUD_USD,SIG_FLIP,7365,-47.78,10.9,1.5,98.5,-3.1,20468.5,-0.0,4.4,428.6
002 sma16_m30m15,NZD_JPY,TP_ONLY,28,1.28,100.0,100.0,0.0,0.0,0.0,0.0,4018.1,429.0
002 sma16_m30m15,NZD_JPY,TIME_6b,4330,-57.17,18.8,1.2,98.8,-6.0,24529.2,-0.0,6.0,429.0
002 sma16_m30m15,NZD_JPY,TIME_12b,3386,-48.59,25.5,4.0,96.0,-7.2,20838.9,-0.0,11.8,429.0
002 sma16_m30m15,NZD_JPY,TIME_24b,2475,-36.61,31.5,11.5,88.5,-9.7,15728.8,-0.0,22.9,429.0
002 sma16_m30m15,NZD_JPY,TIME_48b,1730,-24.54,39.9,23.6,76.4,-13.7,10560.0,-0.0,42.8,429.0
002 sma16_m30m15,NZD_JPY,TIME_144b,932,-10.98,54.9,49.8,50.2,-28.3,4956.5,-0.0,100.1,429.0
002 sma16_m30m15,NZD_JPY,TIME_288b,618,-9.81,62.5,59.7,40.3,-44.3,4294.9,-0.0,167.8,429.0
002 sma16_m30m15,NZD_JPY,SIG_FLIP,6463,-81.62,5.9,2.2,97.8,-5.9,35010.6,-0.0,3.6,429.0
002 sma16_m30m15,CHF_JPY,TP_ONLY,31,1.21,96.8,100.0,0.0,0.0,19.1,0.06,1740.9,427.8
002 sma16_m30m15,CHF_JPY,TIME_6b,1935,-31.61,26.0,5.0,95.0,-8.4,13516.9,-0.0,5.9,427.8
002 sma16_m30m15,CHF_JPY,TIME_12b,1609,-30.9,30.8,12.9,87.1,-12.3,13224.3,-0.0,11.4,427.8
002 sma16_m30m15,CHF_JPY,TIME_24b,1287,-23.72,39.0,27.0,73.0,-17.9,10166.4,-0.0,20.8,427.8
002 sma16_m30m15,CHF_JPY,TIME_48b,1008,-21.65,47.6,40.7,59.3,-28.1,9308.1,-0.0,37.0,427.8
002 sma16_m30m15,CHF_JPY,TIME_144b,712,-13.02,65.4,63.8,36.2,-53.5,5616.6,-0.0,78.2,427.8
002 sma16_m30m15,CHF_JPY,TIME_288b,549,-10.43,75.2,75.6,24.4,-89.4,4641.8,-0.0,123.2,427.8
002 sma16_m30m15,CHF_JPY,SIG_FLIP,2619,-40.64,11.5,3.9,96.1,-7.7,17402.9,-0.0,3.2,427.8
002 sma16_m30m15,NZD_USD,TP_ONLY,5,0.22,100.0,100.0,0.0,0.0,0.0,0.0,260.0,428.5
002 sma16_m30m15,NZD_USD,TIME_6b,4972,-35.92,22.2,0.4,99.6,-3.2,15401.9,-0.0,6.0,428.5
002 sma16_m30m15,NZD_USD,TIME_12b,3819,-28.98,28.2,1.4,98.6,-3.6,12456.6,-0.0,12.0,428.5
002 sma16_m30m15,NZD_USD,TIME_24b,2736,-19.74,35.3,4.6,95.4,-4.2,8572.9,-0.0,23.6,428.5
002 sma16_m30m15,NZD_USD,TIME_48b,1803,-12.12,39.5,12.1,87.9,-6.0,5351.5,-0.0,45.4,428.5
002 sma16_m30m15,NZD_USD,TIME_144b,864,-7.23,47.6,34.1,65.9,-15.8,3142.1,-0.0,118.4,428.5
002 sma16_m30m15,NZD_USD,TIME_288b,551,-2.68,57.2,51.5,48.5,-25.4,1524.5,-0.0,195.3,428.5
002 sma16_m30m15,NZD_USD,SIG_FLIP,7391,-50.78,8.5,1.6,98.4,-3.3,21757.8,-0.0,4.6,428.5
002 sma16_m30m15,CAD_JPY,TP_ONLY,46,2.2,100.0,100.0,0.0,0.0,0.0,0.0,2607.0,429.2
002 sma16_m30m15,CAD_JPY,TIME_6b,4029,-44.58,23.8,1.7,98.3,-5.2,19112.3,-0.0,6.0,429.2
002 sma16_m30m15,CAD_JPY,TIME_12b,3154,-37.46,29.2,5.8,94.2,-6.7,16041.9,-0.0,11.8,429.2
002 sma16_m30m15,CAD_JPY,TIME_24b,2351,-30.33,35.2,13.7,86.3,-9.6,12989.4,-0.0,22.6,429.2
002 sma16_m30m15,CAD_JPY,TIME_48b,1659,-19.87,44.0,27.8,72.2,-14.6,8496.7,-0.0,41.5,429.2
002 sma16_m30m15,CAD_JPY,TIME_144b,947,-8.42,60.6,53.5,46.5,-30.1,3655.0,-0.0,94.8,429.2
002 sma16_m30m15,CAD_JPY,TIME_288b,667,-7.56,68.7,66.4,33.6,-52.7,3523.5,-0.0,151.1,429.2
002 sma16_m30m15,CAD_JPY,SIG_FLIP,5922,-64.52,8.5,2.3,97.7,-5.2,27686.3,-0.0,3.4,429.2
003 exhaust_a,GBP_JPY,TP_ONLY,120,4.43,98.3,100.0,0.0,0.0,21.4,0.21,685.4,429.2
003 exhaust_a,GBP_JPY,TIME_6b,3624,-55.43,32.1,17.2,82.8,-11.2,23782.4,-0.0,5.6,429.2
003 exhaust_a,GBP_JPY,TIME_12b,3190,-53.56,39.5,29.8,70.2,-16.7,22996.1,-0.0,10.2,429.2
003 exhaust_a,GBP_JPY,TIME_24b,2638,-49.48,48.7,43.8,56.2,-25.8,21258.0,-0.0,17.7,429.2
003 exhaust_a,GBP_JPY,TIME_48b,2099,-44.63,58.0,56.5,43.5,-39.5,19198.0,-0.0,29.6,429.2
003 exhaust_a,GBP_JPY,TIME_144b,1382,-24.67,74.0,74.8,25.2,-73.5,10583.2,-0.0,60.5,429.2
003 exhaust_a,GBP_JPY,TIME_288b,1080,-11.31,81.9,83.2,16.8,-99.9,5076.4,-0.0,87.1,429.2
003 exhaust_a,GBP_JPY,SIG_FLIP,4026,-61.4,16.6,5.4,94.6,-7.8,26333.5,-0.0,1.8,429.2
003 exhaust_a,USD_JPY,TP_ONLY,103,4.22,100.0,100.0,0.0,0.0,0.0,0.0,722.1,429.0
003 exhaust_a,USD_JPY,TIME_6b,4512,-37.54,35.9,11.0,89.0,-6.1,16149.3,-0.0,5.8,429.0
003 exhaust_a,USD_JPY,TIME_12b,3779,-34.7,40.7,21.7,78.3,-9.7,14962.7,-0.0,10.8,429.0
003 exhaust_a,USD_JPY,TIME_24b,3026,-26.94,48.5,36.9,63.1,-15.7,11841.7,-0.0,19.2,429.0
