pair,N,zw,tf,tp,ppd,cpd,ppc,ml,avgl,usd,wf,oos_days
EUR_JPY,3,25.0,1.0,-363630.6000000049,-634.2494055744666,3.5599397761834917,-178.16295933366237,0.19598236158745713,2.0543851053405193,-23.272358400000314,1,573.3243055555555
EUR_JPY,1,25.0,1.0,-62233.89999999106,-108.54920922929641,3.849479219028401,-28.198414136833286,0.09062075215224287,2.0874490258269143,-3.9829695999994277,2,573.3243055555555
EUR_JPY,1,40.0,1.0,-121056.20000000049,-211.14785964410865,1.5959553626692282,-132.3018579234978,0.0,2.048087431693989,-7.747596800000031,2,573.3243055555555
EUR_JPY,2,20.0,1.0,-294622.19999999885,-513.8840219141028,5.567529527475603,-92.30018796992445,0.15664160401002505,2.0288220551378444,-18.855820799999925,0,573.3243055555555
EUR_JPY,1,20.0,0.5,-405186.00000006525,-706.7308957143148,13.788007805355464,-51.25692599621319,0.0,1.4685641998734977,-25.931904000004174,1,573.3243055555555
EUR_JPY,1,30.0,1.0,-287816.60000002047,-502.0136024429037,2.7994626853378266,-179.32498442368876,0.12461059190031153,2.0099688473520247,-18.42026240000131,1,573.3243055555555
EUR_JPY,1,30.0,0.5,86736.80000001115,151.28749847080448,6.835572750055416,22.132380709367478,0.0,1.4799693799438631,5.551155200000713,3,573.3243055555555
EUR_JPY,1,40.0,0.25,12887.79999997096,22.479074888483204,9.127469303659094,2.4627938085172865,0.0,1.2230078348939424,0.8248191999981414,2,573.3243055555555
EUR_JPY,3,20.0,1.0,-775830.5999999776,-1353.214214855573,5.229152106319504,-258.7827218145356,0.26684456304202797,2.084723148765844,-49.65315839999857,0,573.3243055555555
USD_JPY,2,25.0,1.0,-63469.99999999942,-110.71368003837463,3.8811712318478935,-28.525842696628953,0.0898876404494382,2.012134831460674,-4.062079999999963,1,573.2805555555555
USD_JPY,3,25.0,0.5,2684.099999997677,4.682000765570299,8.060625735896233,0.5808483012329966,0.0,1.4949145206665224,0.17178239999985132,2,573.2805555555555
USD_JPY,3,25.0,1.0,-315292.30000001326,-549.979058149756,3.6544061711107134,-150.49751789976767,0.0954653937947494,2.0587112171837707,-20.178707200000847,2,573.2805555555555
USD_JPY,1,25.0,1.0,-86308.40000000714,-150.55176590869593,4.100958906100853,-36.71135686942031,0.08507018290089324,1.9702254359846874,-5.523737600000457,2,573.2805555555555
USD_JPY,1,40.0,1.0,159513.40000000384,278.24666030303854,1.6396858237919192,169.6951063829828,0.0,2.0351063829787233,10.208857600000245,3,573.2805555555555
USD_JPY,2,20.0,1.0,-226804.20000000938,-395.6251399111517,5.477248390113432,-72.23063694267815,0.09554140127388536,2.1105095541401275,-14.5154688000006,1,573.2805555555555
USD_JPY,1,20.0,0.5,-255952.39999998215,-446.4697040909463,13.654745349620365,-32.69703628001816,0.0,1.4902912621359223,-16.380953599998858,0,573.2805555555555
