pair,direction,signal_idx,entry_idx,exit_idx,entry_ts,exit_ts,entry_fill,exit_fill,atr_e,gross_pips,spread_rt_pips,carry_pips,net_pips,exit_reason,arm
EUR_USD,1,4345,4346,4349,2015-11-29 00:00:00+00:00,2015-12-02 00:00:00+00:00,1.0591400000000002,1.0767051771733842,0.00885008858669197,175.65177173384015,2.9500000000004523,-0.19128430136986302,175.46048743247027,tp,composite
USD_JPY,1,4390,4391,4400,2016-02-24 00:00:00+00:00,2016-03-08 00:00:00+00:00,112.168,113.3325,1.4161866741174316,116.44999999999897,2.4500000000003297,2.029154563013699,118.47915456301267,timecap,composite
USD_JPY,1,4473,4474,4477,2016-06-20 00:00:00+00:00,2016-06-23 00:00:00+00:00,103.93799999999999,99.27113458956347,1.1417163526091283,-466.68654104365146,11.899999999999977,0.9655242123287671,-465.7210168313227,sl,composite
GBP_USD,1,4476,4477,4486,2016-07-11 00:00:00+00:00,2016-07-24 00:00:00+00:00,1.29939,1.31376,0.02474522229593029,143.69999999999993,4.3999999999999595,0.2965533391780823,143.996553339178,timecap,composite
GBP_USD,1,4501,4502,4507,2016-08-15 00:00:00+00:00,2016-08-22 00:00:00+00:00,1.2881200000000002,1.319064188369592,0.015549594184795845,309.44188369591785,3.3500000000008523,-0.39112147506849326,309.0507622208494,tp,composite
EUR_USD,-1,4707,4708,4717,2017-04-24 00:00:00+00:00,2017-05-07 00:00:00+00:00,1.0867300000000002,1.0924749999999999,0.007241065184468884,-57.44999999999667,2.0500000000001073,5.725985808219179,-51.72401419177749,timecap,composite
NZD_USD,-1,4553,4554,4563,2017-06-26 00:00:00+00:00,2017-07-09 00:00:00+00:00,0.72884,0.727645,0.0058749335669171345,11.950000000000571,1.6499999999997073,-1.7549259452054797,10.195074054795091,timecap,composite
USD_CAD,1,4822,4823,4832,2017-12-27 00:00:00+00:00,2018-01-10 00:00:00+00:00,1.26577,1.251865,0.00862511374677085,-139.05000000000055,6.249999999999867,1.8121773366061322,-137.2378226633944,timecap,composite
EUR_USD,1,5224,5225,5234,2019-04-23 00:00:00+00:00,2019-05-06 00:00:00+00:00,1.1231799999999998,1.1191,0.0048755255810346634,-40.79999999999861,5.799999999999139,-11.571132328767122,-52.37113232876573,timecap,composite
AUD_USD,1,5170,5171,5180,2019-05-02 00:00:00+00:00,2019-05-15 00:00:00+00:00,0.7002,0.6888350000000001,0.004667937032943603,-113.64999999999958,7.049999999999557,-1.8684304109589034,-115.51843041095849,timecap,composite
USD_JPY,1,5288,5289,5289,2019-08-12 00:00:00+00:00,2019-08-12 00:00:00+00:00,105.30250000000001,106.65701155277964,0.6825057763898091,135.4511552779627,2.1000000000000796,0.0,135.4511552779627,tp,composite
