pair,arm,direction,signal_ts,entry_ts,entry_px,exit_ts,exit_px,exit_reason,atr_e,gross_pips,spread_rt_pips,carry_pips,net_pips,hours_held,touches,vrel,net_base,net_spread1p5,net_carry2p0
AUD_JPY,signal,-1,2022-03-13 21:00:00+00:00,2022-03-14 01:00:00+00:00,85.527,2022-03-15 01:35:00+00:00,84.85743735507856,tp,0.33478132246071973,66.95626449214416,1.549999999999585,-0.3166477739726026,65.08961671817197,24.583333333333332,1,0.49495282650395356,65.08961671817197,64.31461671817218,64.80633280721307
AUD_JPY,signal,-1,2022-06-07 21:00:00+00:00,2022-06-08 01:00:00+00:00,96.13,2022-06-10 00:05:00+00:00,95.25882811089193,tp,0.43558594455403477,87.11718891080693,2.10000000000079,-2.0821521917808212,82.93503671902532,47.083333333333336,1,0.5702699492678623,82.93503671902532,81.88503671902492,81.8019010751897
AUD_JPY,signal,1,2022-06-12 21:00:00+00:00,2022-06-13 01:00:00+00:00,94.64,2022-06-13 10:55:00+00:00,93.69817817393995,sl,0.47091091303002536,-94.18218260600497,1.8999999999998352,0.0,-96.0821826060048,9.916666666666666,1,0.6686362744690084,-96.0821826060048,-97.03218260600472,-96.0821826060048
AUD_JPY,signal,-1,2022-06-28 09:00:00+00:00,2022-06-28 13:00:00+00:00,94.518,2022-06-29 06:40:00+00:00,93.50296278546756,tp,0.5075186072662176,101.50372145324411,1.6999999999995907,-0.5205380479452053,99.28318340529931,17.666666666666668,1,1.0794708439862095,99.28318340529931,98.43318340529952,98.99989949434041
AUD_JPY,signal,-1,2022-07-14 01:00:00+00:00,2022-07-14 05:00:00+00:00,93.592,2022-07-18 05:00:00+00:00,94.133,timecap,0.5164217401199166,-54.09999999999968,2.049999999999841,-1.364829136986301,-57.514829136985824,96.0,1,1.0768394945080901,-57.514829136985824,-58.539829136985745,-58.08139695890363
AUD_JPY,signal,-1,2022-08-08 01:00:00+00:00,2022-08-08 05:00:00+00:00,93.799,2022-08-10 05:00:00+00:00,93.919,timecap,0.5222230202248176,-11.999999999999034,1.8000000000000682,-1.6959963698630134,-15.495996369862116,48.0,1,0.8020394889315859,-15.495996369862116,-16.39599636986215,-16.062564191779924
AUD_JPY,signal,-1,2022-08-22 09:00:00+00:00,2022-08-22 13:00:00+00:00,94.721,2022-08-24 13:00:00+00:00,94.288,timecap,0.4130805095073687,43.30000000000069,1.999999999999602,-1.6959963698630134,39.60400363013808,48.0,1,1.1525217821935405,39.60400363013808,38.60400363013828,39.037435808220266
AUD_JPY,signal,-1,2022-09-06 21:00:00+00:00,2022-09-07 01:00:00+00:00,96.097,2022-09-07 06:50:00+00:00,96.8618490003592,sl,0.3824245001796,-76.48490003592059,2.2500000000000853,0.0,-78.73490003592067,5.833333333333333,1,0.8507888155931297,-78.73490003592067,-79.85990003592072,-78.73490003592067
AUD_JPY,signal,-1,2022-09-11 21:00:00+00:00,2022-09-12 01:00:00+00:00,97.72,2022-09-13 12:30:00+00:00,98.5859567726465,sl,0.43297838632325275,-86.59567726464985,2.5500000000000966,-0.9935016986301367,-90.13917896328009,35.5,1,0.4415660605986144,-90.13917896328009,-91.41417896328014,-90.42246287423899
AUD_JPY,signal,1,2022-10-07 05:00:00+00:00,2022-10-07 09:00:00+00:00,92.93,2022-10-10 06:30:00+00:00,91.8652743913646,sl,0.532362804317708,-106.47256086354133,1.9000000000005457,0.41921076027397247,-107.95335010326791,69.5,1,1.0147134221071976,-107.95335010326791,-108.90335010326818,-108.346611192309
AUD_JPY,signal,1,2022-12-19 06:00:00+00:00,2022-12-19 10:00:00+00:00,91.456,2022-12-20 03:05:00+00:00,90.70446123375515,sl,0.3757693831224239,-75.1538766244849,3.049999999999642,0.5705838424657532,-77.63329278201878,17.083333333333332,1,1.0681720612543413,-77.63329278201878,-79.1582927820186,-78.02655387105987
AUD_JPY,signal,-1,2023-02-13 06:00:00+00:00,2023-02-13 10:00:00+00:00,91.818,2023-02-14 13:30:00+00:00,92.5908639354556,sl,0.3864319677278038,-77.28639354556037,2.1000000000000796,-1.3055156027397259,-80.69190914830018,27.5,1,1.1552874751861248,-80.69190914830018,-81.74190914830022,-80.97519305925908
AUD_JPY,signal,1,2023-03-06 14:00:00+00:00,2023-03-06 18:00:00+00:00,91.55,2023-03-07 08:05:00+00:00,90.99286696869294,sl,0.2785665156535328,-55.71330313070604,1.7499999999998295,0.7055839178082192,-56.75771921289765,14.083333333333334,1,1.0581146139554356,-56.75771921289765,-57.63271921289756,-57.150980301938745
AUD_JPY,signal,1,2023-03-24 01:00:00+00:00,2023-03-24 05:00:00+00:00,87.0,2023-03-28 05:00:00+00:00,87.367,timecap,0.5449913185743676,36.70000000000044,1.950000000000074,1.4111678356164383,36.16116783561681,96.0,1,1.0168869243768863,36.16116783561681,35.18616783561677,35.374645657534614
AUD_JPY,signal,1,2023-04-06 05:00:00+00:00,2023-04-06 09:00:00+00:00,88.012,2023-04-10 09:00:00+00:00,88.078,timecap,0.4717378327106212,6.60000000000025,2.049999999999841,1.4470030958904108,5.99700309589082,96.0,1,0.9506633064156905,5.99700309589082,4.9720030958909,5.210480917808628
AUD_JPY,signal,1,2023-04-26 01:00:00+00:00,2023-04-26 05:00:00+00:00,88.314,2023-04-28 01:45:00+00:00,89.01530670951784,tp,0.35065335475892795,70.13067095178513,1.9000000000005457,2.8940061917808215,71.1246771435654,44.75,1,1.1305447575723409,71.1246771435654,70.17467714356513,69.55163278740103
AUD_JPY,signal,1,2023-05-24 01:00:00+00:00,2023-05-24 05:00:00+00:00,91.312,2023-05-26 05:00:00+00:00,91.04,timecap,0.35000636783599526,-27.199999999999136,1.7499999999998295,3.222702027397259,-25.727297972601708,48.0,1,1.0082295502025647,-25.727297972601708,-26.602297972601622,-27.30034232876609
AUD_JPY,signal,1,2023-07-11 01:00:00+00:00,2023-07-11 05:00:00+00:00,94.156,2023-07-12 07:05:00+00:00,93.40284815432575,sl,0.3765759228371237,-75.31518456742532,1.5999999999998238,0.8875405410958901,-76.02764402632926,26.083333333333332,1,1.105926926382628,-76.02764402632926,-76.82764402632917,-76.42090511537035
AUD_JPY,signal,1,2023-08-17 17:00:00+00:00,2023-08-17 21:00:00+00:00,93.392,2023-08-21 21:00:00+00:00,93.782,timecap,0.3983134288931257,39.00000000000006,8.549999999999613,1.7862023698630132,32.236202369863456,96.0,1,0.7084230302860496,32.236202369863456,27.96120236986365,31.449680191781265
AUD_JPY,signal,-1,2023-08-28 21:00:00+00:00,2023-08-29 01:00:00+00:00,94.11,2023-08-30 05:00:00+00:00,94.69354767672465,sl,0.29177383836232335,-58.3547676724649,1.7999999999993577,-1.5696461849315062,-61.72441385739577,28.0,1,0.4821510069524081,-61.72441385739577,-62.624413857395446,-62.00769776835467
AUD_JPY,signal,-1,2023-10-09 21:00:00+00:00,2023-10-10 01:00:00+00:00,95.315,2023-10-12 01:00:00+00:00,95.706,timecap,0.3918918785991654,-39.100000000000534,1.7499999999998295,-6.224213999999997,-47.07421400000036,48.0,1,0.551338729225445,-47.07421400000036,-47.949214000000275,-48.207349643835975
AUD_JPY,signal,1,2023-10-12 17:00:00+00:00,2023-10-12 21:00:00+00:00,94.59,2023-10-16 21:00:00+00:00,94.832,timecap,0.3392126804877168,24.199999999999022,14.550000000000551,1.7590169999999992,11.409016999998471,96.0,1,0.7356241097387267,11.409016999998471,4.134016999998194,10.622494821916279
AUD_JPY,signal,-1,2023-10-31 05:00:00+00:00,2023-10-31 09:00:00+00:00,95.854,2023-11-01 21:55:00+00:00,96.56722954725643,sl,0.356614773628215,-71.32295472564323,3.1999999999996476,-6.395667184931504,-80.91862191057439,36.916666666666664,1,1.085621268571833,-80.91862191057439,-82.51862191057421,-82.05175755441
AUD_JPY,signal,-1,2023-11-22 18:00:00+00:00,2023-11-22 22:00:00+00:00,97.894,2023-11-24 15:05:00+00:00,98.49173903566951,sl,0.29886951783475113,-59.77390356695054,8.35000000000079,-1.613204561643835,-69.73710812859517,41.083333333333336,1,0.37690270451700153,-69.73710812859517,-73.91210812859556,-70.02039203955407
AUD_JPY,signal,-1,2024-01-29 10:00:00+00:00,2024-01-29 14:00:00+00:00,97.653,2024-01-30 11:20:00+00:00,97.16998408557969,tp,0.24150795721016352,48.30159144203208,1.5999999999998238,-1.631431116438356,45.070160325593896,21.333333333333332,1,0.8218444904024244,45.070160325593896,44.270160325593984,44.786876414634996
AUD_JPY,signal,-1,2024-04-22 13:00:00+00:00,2024-04-22 17:00:00+00:00,99.718,2024-04-23 18:35:00+00:00,100.42830669719551,sl,0.35515334859775444,-71.03066971955059,1.5999999999991132,-1.6033189726027393,-74.23398869215244,25.583333333333332,1,0.9306102362204725,-74.23398869215244,-75.033988692152,-74.51727260311134
AUD_JPY,signal,-1,2024-05-08 13:00:00+00:00,2024-05-08 17:00:00+00:00,102.3,2024-05-10 07:00:00+00:00,103.00497963886744,sl,0.3524898194337236,-70.49796388674423,1.8499999999995964,-6.413275890410957,-78.76123977715478,38.0,1,1.0048605693809847,-78.76123977715478,-79.68623977715458,-79.8943754209904
