pair,variant,trades,gross,net,pd_net,wr_net,avg_win,avg_loss,pf,max_dd,days,reasons
NZD_USD,V9_asym_tp30_sl10,460,186.0000000000005,-365.9999999999992,-1.4407479292528877,26.08695652173913,28.68333333333335,-11.200000000000005,0.9038865546218489,-611.1999999999998,254.03472222222223,"{'SL': 340, 'TP': 119, 'end': 1}"
USD_JPY,V10_sym_tp20_sl20,1429,877.0999999999503,-923.4400000000528,-3.6348948965368506,51.50454863540938,18.739999999998865,-21.23532467532354,0.9372495936417784,-1088.0800000000204,254.04861111111111,"{'TP': 736, 'SL': 692, 'end': 1}"
EUR_JPY,V10_sym_tp20_sl20,1258,196.49999999998897,-1690.500000000011,-6.653238039274679,50.39745627980922,18.494479495267004,-21.499999999998863,0.8739937388193127,-1854.0,254.08680555555554,"{'TP': 633, 'SL': 624, 'end': 1}"
GBP_JPY,V10_sym_tp20_sl20,1982,225.49999999998533,-4531.300000000014,-17.839519910324988,50.30272452068617,17.58545636910618,-22.39999999999886,0.7946292603335638,-4612.799999999893,254.00347222222223,"{'TP': 996, 'SL': 985, 'end': 1}"
AUD_JPY,V10_sym_tp20_sl20,1054,428.80000000000535,-1025.7199999999928,-4.038212513499076,51.04364326375711,18.599182156134113,-21.380000000000287,0.9070238794497519,-1337.7800000000223,254.00347222222223,"{'TP': 537, 'SL': 516, 'end': 1}"
EUR_USD,V10_sym_tp20_sl20,608,130.00000000000114,-490.15999999999815,-1.9297110205867,50.49342105263158,18.980000000000018,-20.98677740863788,0.9224064511431029,-781.9199999999996,254.00694444444446,"{'TP': 307, 'SL': 300, 'end': 1}"
GBP_USD,V10_sym_tp20_sl20,970,657.2,-739.6000000000013,-2.911214071917673,51.64948453608248,18.56000000000001,-21.403326226012812,0.926321158459319,-1088.3199999999988,254.05208333333334,"{'TP': 501, 'SL': 468, 'end': 1}"
CAD_JPY,V10_sym_tp20_sl20,770,580.0000000000082,-621.1999999999914,-2.445468711555777,51.81818181818182,18.440000000000285,-21.506091644205135,0.9221432904361101,-647.1599999999939,254.02083333333334,"{'TP': 399, 'SL': 370, 'end': 1}"
AUD_USD,V10_sym_tp20_sl20,471,50.60000000000065,-401.55999999999966,-1.580793613909429,50.318471337579616,19.000337552742636,-20.96000000000002,0.918126508775364,-699.8400000000014,254.02430555555554,"{'TP': 236, 'SL': 234, 'end': 1}"
EUR_GBP,V10_sym_tp20_sl20,183,-326.8000000000004,-546.4000000000004,-2.1511811023622065,45.3551912568306,18.80000000000001,-21.068000000000012,0.7406493259920259,-627.2000000000012,254.0,"{'SL': 99, 'TP': 83, 'end': 1}"
NZD_USD,V10_sym_tp20_sl20,373,-19.999999999999943,-467.5999999999999,-1.8406932560618896,49.865951742627345,18.800000000000015,-21.200000000000014,0.8820502472000809,-618.000000000002,254.03472222222223,"{'SL': 187, 'TP': 186}"
USD_JPY,V11_time12h,574,-37.100000000461364,-760.340000000462,-2.9928917803369472,69.86062717770035,18.406334164587417,-47.059421965318,0.9066068234969858,-964.7600000000778,254.04861111111111,"{'TP': 392, 'time': 181, 'end': 1}"
EUR_JPY,V11_time12h,542,374.79999999961535,-438.20000000038465,-1.7246074586292248,68.63468634686348,17.91586021505269,-41.78176470588227,0.9383068887355325,-944.0000000002746,254.08680555555554,"{'TP': 355, 'time': 186, 'end': 1}"
