ci,name,bf,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc
2264,b10_r1_n2_E2_X3c_1_5,0,39753.0,9908,0.0,89.23,1
2260,b10_r1_n2_E2_X3c_1_3,0,39486.9,9873,0.0,88.89,1
1964,b5_r3_n6_E1_X3c_1_5,0,38427.0,8046,0.0,86.94,1
1960,b5_r3_n6_E1_X3c_1_3,0,38348.8,8040,0.0,86.68,1
1936,b5_r3_n6_E1_X3b_1,0,38343.0,8038,0.0,86.67,1
2236,b10_r1_n2_E2_X3b_1,0,38128.1,9517,0.0,85.31,1
464,b5_r1_n5_E2_X3c_1_5,0,34620.4,4122,0.0,78.47,1
436,b5_r1_n5_E2_X3b_1,0,34590.1,4112,0.0,78.45,1
460,b5_r1_n5_E2_X3c_1_3,0,34544.2,4118,0.0,78.29,1
404,b5_r1_n5_E1_X3c_1_5,0,34469.4,4207,0.0,78.14,1
376,b5_r1_n5_E1_X3b_1,0,34448.5,4196,0.0,78.12,1
400,b5_r1_n5_E1_X3c_1_3,0,34371.1,4203,0.0,77.97,1
2024,b5_r3_n6_E2_X3c_1_5,0,31784.3,4915,0.0,71.36,1
2020,b5_r3_n6_E2_X3c_1_3,0,31761.7,4911,0.0,71.45,1
1996,b5_r3_n6_E2_X3b_1,0,31752.3,4910,0.0,71.34,1
1304,b5_r2_n6_E2_X3c_1_5,0,27061.0,2670,0.0,61.17,1
1300,b5_r2_n6_E2_X3c_1_3,0,27055.5,2667,0.0,61.16,1
1276,b5_r2_n6_E2_X3b_1,0,27045.1,2664,0.0,60.95,1
1216,b5_r2_n6_E1_X3b_1,0,27039.7,3316,0.0,60.83,1
1244,b5_r2_n6_E1_X3c_1_5,0,27030.4,3322,0.0,60.74,1
1240,b5_r2_n6_E1_X3c_1_3,0,27024.9,3319,0.0,60.85,1
3044,b10_r2_n3_E1_X3c_1_5,0,23269.1,11133,0.0,49.76,1
556,b5_r1_n6_E2_X3b_1,0,22978.7,2131,0.0,51.67,1
584,b5_r1_n6_E2_X3c_1_5,0,22967.7,2134,0.0,51.58,1
580,b5_r1_n6_E2_X3c_1_3,0,22933.7,2134,0.0,51.51,1
3040,b10_r2_n3_E1_X3c_1_3,0,22918.2,11094,0.0,49.2,1
496,b5_r1_n6_E1_X3b_1,0,22848.7,2152,0.0,51.18,1
524,b5_r1_n6_E1_X3c_1_5,0,22848.7,2155,0.0,51.21,1
520,b5_r1_n6_E1_X3c_1_3,0,22817.7,2155,0.0,51.13,1
3016,b10_r2_n3_E1_X3b_1,0,22186.5,11037,0.0,47.31,1
352,b5_r1_n4_E2_X3c_2_5,0,21714.1,8625,0.0,47.53,1
348,b5_r1_n4_E2_X3c_2_3,0,21577.0,8600,0.0,47.29,1
292,b5_r1_n4_E1_X3c_2_5,0,21378.7,8920,0.0,46.62,1
320,b5_r1_n4_E2_X3b_2,0,21265.0,8407,0.0,46.24,1
288,b5_r1_n4_E1_X3c_2_3,0,21232.1,8896,0.0,46.23,1
1192,b5_r2_n5_E2_X3c_2_5,0,21083.5,5132,0.0,46.49,1
260,b5_r1_n4_E1_X3b_2,0,20938.8,8669,0.0,45.46,1
1188,b5_r2_n5_E2_X3c_2_3,0,20852.7,5119,0.0,46.02,1
1160,b5_r2_n5_E2_X3b_2,0,20702.6,5086,0.0,45.75,1
2384,b10_r1_n3_E2_X3c_1_5,0,20270.2,2929,0.0,45.11,1
2084,b5_r3_n8_E1_X3c_1_5,0,20267.7,2783,0.0,45.12,1
2380,b10_r1_n3_E2_X3c_1_3,0,20246.6,2924,0.0,45.02,1
2056,b5_r3_n8_E1_X3b_1,0,20230.6,2782,0.0,44.92,1
2080,b5_r3_n8_E1_X3c_1_3,0,20230.6,2782,0.0,44.92,1
2356,b10_r1_n3_E2_X3b_1,0,20213.9,2903,0.0,44.76,1
2984,b10_r2_n2_E2_X3c_1_5,0,19550.3,9237,0.0,40.94,1
2320,b10_r1_n3_E1_X3c_1_3,0,19492.4,3489,0.0,42.95,1
2980,b10_r2_n2_E2_X3c_1_3,0,19428.8,9217,0.0,40.92,1
2324,b10_r1_n3_E1_X3c_1_5,0,19421.0,3494,0.0,42.75,1
2296,b10_r1_n3_E1_X3b_1,0,19150.9,3447,0.0,42.08,1
3104,b10_r2_n3_E2_X3c_1_5,0,19030.7,4551,0.0,41.07,1
2956,b10_r2_n2_E2_X3b_1,0,18950.9,9171,0.0,39.35,1
3100,b10_r2_n3_E2_X3c_1_3,0,18923.6,4539,0.0,40.63,1
3076,b10_r2_n3_E2_X3b_1,0,18806.0,4521,0.0,40.65,1
472,b5_r1_n5_E2_X3c_2_5,0,18458.9,4009,0.0,40.6,1
440,b5_r1_n5_E2_X3b_2,0,18411.8,3968,0.0,40.31,1
468,b5_r1_n5_E2_X3c_2_3,0,18332.7,3997,0.0,40.41,1
412,b5_r1_n5_E1_X3c_2_5,0,18321.4,4088,0.0,40.18,1
380,b5_r1_n5_E1_X3b_2,0,18262.8,4042,0.0,40.04,1
3164,b10_r2_n4_E1_X3c_1_5,0,18220.2,4982,0.0,39.31,1
408,b5_r1_n5_E1_X3c_2_3,0,18184.3,4076,0.0,39.97,1
3160,b10_r2_n4_E1_X3c_1_3,0,18031.1,4968,0.0,38.93,1
2144,b5_r3_n8_E2_X3c_1_5,0,18009.9,1888,0.0,39.91,1
2116,b5_r3_n8_E2_X3b_1,0,18009.9,1888,0.0,39.91,1
2140,b5_r3_n8_E2_X3c_1_3,0,18009.9,1888,0.0,39.91,1
200,b5_r1_n3_E2_X3b_2,0,17990.5,18994,0.0,37.27,1
232,b5_r1_n3_E2_X3c_2_5,0,17891.9,20000,0.0,37.43,1
3136,b10_r2_n4_E1_X3b_1,0,17651.7,4950,0.0,38.14,1
1132,b5_r2_n5_E1_X3c_2_5,0,17425.5,7243,0.0,37.4,1
1128,b5_r2_n5_E1_X3c_2_3,0,17050.9,7250,0.0,36.78,1
4396,b15_r1_n2_E2_X3b_1,0,16841.0,2818,0.0,36.28,1
4420,b15_r1_n2_E2_X3c_1_3,0,16836.8,2889,0.0,36.77,1
4424,b15_r1_n2_E2_X3c_1_5,0,16832.5,2899,0.0,36.53,1
1312,b5_r2_n6_E2_X3c_2_5,0,15997.9,2643,0.0,35.17,1
1308,b5_r2_n6_E2_X3c_2_3,0,15981.6,2639,0.0,35.12,1
1280,b5_r2_n6_E2_X3b_2,0,15921.0,2631,0.0,35.0,1
1252,b5_r2_n6_E1_X3c_2_5,0,14966.7,3279,0.0,32.37,1
1248,b5_r2_n6_E1_X3c_2_3,0,14898.4,3275,0.0,32.28,1
1220,b5_r2_n6_E1_X3b_2,0,14724.1,3260,0.0,31.95,1
588,b5_r1_n6_E2_X3c_2_3,0,14204.1,2098,0.0,31.04,1
592,b5_r1_n6_E2_X3c_2_5,0,14198.5,2099,0.0,30.95,1
560,b5_r1_n6_E2_X3b_2,0,14158.5,2089,0.0,30.81,1
532,b5_r1_n6_E1_X3c_2_5,0,14103.8,2119,0.0,30.81,1
528,b5_r1_n6_E1_X3c_2_3,0,14097.6,2118,0.0,30.85,1
500,b5_r1_n6_E1_X3b_2,0,14045.5,2109,0.0,30.57,1
3224,b10_r2_n4_E2_X3c_1_5,0,13481.8,2125,0.0,28.92,1
3220,b10_r2_n4_E2_X3c_1_3,0,13440.4,2121,0.0,28.87,1
3196,b10_r2_n4_E2_X3b_1,0,13324.6,2116,0.0,28.68,1
1420,b5_r2_n8_E2_X3c_1_3,0,13023.5,850,0.0,28.86,1
1396,b5_r2_n8_E2_X3b_1,0,13023.5,850,0.0,28.86,1
1424,b5_r2_n8_E2_X3c_1_5,0,13023.5,850,0.0,28.86,1
1360,b5_r2_n8_E1_X3c_1_3,0,13001.1,927,0.0,28.64,1
1364,b5_r2_n8_E1_X3c_1_5,0,13001.1,927,0.0,28.64,1
1336,b5_r2_n8_E1_X3b_1,0,13001.1,927,0.0,28.64,1
700,b5_r1_n8_E2_X3c_1_3,0,11758.2,775,0.0,25.73,1
704,b5_r1_n8_E2_X3c_1_5,0,11756.6,775,0.0,25.72,1
676,b5_r1_n8_E2_X3b_1,0,11756.6,775,0.0,25.72,1
640,b5_r1_n8_E1_X3c_1_3,0,11745.4,776,0.0,25.8,1
616,b5_r1_n8_E1_X3b_1,0,11743.8,776,0.0,25.8,1
644,b5_r1_n8_E1_X3c_1_5,0,11743.8,776,0.0,25.8,1
3284,b10_r2_n5_E1_X3c_1_5,0,11512.5,2093,0.0,24.61,1
3280,b10_r2_n5_E1_X3c_1_3,0,11385.5,2087,0.0,24.14,1
3256,b10_r2_n5_E1_X3b_1,0,11337.8,2086,0.0,24.14,1
2152,b5_r3_n8_E2_X3c_2_5,0,11125.2,1881,0.0,23.7,1
2148,b5_r3_n8_E2_X3c_2_3,0,11098.6,1880,0.0,23.72,1
2120,b5_r3_n8_E2_X3b_2,0,11091.7,1879,0.0,23.79,1
2500,b10_r1_n4_E2_X3c_1_3,0,10899.8,963,0.0,23.63,1
2440,b10_r1_n4_E1_X3c_1_3,0,10897.4,1049,0.0,23.62,1
2476,b10_r1_n4_E2_X3b_1,0,10846.2,959,0.0,23.48,1
2504,b10_r1_n4_E2_X3c_1_5,0,10825.6,963,0.0,23.45,1
2444,b10_r1_n4_E1_X3c_1_5,0,10824.9,1049,0.0,23.45,1
2416,b10_r1_n4_E1_X3b_1,0,10803.2,1044,0.0,23.29,1
7240,b20_r2_n2_E1_X3c_1_3,0,9890.1,5695,0.0,16.87,1
7244,b20_r2_n2_E1_X3c_1_5,0,9826.5,5696,0.0,16.61,1
7216,b20_r2_n2_E1_X3b_1,0,9519.2,5677,0.0,15.95,1
1428,b5_r2_n8_E2_X3c_2_3,0,9295.8,847,0.0,19.96,1
1432,b5_r2_n8_E2_X3c_2_5,0,9279.1,847,0.0,19.93,1
1400,b5_r2_n8_E2_X3b_2,0,9246.8,846,0.0,19.96,1
3344,b10_r2_n5_E2_X3c_1_5,0,9170.3,1003,0.0,19.44,1
1368,b5_r2_n8_E1_X3c_2_3,0,9163.8,921,0.0,19.71,1
1372,b5_r2_n8_E1_X3c_2_5,0,9161.5,921,0.0,19.69,1
1340,b5_r2_n8_E1_X3b_2,0,9134.0,919,0.0,19.61,1
3340,b10_r2_n5_E2_X3c_1_3,0,9133.8,1002,0.0,19.34,1
3316,b10_r2_n5_E2_X3b_1,0,9131.6,1002,0.0,19.33,1
708,b5_r1_n8_E2_X3c_2_3,0,8471.6,768,0.0,18.16,1
648,b5_r1_n8_E1_X3c_2_3,0,8469.7,769,0.0,18.17,1
652,b5_r1_n8_E1_X3c_2_5,0,8468.2,769,0.0,18.18,1
620,b5_r1_n8_E1_X3b_2,0,8465.5,767,0.0,18.08,1
712,b5_r1_n8_E2_X3c_2_5,0,8464.7,768,0.0,18.14,1
680,b5_r1_n8_E2_X3b_2,0,8463.8,766,0.0,18.14,1
6556,b20_r1_n2_E2_X3b_1,0,8449.4,1056,0.0,17.29,1
4516,b15_r1_n3_E2_X3b_1,0,8430.7,820,0.0,17.78,1
6580,b20_r1_n2_E2_X3c_1_3,0,8423.4,1069,0.0,17.68,1
4544,b15_r1_n3_E2_X3c_1_5,0,8356.0,828,0.0,17.74,1
6584,b20_r1_n2_E2_X3c_1_5,0,8311.7,1074,0.0,17.26,1
4540,b15_r1_n3_E2_X3c_1_3,0,8242.2,827,0.0,17.55,1
4480,b15_r1_n3_E1_X3c_1_3,0,8181.9,1049,0.0,17.18,1
4456,b15_r1_n3_E1_X3b_1,0,8174.9,1037,0.0,16.9,1
1796,b5_r3_n4_E2_X3c_3_5,0,8129.6,9906,0.0,13.67,1
4484,b15_r1_n3_E1_X3c_1_5,0,8094.8,1050,0.0,16.94,1
476,b5_r1_n5_E2_X3c_3_5,0,7721.3,3822,0.0,15.22,1
416,b5_r1_n5_E1_X3c_3_5,0,7635.2,3893,0.0,14.97,1
596,b5_r1_n6_E2_X3c_3_5,0,7495.6,2028,0.0,15.21,1
536,b5_r1_n6_E1_X3c_3_5,0,7444.4,2047,0.0,15.09,1
444,b5_r1_n5_E2_X3b_3,0,7433.3,3693,0.0,14.28,1
3108,b10_r2_n3_E2_X3c_2_3,0,7418.6,3758,0.0,12.64,1
1764,b5_r3_n4_E2_X3b_3,0,7385.9,9562,0.0,11.59,1
3080,b10_r2_n3_E2_X3b_2,0,7374.9,3627,0.0,12.39,1
564,b5_r1_n6_E2_X3b_3,0,7372.2,1995,0.0,14.75,1
384,b5_r1_n5_E1_X3b_3,0,7339.8,3757,0.0,13.94,1
504,b5_r1_n6_E1_X3b_3,0,7318.7,2014,0.0,14.66,1
3112,b10_r2_n3_E2_X3c_2_5,0,7240.7,3762,0.0,12.24,1
