ci,name,is_pnl,is_ntrd,oos_pnl,oos_ntrd,c0,c1,c2
1740,b20_r1_n6_E1_X1_3,495.1,63,121.9,14,55.2,199.7,240.2
1593,b15_r3_n8_E1_X2,486.8,167,490.0,54,28.0,300.7,158.1
1956,b20_r2_n8_E1_X3b_3,465.9,61,95.1,19,81.2,80.3,304.4
1964,b20_r2_n8_E1_X3c_3_5,465.9,61,95.1,19,81.2,80.3,304.4
868,b10_r2_n6_E2_X3c_2_5,458.2,394,36.6,145,58.4,169.5,230.3
1186,b15_r1_n5_E2_X1_5,450.4,99,9.9,28,141.5,107.5,201.4
657,b10_r1_n5_E2_X3c_2_3,446.6,225,-193.2,80,41.4,101.5,303.7
2266,b30_r1_n5_E2_X1_5,436.1,32,80.3,7,137.4,102.5,196.2
2144,b20_r3_n8_E1_X3c_3_5,411.2,96,75.2,30,80.3,157.1,173.8
2136,b20_r3_n8_E1_X3b_3,411.2,96,75.2,30,80.3,157.1,173.8
1078,b10_r3_n8_E2_X3c_2_5,409.6,286,297.5,90,57.4,95.2,257.0
2474,b30_r2_n6_E1_X3c_3_5,401.0,54,-511.7,16,206.0,65.2,129.8
2466,b30_r2_n6_E1_X3b_3,401.0,54,-511.7,16,206.0,65.2,129.8
1070,b10_r3_n8_E2_X3b_2,375.0,285,297.5,90,57.4,95.2,222.4
1077,b10_r3_n8_E2_X3c_2_3,375.0,285,297.5,90,57.4,95.2,222.4
1870,b20_r2_n4_E1_X3c_1_3,353.5,378,-18.9,128,204.0,27.6,121.9
1871,b20_r2_n4_E1_X3c_1_5,353.5,378,-18.9,128,204.0,27.6,121.9
1864,b20_r2_n4_E1_X3b_1,353.5,378,-18.9,128,204.0,27.6,121.9
2544,b30_r3_n2_E2_X7_8,349.8,34,-408.2,12,178.4,21.3,150.1
2574,b30_r3_n3_E2_X7_8,349.8,34,-408.2,12,178.4,21.3,150.1
2133,b20_r3_n8_E1_X2,333.5,96,74.6,30,85.5,135.3,112.7
1388,b15_r2_n6_E1_X7_5,301.7,191,416.6,57,8.7,153.1,139.9
2113,b20_r3_n6_E1_X3c_2_5,301.5,167,459.2,65,122.2,67.2,112.1
2112,b20_r3_n6_E1_X3c_2_3,301.5,167,459.2,65,122.2,67.2,112.1
2105,b20_r3_n6_E1_X3b_2,301.5,167,459.2,65,122.2,67.2,112.1
2521,b30_r3_n2_E1_X1_5,300.4,86,-33.2,24,175.9,28.8,95.7
2551,b30_r3_n3_E1_X1_5,300.4,86,-33.2,24,175.9,28.8,95.7
1979,b20_r2_n8_E2_X3c_3_5,297.4,37,80.8,11,146.9,108.2,42.3
1971,b20_r2_n8_E2_X3b_3,297.4,37,80.8,11,146.9,108.2,42.3
1747,b20_r1_n6_E1_X7_3,294.0,61,-210.8,13,152.3,34.6,107.1
1182,b15_r1_n5_E1_X3c_2_3,290.5,217,248.9,62,133.4,31.5,125.6
2475,b30_r2_n6_E2_X1_3,244.4,40,-13.6,10,13.5,216.7,14.2
2473,b30_r2_n6_E1_X3c_2_5,164.1,70,-300.0,17,52.3,12.7,99.1
2465,b30_r2_n6_E1_X3b_2,164.1,70,-300.0,17,52.3,12.7,99.1
2472,b30_r2_n6_E1_X3c_2_3,164.1,70,-300.0,17,52.3,12.7,99.1
2638,b30_r3_n5_E2_X3c_2_5,158.2,74,-659.2,24,81.2,7.1,69.9
2637,b30_r3_n5_E2_X3c_2_3,158.2,74,-659.2,24,81.2,7.1,69.9
2630,b30_r3_n5_E2_X3b_2,158.2,74,-659.2,24,81.2,7.1,69.9
1978,b20_r2_n8_E2_X3c_2_5,147.0,41,-139.0,12,43.4,1.7,101.9
1970,b20_r2_n8_E2_X3b_2,147.0,41,-139.0,12,43.4,1.7,101.9
1977,b20_r2_n8_E2_X3c_2_3,147.0,41,-139.0,12,43.4,1.7,101.9
1185,b15_r1_n5_E2_X1_3,146.7,107,35.1,32,58.6,69.5,18.6
1540,b15_r3_n5_E1_X3c_1_3,136.9,417,-277.0,143,11.7,98.8,26.4
1541,b15_r3_n5_E1_X3c_1_5,136.9,417,-277.0,143,11.7,98.8,26.4
1534,b15_r3_n5_E1_X3b_1,136.9,417,-277.0,143,11.7,98.8,26.4
2463,b30_r2_n6_E1_X2,136.4,70,-299.9,17,37.9,25.0,73.5
1590,b15_r3_n8_E1_X1_3,132.6,168,0.5,55,17.8,97.2,17.6
