ci,name,is_pnl,is_ntrd,oos_pnl,oos_ntrd,c0,c1,c2
2091,b20_r3_n5_E2_X3b_3,589.2,231,-874.5,88,42.4,453.2,93.6
2099,b20_r3_n5_E2_X3c_3_5,589.2,231,-874.5,88,42.4,453.2,93.6
2487,b30_r2_n6_E2_X3c_2_3,585.2,60,-98.8,22,14.8,465.4,105.0
2488,b30_r2_n6_E2_X3c_2_5,585.2,60,-98.8,22,14.8,465.4,105.0
2480,b30_r2_n6_E2_X3b_2,585.2,60,-98.8,22,14.8,465.4,105.0
2697,b30_r3_n8_E2_X3c_2_3,584.2,43,-316.8,11,53.2,316.9,214.1
2698,b30_r3_n8_E2_X3c_2_5,584.2,43,-316.8,11,53.2,316.9,214.1
2690,b30_r3_n8_E2_X3b_2,584.2,43,-316.8,11,53.2,316.9,214.1
2183,b30_r1_n2_E2_X7_5,575.5,203,-540.0,79,472.6,80.6,22.3
2478,b30_r2_n6_E2_X2,560.7,60,-139.6,22,7.0,377.1,176.6
2540,b30_r3_n2_E2_X3b_2,533.2,189,-1119.1,70,127.5,236.7,169.0
2570,b30_r3_n3_E2_X3b_2,533.2,189,-1119.1,70,127.5,236.7,169.0
2578,b30_r3_n3_E2_X3c_2_5,533.2,189,-1119.1,70,127.5,236.7,169.0
2577,b30_r3_n3_E2_X3c_2_3,533.2,189,-1119.1,70,127.5,236.7,169.0
2547,b30_r3_n2_E2_X3c_2_3,533.2,189,-1119.1,70,127.5,236.7,169.0
2548,b30_r3_n2_E2_X3c_2_5,533.2,189,-1119.1,70,127.5,236.7,169.0
2422,b30_r2_n4_E2_X7_3,448.0,75,-1415.5,38,15.2,248.6,184.2
2466,b30_r2_n6_E1_X3b_3,445.8,75,-520.5,28,233.0,180.8,32.0
2145,b20_r3_n8_E2_X1_3,424.1,100,-550.5,38,59.5,149.6,215.0
1717,b20_r1_n5_E1_X7_3,380.1,165,-92.5,64,35.2,146.8,198.1
2493,b30_r2_n8_E1_X2,334.2,35,-280.5,10,105.8,222.8,5.6
2280,b30_r1_n6_E1_X1_3,323.5,38,264.7,10,101.3,54.3,167.9
2115,b20_r3_n6_E2_X1_3,273.2,165,-348.0,68,96.9,158.4,17.9
141,b5_r1_n6_E2_X3b_3,235.1,522,177.8,150,0.0,228.6,6.5
2269,b30_r1_n5_E2_X3b_1,178.7,45,-341.7,17,20.1,107.2,51.4
2275,b30_r1_n5_E2_X3c_1_3,178.7,45,-341.7,17,20.1,107.2,51.4
2276,b30_r1_n5_E2_X3c_1_5,178.7,45,-341.7,17,20.1,107.2,51.4
