ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd,oos_pd,oos_pass
355,b5_r2_n8_E2_X3c_1_3,2606.5,777,0.0,4.93,1,448.4,247,1.05,1
349,b5_r2_n8_E2_X3b_1,2606.5,777,0.0,4.93,1,448.4,247,1.05,1
1628,b20_r1_n2_E1_X7_5,3844.2,794,0.028,1.9,1,288.3,342,0.68,1
326,b5_r2_n6_E2_X3c_1_5,3569.1,2004,0.0,6.77,1,251.7,672,0.59,1
319,b5_r2_n6_E2_X3b_1,3555.2,2001,0.0,6.78,1,251.7,672,0.59,1
325,b5_r2_n6_E2_X3c_1_3,3559.6,2002,0.0,6.8,1,251.7,672,0.59,1
1812,b20_r2_n2_E1_X3c_2_3,3320.6,1216,0.049,0.46,1,216.3,422,0.51,1
1805,b20_r2_n2_E1_X3b_2,3310.7,1213,0.048,0.53,1,209.9,422,0.49,1
1310,b15_r2_n3_E2_X3b_2,3031.1,950,0.011,2.12,1,199.7,327,0.47,1
1318,b15_r2_n3_E2_X3c_2_5,3031.2,951,0.013,2.21,1,167.9,327,0.39,1
1317,b15_r2_n3_E2_X3c_2_3,3031.2,951,0.013,2.21,1,167.9,327,0.39,1
1551,b15_r3_n5_E2_X3b_3,2619.4,455,0.019,1.15,1,152.4,174,0.36,1
1349,b15_r2_n4_E2_X3c_3_5,2821.9,427,0.015,1.82,1,-10.2,167,-0.02,0
1341,b15_r2_n4_E2_X3b_3,2861.7,423,0.016,1.75,1,-6.8,167,-0.02,0
1567,b15_r3_n6_E1_X7_3,3297.4,238,0.043,1.13,1,-59.3,99,-0.14,0
1280,b15_r2_n2_E2_X3b_2,2789.0,1443,0.034,0.5,1,-87.7,479,-0.21,0
1287,b15_r2_n2_E2_X3c_2_3,2817.6,1448,0.034,0.57,1,-91.4,481,-0.21,0
1288,b15_r2_n2_E2_X3c_2_5,2834.7,1448,0.033,0.65,1,-91.4,481,-0.21,0
1582,b15_r3_n6_E2_X7_3,3173.8,190,0.027,1.59,1,-100.8,77,-0.24,0
2407,b30_r2_n4_E1_X7_3,5509.2,112,0.001,5.89,1,-126.6,46,-0.3,0
1319,b15_r2_n3_E2_X3c_3_5,3184.7,566,0.022,1.69,1,-166.6,212,-0.39,0
2189,b30_r1_n2_E2_X3c_3_5,4292.9,227,0.008,3.67,1,-164.8,87,-0.39,0
1877,b20_r2_n4_E2_X1_8,3145.8,174,0.026,1.29,1,-207.6,72,-0.49,0
1311,b15_r2_n3_E2_X3b_3,3178.9,562,0.013,1.71,1,-230.1,212,-0.54,0
1844,b20_r2_n3_E1_X3c_3_5,4564.0,447,0.001,4.38,1,-235.3,191,-0.55,0
2173,b30_r1_n2_E1_X3c_2_5,3272.2,457,0.039,0.35,1,-255.3,182,-0.6,0
1820,b20_r2_n2_E2_X3b_2,3191.4,807,0.024,1.47,1,-312.9,296,-0.73,0
1828,b20_r2_n2_E2_X3c_2_5,3071.0,809,0.026,1.2,1,-312.9,296,-0.73,0
1827,b20_r2_n2_E2_X3c_2_3,3141.1,808,0.02,1.24,1,-312.9,296,-0.73,0
1836,b20_r2_n3_E1_X3b_3,4217.0,445,0.007,3.2,1,-345.7,190,-0.81,0
1521,b15_r3_n4_E2_X3b_3,3332.7,590,0.014,2.07,1,-398.6,222,-0.93,0
1529,b15_r3_n4_E2_X3c_3_5,3311.3,591,0.012,1.96,1,-398.6,222,-0.93,0
1862,b20_r2_n4_E1_X1_8,4284.1,225,0.006,3.29,1,-404.4,89,-0.95,0
1859,b20_r2_n3_E2_X3c_3_5,3545.5,311,0.008,2.69,1,-417.7,135,-0.98,0
2183,b30_r1_n2_E2_X7_5,3849.5,216,0.016,2.45,1,-421.3,83,-0.99,0
2596,b30_r3_n4_E2_X1_5,2648.7,117,0.027,1.14,1,-492.5,39,-1.15,0
2406,b30_r2_n4_E1_X3b_3,3412.8,156,0.022,1.92,1,-508.1,62,-1.19,0
2414,b30_r2_n4_E1_X3c_3_5,3397.7,156,0.022,1.89,1,-508.1,62,-1.19,0
2187,b30_r1_n2_E2_X3c_2_3,3928.1,260,0.003,3.51,1,-523.7,103,-1.23,0
2180,b30_r1_n2_E2_X3b_2,3442.4,254,0.01,2.4,1,-531.1,102,-1.24,0
2188,b30_r1_n2_E2_X3c_2_5,3404.3,260,0.011,2.32,1,-538.4,102,-1.26,0
2129,b20_r3_n6_E2_X3c_3_5,3198.3,189,0.002,3.29,1,-571.4,65,-1.34,0
2121,b20_r3_n6_E2_X3b_3,3198.3,189,0.002,3.29,1,-571.4,65,-1.34,0
2602,b30_r3_n4_E2_X7_3,3134.8,60,0.036,0.98,1,-615.6,25,-1.44,0
1851,b20_r2_n3_E2_X3b_3,3553.3,310,0.01,2.33,1,-655.0,134,-1.53,0
1807,b20_r2_n2_E1_X7_3,3774.2,314,0.021,1.65,1,-698.0,136,-1.63,0
1852,b20_r2_n3_E2_X7_3,3065.5,222,0.038,0.13,1,-713.8,91,-1.67,0
2118,b20_r3_n6_E2_X2,2826.0,189,0.009,2.28,1,-732.5,65,-1.72,0
2184,b30_r1_n2_E2_X7_8,4201.8,217,0.008,3.13,1,-792.4,85,-1.86,0
1584,b15_r3_n6_E2_X7_8,4271.5,181,0.002,3.54,1,-799.0,78,-1.87,0
2099,b20_r3_n5_E2_X3c_3_5,4187.6,266,0.0,4.84,1,-839.0,91,-1.96,0
2091,b20_r3_n5_E2_X3b_3,4187.6,266,0.0,4.84,1,-839.0,91,-1.96,0
1469,b15_r3_n2_E2_X3c_3_5,3988.4,805,0.01,2.88,1,-860.1,289,-2.01,0
1491,b15_r3_n3_E2_X3b_3,3964.2,802,0.006,3.0,1,-860.1,289,-2.01,0
1461,b15_r3_n2_E2_X3b_3,3991.1,803,0.011,3.01,1,-860.1,289,-2.01,0
1499,b15_r3_n3_E2_X3c_3_5,3961.5,804,0.012,2.74,1,-860.1,289,-2.01,0
2427,b30_r2_n4_E2_X3c_2_3,3177.7,173,0.002,3.06,1,-874.9,52,-2.05,0
2428,b30_r2_n4_E2_X3c_2_5,3177.7,173,0.002,3.06,1,-874.9,52,-2.05,0
2420,b30_r2_n4_E2_X3b_2,3177.7,173,0.002,3.06,1,-874.9,52,-2.05,0
2581,b30_r3_n4_E1_X1_5,3050.2,141,0.016,2.06,1,-875.4,51,-2.05,0
2412,b30_r2_n4_E1_X3c_2_3,2773.2,262,0.022,1.39,1,-954.7,85,-2.24,0
2413,b30_r2_n4_E1_X3c_2_5,2773.2,262,0.022,1.39,1,-954.7,85,-2.24,0
2405,b30_r2_n4_E1_X3b_2,2817.6,262,0.02,1.52,1,-954.7,85,-2.24,0
2088,b20_r3_n5_E2_X2,3776.3,265,0.001,3.74,1,-969.2,91,-2.27,0
2058,b20_r3_n4_E2_X2,4488.5,345,0.006,4.07,1,-993.2,139,-2.33,0
2418,b30_r2_n4_E2_X2,2739.7,175,0.009,2.09,1,-1001.2,52,-2.34,0
2069,b20_r3_n4_E2_X3c_3_5,4927.4,347,0.001,5.29,1,-999.7,139,-2.34,0
2061,b20_r3_n4_E2_X3b_3,4927.4,347,0.001,5.29,1,-999.7,139,-2.34,0
1462,b15_r3_n2_E2_X7_3,3470.5,246,0.031,1.18,1,-1013.1,104,-2.37,0
1492,b15_r3_n3_E2_X7_3,3462.0,246,0.034,1.13,1,-1013.1,104,-2.37,0
2124,b20_r3_n6_E2_X7_8,3565.7,92,0.033,1.68,1,-1025.3,41,-2.4,0
2046,b20_r3_n4_E1_X3b_3,5147.1,463,0.002,5.1,1,-1036.2,185,-2.43,0
2054,b20_r3_n4_E1_X3c_3_5,5147.1,463,0.002,5.1,1,-1036.2,185,-2.43,0
1832,b20_r2_n3_E1_X1_8,3126.5,239,0.043,0.57,1,-1058.6,94,-2.48,0
1552,b15_r3_n5_E2_X7_3,5424.1,202,0.001,5.47,1,-1061.6,89,-2.49,0
1522,b15_r3_n4_E2_X7_3,5210.7,216,0.004,5.29,1,-1081.0,95,-2.53,0
1839,b20_r2_n3_E1_X7_8,3892.7,269,0.026,1.85,1,-1085.4,118,-2.54,0
2043,b20_r3_n4_E1_X2,4677.8,459,0.004,3.8,1,-1091.0,186,-2.56,0
2182,b30_r1_n2_E2_X7_3,5088.1,221,0.001,5.39,1,-1103.1,90,-2.58,0
2123,b20_r3_n6_E2_X7_5,3402.6,92,0.034,1.54,1,-1144.2,41,-2.68,0
2390,b30_r2_n3_E2_X3b_2,3725.3,248,0.002,3.84,1,-1161.3,84,-2.72,0
2398,b30_r2_n3_E2_X3c_2_5,3725.3,248,0.002,3.84,1,-1161.3,84,-2.72,0
2397,b30_r2_n3_E2_X3c_2_3,3725.3,248,0.002,3.84,1,-1161.3,84,-2.72,0
2388,b30_r2_n3_E2_X2,3274.0,249,0.007,2.62,1,-1162.2,84,-2.72,0
1458,b15_r3_n2_E2_X2,3151.5,809,0.027,0.7,1,-1179.5,294,-2.76,0
1488,b15_r3_n3_E2_X2,3132.0,808,0.035,0.57,1,-1179.5,294,-2.76,0
2587,b30_r3_n4_E1_X7_3,3514.5,69,0.039,1.28,1,-1234.9,34,-2.89,0
2384,b30_r2_n3_E1_X3c_3_5,2735.4,197,0.043,0.78,1,-1251.0,83,-2.93,0
2114,b20_r3_n6_E1_X3c_3_5,2774.9,261,0.021,1.52,1,-1253.2,97,-2.94,0
2106,b20_r3_n6_E1_X3b_3,2774.9,261,0.021,1.52,1,-1253.2,97,-2.94,0
2529,b30_r3_n2_E1_X7_8,3195.3,64,0.049,0.22,1,-1302.5,33,-3.05,0
2559,b30_r3_n3_E1_X7_8,3195.3,64,0.049,0.22,1,-1302.5,33,-3.05,0
1922,b20_r2_n6_E1_X1_8,3113.3,178,0.03,1.12,1,-1309.3,65,-3.07,0
1537,b15_r3_n5_E1_X7_3,3804.2,250,0.033,1.75,1,-1331.7,115,-3.12,0
2383,b30_r2_n3_E1_X3c_2_5,3544.3,372,0.006,2.14,1,-1339.4,134,-3.14,0
2382,b30_r2_n3_E1_X3c_2_3,3544.3,372,0.006,2.14,1,-1339.4,134,-3.14,0
2375,b30_r2_n3_E1_X3b_2,3588.7,372,0.005,2.28,1,-1339.4,134,-3.14,0
2108,b20_r3_n6_E1_X7_5,4610.3,116,0.011,2.86,1,-1351.4,58,-3.17,0
2368,b30_r2_n2_E2_X3c_2_5,4442.4,365,0.002,4.03,1,-1407.4,129,-3.3,0
2360,b30_r2_n2_E2_X3b_2,4442.4,365,0.002,4.03,1,-1407.4,129,-3.3,0
2367,b30_r2_n2_E2_X3c_2_3,4442.4,365,0.002,4.03,1,-1407.4,129,-3.3,0
2373,b30_r2_n3_E1_X2,3129.3,371,0.025,1.22,1,-1434.6,135,-3.36,0
2084,b20_r3_n5_E1_X3c_3_5,4389.2,352,0.001,4.51,1,-1446.7,130,-3.39,0
2076,b20_r3_n5_E1_X3b_3,4389.2,352,0.001,4.51,1,-1446.7,130,-3.39,0
1569,b15_r3_n6_E1_X7_8,5200.1,223,0.002,4.83,1,-1478.7,100,-3.46,0
1614,b15_r3_n8_E2_X7_8,3264.9,132,0.015,1.85,1,-1514.4,60,-3.55,0
1523,b15_r3_n4_E2_X7_5,4700.8,209,0.008,4.52,1,-1535.5,94,-3.6,0
2073,b20_r3_n5_E1_X2,3989.9,351,0.003,3.71,1,-1557.6,131,-3.65,0
1463,b15_r3_n2_E2_X7_5,3355.0,239,0.027,1.09,1,-1569.4,105,-3.68,0
1493,b15_r3_n3_E2_X7_5,3328.1,239,0.029,1.13,1,-1569.4,105,-3.68,0
1554,b15_r3_n5_E2_X7_8,5318.3,194,0.003,5.68,1,-1583.5,86,-3.71,0
2358,b30_r2_n2_E2_X2,3810.8,367,0.01,2.39,1,-1591.9,129,-3.73,0
1553,b15_r3_n5_E2_X7_5,4866.0,199,0.002,4.7,1,-1601.0,90,-3.75,0
1599,b15_r3_n8_E1_X7_8,3795.9,172,0.016,2.18,1,-1600.0,77,-3.75,0
2001,b20_r3_n2_E2_X3b_3,4875.6,463,0.006,4.62,1,-1619.8,178,-3.79,0
2009,b20_r3_n2_E2_X3c_3_5,4875.6,463,0.006,4.62,1,-1619.8,178,-3.79,0
2031,b20_r3_n3_E2_X3b_3,4900.4,462,0.006,4.17,1,-1619.8,178,-3.79,0
2039,b20_r3_n3_E2_X3c_3_5,4900.4,462,0.006,4.17,1,-1619.8,178,-3.79,0
1507,b15_r3_n4_E1_X7_3,5275.9,259,0.004,4.96,1,-1618.0,125,-3.79,0
2557,b30_r3_n3_E1_X7_3,3837.2,71,0.036,1.19,1,-1625.8,37,-3.81,0
2527,b30_r3_n2_E1_X7_3,3837.2,71,0.036,1.19,1,-1625.8,37,-3.81,0
1998,b20_r3_n2_E2_X2,4350.3,465,0.007,3.16,1,-1644.5,178,-3.85,0
2028,b20_r3_n3_E2_X2,4374.7,464,0.009,3.29,1,-1644.5,178,-3.85,0
1568,b15_r3_n6_E1_X7_5,2981.7,222,0.047,0.87,1,-1689.6,108,-3.96,0
1524,b15_r3_n4_E2_X7_8,4187.1,208,0.011,3.38,1,-1714.3,88,-4.01,0
2024,b20_r3_n3_E1_X3c_3_5,5519.1,609,0.004,4.77,1,-1719.4,239,-4.03,0
2016,b20_r3_n3_E1_X3b_3,5519.1,609,0.004,4.77,1,-1719.4,239,-4.03,0
1994,b20_r3_n2_E1_X3c_3_5,5510.2,610,0.003,4.57,1,-1719.4,239,-4.03,0
1986,b20_r3_n2_E1_X3b_3,5510.2,610,0.003,4.57,1,-1719.4,239,-4.03,0
2017,b20_r3_n3_E1_X7_3,3426.8,157,0.032,0.71,1,-1812.4,81,-4.24,0
1983,b20_r3_n2_E1_X2,4926.9,611,0.009,3.61,1,-1857.3,242,-4.35,0
2013,b20_r3_n3_E1_X2,4935.4,610,0.01,4.0,1,-1857.3,242,-4.35,0
1892,b20_r2_n5_E1_X1_8,3210.1,206,0.042,1.32,1,-1967.9,79,-4.61,0
1478,b15_r3_n3_E1_X7_5,4505.4,250,0.009,3.54,1,-1978.1,127,-4.63,0
1539,b15_r3_n5_E1_X7_8,5350.8,234,0.002,5.35,1,-1980.1,112,-4.64,0
1494,b15_r3_n3_E2_X7_8,3321.5,237,0.031,1.15,1,-1987.0,103,-4.65,0
1464,b15_r3_n2_E2_X7_8,3348.4,237,0.035,1.33,1,-1987.0,103,-4.65,0
2018,b20_r3_n3_E1_X7_5,3525.1,138,0.046,0.61,1,-2047.5,79,-4.8,0
1477,b15_r3_n3_E1_X7_3,4106.3,279,0.015,2.26,1,-2090.3,132,-4.9,0
2352,b30_r2_n2_E1_X3c_2_3,4988.5,536,0.006,3.56,1,-2152.9,213,-5.04,0
2353,b30_r2_n2_E1_X3c_2_5,4988.5,536,0.006,3.56,1,-2152.9,213,-5.04,0
2345,b30_r2_n2_E1_X3b_2,5032.9,536,0.006,3.63,1,-2152.9,213,-5.04,0
1508,b15_r3_n4_E1_X7_5,4995.0,242,0.005,5.04,1,-2177.8,124,-5.1,0
1509,b15_r3_n4_E1_X7_8,4251.1,244,0.012,2.89,1,-2226.7,116,-5.22,0
1479,b15_r3_n3_E1_X7_8,4564.2,249,0.007,3.6,1,-2302.5,122,-5.39,0
1538,b15_r3_n5_E1_X7_5,3964.3,235,0.014,2.61,1,-2309.6,121,-5.41,0
2047,b20_r3_n4_E1_X7_3,3528.9,155,0.039,1.05,1,-2389.5,80,-5.6,0
2064,b20_r3_n4_E2_X7_8,3480.7,114,0.048,1.19,1,-2594.1,62,-6.08,0
2048,b20_r3_n4_E1_X7_5,3886.2,139,0.026,1.43,1,-2825.3,80,-6.62,0
