ci,name,is_pnl,is_ntrd,oos_pnl,oos_ntrd,c0,c1,c2
2583,b30_r3_n4_E1_X2,1869.0,362,-576.7,135,348.3,1444.2,76.5
1136,b15_r1_n3_E2_X3c_1_5,1866.8,1099,278.6,326,156.9,301.9,1408.0
1129,b15_r1_n3_E2_X3b_1,1864.6,1099,278.6,326,156.9,299.7,1408.0
1404,b15_r2_n6_E2_X7_8,1847.7,343,808.5,96,444.6,355.1,1048.0
650,b10_r1_n5_E2_X3b_2,1835.6,449,63.9,116,42.0,825.9,967.7
2402,b30_r2_n4_E1_X1_8,1832.0,185,-1747.7,64,443.8,1195.2,193.0
1547,b15_r3_n5_E2_X1_8,1822.2,433,-1583.5,151,557.3,507.5,757.4
2603,b30_r3_n4_E2_X7_5,1624.7,97,-1277.1,41,295.2,1285.6,43.9
680,b10_r1_n6_E2_X3b_2,1568.9,219,149.5,60,143.5,546.1,879.3
620,b10_r1_n4_E2_X3b_2,1550.3,1030,21.2,287,208.6,588.2,753.5
1402,b15_r2_n6_E2_X7_3,1543.8,348,330.4,98,157.4,528.6,857.8
689,b10_r1_n6_E2_X3c_3_5,1541.6,214,-21.0,59,381.1,388.6,771.9
2099,b20_r3_n5_E2_X3c_3_5,1526.6,447,-158.3,150,215.1,406.8,904.7
1165,b15_r1_n4_E2_X3c_1_3,1523.2,515,415.6,152,165.4,84.1,1273.7
1159,b15_r1_n4_E2_X3b_1,1499.9,515,415.6,152,165.4,84.1,1250.4
1166,b15_r1_n4_E2_X3c_1_5,1499.9,515,415.6,152,165.4,84.1,1250.4
687,b10_r1_n6_E2_X3c_2_3,1499.6,219,139.6,60,57.0,562.8,879.8
1197,b15_r1_n5_E2_X3c_2_3,1487.7,236,232.6,64,912.6,168.5,406.6
688,b10_r1_n6_E2_X3c_2_5,1461.6,219,148.5,60,66.1,516.0,879.5
2129,b20_r3_n6_E2_X3c_3_5,1404.5,338,139.6,103,66.1,439.4,899.0
1227,b15_r1_n6_E2_X3c_2_3,1372.4,107,281.1,29,428.7,325.5,618.2
1892,b20_r2_n5_E1_X1_8,1365.6,357,-98.1,120,475.6,860.6,29.4
2341,b30_r2_n2_E1_X1_5,1359.7,326,-1480.1,122,355.3,943.1,61.3
1195,b15_r1_n5_E2_X3c_1_3,1357.6,248,326.5,64,316.6,49.7,991.3
1198,b15_r1_n5_E2_X3c_2_5,1347.4,236,312.8,63,897.5,121.1,328.8
1189,b15_r1_n5_E2_X3b_1,1334.3,248,326.5,64,316.6,49.7,968.0
1196,b15_r1_n5_E2_X3c_1_5,1334.3,248,326.5,64,316.6,49.7,968.0
651,b10_r1_n5_E2_X3b_3,1317.9,426,-229.1,115,585.1,558.4,174.4
2091,b20_r3_n5_E2_X3b_3,1297.9,446,-158.3,150,215.1,406.8,676.0
1190,b15_r1_n5_E2_X3b_2,1282.3,236,263.7,63,880.8,90.7,310.8
628,b10_r1_n4_E2_X3c_2_5,1274.9,1037,-73.3,288,121.0,473.5,680.4
1517,b15_r3_n4_E2_X1_8,1259.4,477,-980.2,170,193.6,651.2,414.6
659,b10_r1_n5_E2_X3c_3_5,1256.7,439,-299.4,115,299.8,448.1,508.8
681,b10_r1_n6_E2_X3b_3,1237.9,214,17.5,59,386.6,272.8,578.5
1228,b15_r1_n6_E2_X3c_2_5,1231.1,107,287.1,29,428.7,247.9,554.5
1220,b15_r1_n6_E2_X3b_2,1223.6,107,256.6,29,428.7,248.9,546.0
2088,b20_r3_n5_E2_X2,1219.1,446,-660.8,149,237.6,775.5,206.0
1160,b15_r1_n4_E2_X3b_2,1214.3,473,293.9,146,803.3,160.5,250.5
674,b10_r1_n6_E1_X3c_3_5,1205.1,385,79.8,102,346.2,209.4,649.5
627,b10_r1_n4_E2_X3c_2_3,1176.9,1040,-106.3,287,133.5,485.5,557.9
2121,b20_r3_n6_E2_X3b_3,1175.8,337,139.6,103,66.1,439.4,670.3
1298,b15_r2_n3_E1_X7_5,1128.9,905,-725.0,364,231.1,238.8,659.0
2628,b30_r3_n5_E2_X2,1123.6,202,776.6,62,142.9,912.2,68.5
715,b10_r1_n8_E2_X3c_1_3,1117.5,71,315.9,14,28.2,189.3,900.0
709,b10_r1_n8_E2_X3b_1,1117.5,71,315.9,14,28.2,189.3,900.0
716,b10_r1_n8_E2_X3c_1_5,1117.5,71,315.9,14,28.2,189.3,900.0
1464,b15_r3_n2_E2_X7_8,1105.6,402,-1091.4,163,206.4,524.9,374.3
1494,b15_r3_n3_E2_X7_8,1105.6,402,-1091.4,163,206.4,524.9,374.3
2596,b30_r3_n4_E2_X1_5,1090.5,178,559.0,69,36.2,936.5,117.8
2397,b30_r2_n3_E2_X3c_2_3,1063.0,445,-442.5,128,5.6,373.9,683.5
2398,b30_r2_n3_E2_X3c_2_5,1063.0,445,-442.5,128,5.6,373.9,683.5
1297,b15_r2_n3_E1_X7_3,1061.8,971,-410.1,381,172.6,59.0,830.2
2390,b30_r2_n3_E2_X3b_2,1023.1,444,-442.5,128,5.6,305.1,712.4
2057,b20_r3_n4_E2_X1_8,1014.9,259,-1805.0,100,12.8,184.6,817.5
1225,b15_r1_n6_E2_X3c_1_3,1005.2,111,407.8,29,2.1,153.8,849.3
1637,b20_r1_n2_E2_X1_8,983.8,382,124.0,132,412.6,287.7,283.5
1226,b15_r1_n6_E2_X3c_1_5,981.9,111,407.8,29,2.1,153.8,826.0
1219,b15_r1_n6_E2_X3b_1,981.9,111,407.8,29,2.1,153.8,826.0
2118,b20_r3_n6_E2_X2,981.2,339,-223.2,103,76.0,491.1,414.1
983,b10_r3_n4_E2_X7_5,975.8,851,-3038.5,343,145.3,576.6,253.9
1884,b20_r2_n4_E2_X7_8,969.3,324,661.4,108,484.0,280.4,204.9
1221,b15_r1_n6_E2_X3b_3,941.2,106,268.9,28,571.3,155.1,214.8
1764,b20_r1_n6_E2_X7_8,848.4,68,-48.3,19,91.8,637.3,119.3
1763,b20_r1_n6_E2_X7_5,847.9,67,-116.6,19,43.7,684.3,119.9
