ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,passed_mc,oos_pnl,oos_ntrd
1852,b20_r2_n3_E2_X7_3,5080.0,612,0.024,1.94,1,-1948.9,314
2417,b30_r2_n4_E2_X1_8,4994.8,216,0.028,1.57,1,-1274.9,105
2369,b30_r2_n2_E2_X3c_3_5,4914.0,489,0.026,1.59,1,-2189.8,238
2432,b30_r2_n5_E1_X1_8,4764.7,262,0.037,0.21,1,921.0,122
2361,b30_r2_n2_E2_X3b_3,4706.0,484,0.039,1.21,1,-2053.6,238
671,b10_r1_n6_E1_X3c_1_5,4479.6,534,0.0,8.72,1,1359.1,247
664,b10_r1_n6_E1_X3b_1,4478.1,533,0.0,8.68,1,1364.0,247
670,b10_r1_n6_E1_X3c_1_3,4471.0,533,0.0,8.67,1,1366.1,247
2165,b30_r1_n2_E1_X3b_2,4165.3,1271,0.061,-0.88,0,19.6,629
2387,b30_r2_n3_E2_X1_8,4161.1,240,0.062,-1.14,0,-146.6,119
1822,b20_r2_n2_E2_X7_3,4132.6,738,0.076,-0.74,0,-527.0,370
2355,b30_r2_n2_E2_X1_3,4089.1,717,0.014,1.75,1,-1755.7,344
2123,b20_r3_n6_E2_X7_5,3926.7,273,0.094,-1.54,0,-259.6,145
2492,b30_r2_n8_E1_X1_8,3795.9,127,0.029,1.28,1,684.4,58
2542,b30_r3_n2_E2_X7_3,3610.6,174,0.149,-3.66,0,-1814.3,91
2572,b30_r3_n3_E2_X7_3,3610.6,174,0.149,-3.66,0,-1814.3,91
2583,b30_r3_n4_E1_X2,3590.8,564,0.094,-1.53,0,1554.6,299
2586,b30_r3_n4_E1_X3b_3,3553.9,566,0.075,-1.84,0,2166.4,298
2211,b30_r1_n3_E2_X3b_3,3446.5,330,0.06,-0.11,0,-126.0,172
2354,b30_r2_n2_E1_X3c_3_5,3392.5,592,0.096,-2.32,0,-1500.3,294
2108,b20_r3_n6_E1_X7_5,3037.4,349,0.15,-4.05,0,-706.3,176
2087,b20_r3_n5_E2_X1_8,2976.4,393,0.083,-2.02,0,-153.6,205
2424,b30_r2_n4_E2_X7_8,2936.2,233,0.136,-2.14,0,148.4,118
2034,b20_r3_n3_E2_X7_8,2929.9,363,0.162,-5.35,0,-3687.4,187
2004,b20_r3_n2_E2_X7_8,2929.9,363,0.162,-5.35,0,-3687.4,187
1044,b10_r3_n6_E2_X7_8,2876.6,1068,0.143,-3.33,0,-3925.0,569
2346,b30_r2_n2_E1_X3b_3,2870.4,583,0.157,-3.27,0,-1353.8,293
2207,b30_r1_n3_E2_X1_8,2862.4,222,0.14,-3.45,0,2761.6,104
650,b10_r1_n5_E2_X3b_2,2837.9,738,0.0,4.36,1,433.9,298
1166,b15_r1_n4_E2_X3c_1_5,2827.7,730,0.0,4.39,1,1322.0,343
1165,b15_r1_n4_E2_X3c_1_3,2811.9,727,0.0,4.32,1,1309.7,343
2192,b30_r1_n3_E1_X1_8,2808.6,333,0.18,-5.23,0,461.4,141
1159,b15_r1_n4_E2_X3b_1,2804.0,727,0.0,4.31,1,1232.3,342
1074,b10_r3_n8_E2_X7_8,2779.3,732,0.098,-1.99,0,-2411.4,394
680,b10_r1_n6_E2_X3b_2,2755.4,347,0.0,4.9,1,904.6,137
687,b10_r1_n6_E2_X3c_2_3,2746.5,347,0.0,4.95,1,916.4,137
657,b10_r1_n5_E2_X3c_2_3,2743.5,741,0.0,4.39,1,517.8,298
2196,b30_r1_n3_E1_X3b_3,2737.4,643,0.16,-5.02,0,-808.2,324
2031,b20_r3_n3_E2_X3b_3,2683.7,1269,0.128,-3.25,0,-2686.3,646
2001,b20_r3_n2_E2_X3b_3,2683.7,1269,0.128,-3.25,0,-2686.3,646
658,b10_r1_n5_E2_X3c_2_5,2669.7,742,0.0,4.18,1,408.0,298
688,b10_r1_n6_E2_X3c_2_5,2668.7,348,0.0,4.77,1,917.9,137
2039,b20_r3_n3_E2_X3c_3_5,2579.9,1270,0.17,-3.31,0,-2761.7,646
2009,b20_r3_n2_E2_X3c_3_5,2579.9,1270,0.17,-3.31,0,-2761.7,646
716,b10_r1_n8_E2_X3c_1_5,2416.9,120,0.0,4.59,1,660.9,39
709,b10_r1_n8_E2_X3b_1,2416.9,120,0.0,4.59,1,660.9,39
715,b10_r1_n8_E2_X3c_1_3,2416.9,120,0.0,4.59,1,660.9,39
