ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,oos_pnl,oos_ntrd,oos_pd,oos_pass
118,atr7_m0p5_r2_n4_E1_X3c_1_3,28259.6,6980,0.0,44.65,11760.3,2641,27.54,1
112,atr7_m0p5_r2_n4_E1_X3b_1,28253.6,6980,0.0,44.64,11720.0,2640,27.45,1
116,atr7_m0p5_r2_n4_E1_X3c_1_5,28244.0,6980,0.0,44.62,11705.8,2641,27.41,1
36,atr7_m0p5_r1_n4_E1_X3c_1_5,28741.6,8920,0.0,45.33,11640.8,3774,27.26,1
32,atr7_m0p5_r1_n4_E1_X3b_1,28857.3,8919,0.0,45.48,11637.4,3774,27.25,1
38,atr7_m0p5_r1_n4_E1_X3c_1_3,28738.8,8921,0.0,45.25,11581.4,3775,27.12,1
2608,atr20_m0p5_r3_n5_E1_X3b_1,26923.7,6383,0.0,42.33,10904.6,2517,25.54,1
2612,atr20_m0p5_r3_n5_E1_X3c_1_5,26924.2,6383,0.0,42.33,10894.6,2517,25.51,1
2614,atr20_m0p5_r3_n5_E1_X3c_1_3,26895.3,6383,0.0,42.25,10887.6,2517,25.5,1
1414,atr14_m0p5_r3_n5_E1_X3c_1_3,26032.1,6259,0.0,41.0,9911.0,2494,23.21,1
1412,atr14_m0p5_r3_n5_E1_X3c_1_5,26047.1,6259,0.0,41.03,9911.0,2494,23.21,1
1408,atr14_m0p5_r3_n5_E1_X3b_1,26043.5,6259,0.0,41.03,9911.0,2494,23.21,1
212,atr7_m0p5_r3_n5_E1_X3c_1_5,24300.4,6115,0.0,38.22,9103.7,2492,21.32,1
208,atr7_m0p5_r3_n5_E1_X3b_1,24300.4,6115,0.0,38.22,9103.7,2492,21.32,1
214,atr7_m0p5_r3_n5_E1_X3c_1_3,24295.9,6115,0.0,38.21,9103.7,2492,21.32,1
2448,atr20_m0p5_r1_n5_E1_X3b_1,20795.8,3128,0.0,32.59,8795.7,1237,20.6,1
2452,atr20_m0p5_r1_n5_E1_X3c_1_5,20803.7,3128,0.0,32.59,8793.1,1237,20.59,1
2454,atr20_m0p5_r1_n5_E1_X3c_1_3,20790.0,3128,0.0,32.57,8778.6,1237,20.56,1
1248,atr14_m0p5_r1_n5_E1_X3b_1,19284.9,2798,0.0,30.2,7798.6,1076,18.26,1
2528,atr20_m0p5_r2_n5_E1_X3b_1,20203.6,2720,0.0,31.66,7787.4,922,18.24,1
2532,atr20_m0p5_r2_n5_E1_X3c_1_5,20222.2,2720,0.0,31.69,7782.7,922,18.23,1
1252,atr14_m0p5_r1_n5_E1_X3c_1_5,19277.8,2798,0.0,30.17,7780.7,1076,18.22,1
