ci,name,is_pnl,is_ntrd,mc_pval,bootstrap_p5,oos_pnl,oos_ntrd,oos_pd,oos_pass
1429,atr14_m0p5_r3_n6_E1_X3c_2_5,8505.5,3146,0.0,12.62,4859.9,1525,11.39,1
1425,atr14_m0p5_r3_n6_E1_X3b_2,8533.5,3145,0.0,12.64,4860.4,1525,11.39,1
2549,atr20_m0p5_r2_n6_E1_X3c_2_5,8030.3,1129,0.0,12.12,4753.6,525,11.14,1
2545,atr20_m0p5_r2_n6_E1_X3b_2,8027.5,1129,0.0,12.12,4730.2,525,11.09,1
2551,atr20_m0p5_r2_n6_E1_X3c_2_3,8044.4,1129,0.0,12.14,4729.5,525,11.08,1
2838,atr20_m1p0_r3_n4_E1_X3c_1_3,7749.6,4948,0.0,11.01,4711.2,2223,11.04,1
2836,atr20_m1p0_r3_n4_E1_X3c_1_5,7749.6,4948,0.0,11.01,4711.6,2223,11.04,1
2832,atr20_m1p0_r3_n4_E1_X3b_1,7749.6,4948,0.0,11.01,4711.2,2223,11.04,1
55,atr7_m0p5_r1_n5_E1_X3c_2_3,7490.9,1979,0.0,11.26,4378.4,1088,10.26,1
53,atr7_m0p5_r1_n5_E1_X3c_2_5,7475.4,1979,0.0,11.23,4354.8,1088,10.21,1
49,atr7_m0p5_r1_n5_E1_X3b_2,7470.9,1979,0.0,11.19,4343.5,1088,10.18,1
2672,atr20_m1p0_r1_n4_E1_X3b_1,7961.1,1169,0.0,11.98,4254.5,460,9.97,1
2676,atr20_m1p0_r1_n4_E1_X3c_1_5,8003.9,1170,0.0,12.06,4239.2,460,9.93,1
2678,atr20_m1p0_r1_n4_E1_X3c_1_3,7978.4,1170,0.0,12.01,4224.2,460,9.9,1
352,atr7_m1p0_r2_n4_E1_X3b_1,8003.9,3805,0.0,11.69,4164.5,1758,9.76,1
356,atr7_m1p0_r2_n4_E1_X3c_1_5,7995.1,3805,0.0,11.68,4161.0,1758,9.75,1
358,atr7_m1p0_r2_n4_E1_X3c_1_3,7943.8,3805,0.0,11.6,4124.6,1758,9.67,1
