pair,tf,ind,framing,ic_is,ic_oos,avg_is,avg_oos,t_oos,n_oos
EUR_USD,M15,RSI2,contra,-0.03304778548471817,-0.028013816381574536,-1.7507649746405296,-1.8417460775820447,-31.6589976809874,10389
EUR_USD,H1,TRIX14,trend,-0.004540227891588523,0.0053610106733521035,-1.6875665335994152,-1.683087521831935,-15.756906008407933,10306
EUR_USD,H1,TRIX14,contra,0.004540227891588523,-0.0053610106733521035,-1.5914421157684147,-1.7949058800698519,-16.81401978855589,10306
EUR_USD,H1,Vortex14,trend,-0.011156683017120876,-0.011707106221421995,-1.7579860966573215,-1.8675536564047714,-17.485977528307927,10297
EUR_USD,H1,Vortex14,contra,0.011156683017120876,0.011707106221421995,-1.5212546309785933,-1.6103428182965804,-15.087219895051733,10297
EUR_USD,H1,Fisher10,trend,-0.005744989640512982,-0.00256182195492322,-1.7006198003327282,-1.768319425577326,-16.56094328426942,10306
EUR_USD,H1,Fisher10,contra,0.005744989640512982,0.00256182195492322,-1.5784983361064389,-1.7096739763244608,-16.009383771327865,10306
EUR_USD,H1,RSI2,trend,0.030049630777901307,0.02774051711506577,-1.2091987648301228,-1.383806280741572,-6.33335621381921,2643
EUR_USD,H1,RSI2,contra,-0.030049630777901307,-0.02774051711506577,-1.8924914675767546,-2.0047294740824757,-9.186821531332727,2643
EUR_USD,H4,TRIX14,trend,-0.006700505276987182,0.0030450382419111074,-1.7059533386966574,-1.6229729729729458,-4.050691414819817,2664
EUR_USD,H4,TRIX14,contra,0.006700505276987182,-0.0030450382419111074,-1.438197908286356,-1.751989489489465,-4.369945990213991,2664
EUR_USD,H4,Vortex14,trend,-0.018850115180259887,0.016374237757870773,-1.9559354838709213,-1.349680811115259,-3.367819873392584,2663
EUR_USD,H4,Vortex14,contra,0.018850115180259887,-0.016374237757870773,-1.1889354838709225,-2.0254975591437954,-5.051050117514496,2663
EUR_USD,H4,Fisher10,trend,0.0004966212077782301,0.012931345228674599,-1.5615917512485415,-1.4295795795795514,-3.5688181811881257,2664
EUR_USD,H4,Fisher10,contra,-0.0004966212077782301,-0.012931345228674599,-1.58338972128238,-1.945382882882859,-4.851933727407557,2664
EUR_USD,H4,RSI2,trend,0.012379761080273586,0.03188995607313212,-1.2874074074073745,-0.8896739130434418,-1.0347754189084082,736
EUR_USD,H4,RSI2,contra,-0.012379761080273586,-0.03188995607313212,-1.8301424501424153,-2.4258152173912517,-2.8226953185203705,736
EUR_USD,D1,TRIX14,trend,0.035105617881475974,-0.0031823321074519904,-0.3805809128629998,-2.0999999999999845,-0.972686932329761,517
EUR_USD,D1,TRIX14,contra,-0.035105617881475974,0.0031823321074519904,-3.6892946058090597,-2.1007736943906834,-0.9741676357435858,517
EUR_USD,D1,Vortex14,trend,0.029737146980952225,-0.03425823743507974,-0.6510906040267741,-3.7744680851063426,-1.7508448251050321,517
EUR_USD,D1,Vortex14,contra,-0.029737146980952225,0.03425823743507974,-3.4206375838925407,-0.42630560928432515,-0.19762600284290038,517
EUR_USD,D1,Fisher10,trend,0.015227678168985345,-0.01984060805178467,-1.3230576441102133,-3.077949709864586,-1.4273451349543396,517
EUR_USD,D1,Fisher10,contra,-0.015227678168985345,0.01984060805178467,-2.7451127819548047,-1.122823984526081,-0.5202655390209731,517
EUR_USD,D1,RSI2,trend,0.10605365671410405,0.04034951967060283,3.1493630573248415,-0.07042253521118173,-0.01560394406727695,142
EUR_USD,D1,RSI2,contra,-0.10605365671410405,-0.04034951967060283,-7.008917197452127,-4.038732394366199,-0.8958612615773547,142
EUR_GBP,M15,TRIX14,trend,-0.004517721795996098,0.00046437720402999725,-1.8613284539490662,-1.6539722970186173,-113.83253432979677,41223
EUR_GBP,M15,TRIX14,contra,0.004517721795996098,-0.00046437720402999725,-1.8286400449125029,-1.6562113383305055,-114.43079761195989,41223
