fast,slow,ag,trig,ma,K,exp,wr,n,tdpp,pdpp,pairs_pos,pairs_n,wf_pos,med_meat,med_sp
30s,1h,basis,close_beyond,20,2.5,-2.119555643069054,0.4138483364605739,21851,70.02929438098721,-12.36924884044712,0,12,0,3.9850031634813377,2.0666917165120444
30s,1h,basis,close_beyond,20,3.0,-1.8740416461138747,0.48503485034850347,9756,31.266568851810497,-4.882904346614979,0,12,0,5.938589646606829,2.1001438299814863
30s,1h,basis,close_beyond,50,1.0,-2.2454299389613572,0.12570229344087056,789556,2530.4127753546627,-473.48871697597156,0,12,0,4.572257334186247,2.0003318786621094
30s,1h,basis,close_beyond,50,1.5,-2.214652715774113,0.10981051188766322,548636,1758.2990230198754,-324.50180887282806,0,12,0,5.777664899847279,1.9997914632161458
30s,1h,basis,close_beyond,50,2.0,-2.225666222932596,0.10493359779634799,215279,689.9380561550751,-127.9643189583436,0,12,0,6.943813765908358,1.9832452138264973
30s,1h,basis,close_beyond,50,2.5,-2.2776651891484216,0.15188353317198441,54127,173.46920584685802,-32.92539762888419,0,12,0,7.342720252064794,1.999664306640625
30s,1h,basis,close_beyond,50,3.0,-2.5366577991979344,0.23679417122040072,11529,36.94877739775761,-7.8105336964041845,0,12,0,8.571488298105123,2.050002415974935
30s,1h,basis,two_outside,5,1.0,-3.701682959257374,0.0013123359580052493,762,2.4420997811684706,-0.753323262063124,0,12,0,0.3840553126095658,2.333513895670573
30s,1h,basis,two_outside,9,1.0,-2.2587403961287293,0.10020087043856712,119480,382.9161179186468,-72.07567532263663,0,12,0,1.168487728828893,1.9164880116780598
30s,1h,basis,two_outside,9,1.5,-4.486746409838289,0.09895833333333333,384,1.2306644566518277,-0.46013994438318134,0,12,0,1.6575061767726273,2.4916966756184893
30s,1h,basis,two_outside,14,1.0,-2.253834835544239,0.1585242158770937,255349,818.3566102645509,-153.70338634267875,0,12,0,1.5834351126643664,1.9502003987630208
30s,1h,basis,two_outside,14,1.5,-2.2586399905870134,0.1986238912376689,36189,115.98051047336716,-21.82985159032025,0,12,0,2.457361853629436,1.9002278645833333
30s,1h,basis,two_outside,14,2.0,-7.184621867810919,0.11818181818181818,110,0.3525340891450548,-0.21106867716836375,0,12,0,3.316235676504675,4.941622416178385
30s,1h,basis,two_outside,20,1.0,-2.2792396119036695,0.20124424341225194,280331,898.4203067647487,-170.64292927640514,0,12,0,1.8918244934104544,1.9669532775878906
30s,1h,basis,two_outside,20,1.5,-2.1923380433127266,0.23012141816415735,102950,329.9398588862127,-60.27830872012305,0,12,0,3.043989744584419,1.9335428873697917
30s,1h,basis,two_outside,20,2.0,-2.6753460816314454,0.20659536541889484,5610,17.979238546397795,-4.008390449651865,0,12,0,3.734020389791004,1.9665161768595376
30s,1h,basis,two_outside,50,1.0,-2.3876673954936862,0.3063897715160363,197957,634.4235516807965,-126.23270244012845,0,12,0,2.9344974880459063,2.000133196512858
30s,1h,basis,two_outside,50,1.5,-2.270006328039679,0.27085361672951663,145850,467.42815365278403,-88.4220722246436,0,12,0,4.607624724878567,1.9830067952473958
30s,1h,basis,two_outside,50,2.0,-2.261190018337319,0.21647034511262658,58068,186.09954080431856,-35.06720200699031,0,12,0,6.332347972379804,1.9660274187723794
30s,1h,basis,two_outside,50,2.5,-2.400017390717495,0.19679126130739033,11718,37.55449506001593,-7.5109534369710405,0,12,0,8.125321217158898,1.9502639770507812
30s,1h,basis,two_outside,50,3.0,-3.8501870377488356,0.17521704814522493,1267,4.060551735879859,-1.3028236382994305,0,12,0,10.418990285565588,2.1497090657552085
1m,1h,both,reenter,9,1.0,-2.1600925851174093,0.18104184457728437,15223,48.78754022763389,-8.782133657652441,0,12,0,1.7117833525146953,1.9415219624837239
1m,1h,both,reenter,14,1.0,-2.1628398064679626,0.2438917230100808,40969,131.29979212940503,-23.66503474987051,0,12,0,2.2327551759752318,1.958310604095459
1m,1h,both,reenter,14,1.5,-1.9102979503615136,0.2795414462081129,2268,7.268615991346887,-1.1571018525195733,0,12,0,3.6753745944679173,1.933276653289795
1m,1h,both,reenter,20,1.0,-2.255860159437145,0.28087425446369024,52479,168.18769779977657,-31.617327231164197,0,12,0,2.6438586992127977,2.0001093546549478
1m,1h,both,reenter,20,1.5,-2.09877889365587,0.2770600777624483,7973,25.55232596958057,-4.469056869064205,0,12,0,4.3774786077712236,1.941680908203125
1m,1h,both,reenter,20,2.0,-1.943028529254345,0.25,108,0.3461245710165184,-0.05604415968008474,2,12,0,7.036393956145082,1.958233118057251
1m,1h,both,reenter,50,1.0,-2.3984819953387655,0.35648128204023605,46426,148.78869753715634,-29.738917679397897,0,12,0,4.067940666470804,2.0169576009114585
1m,1h,both,reenter,50,1.5,-2.0557675890906504,0.28599267745364354,16934,54.271050792534474,-9.297388937098736,0,12,0,6.7533145464949484,1.983344554901123
1m,1h,both,reenter,50,2.0,-1.7273726107036398,0.22666123114553607,2453,7.861514562069627,-1.1316470777639076,0,12,0,9.823395284450953,1.9251306851704915
1m,1h,both,reenter,50,2.5,-0.5886624107230731,0.22695035460992907,141,0.451884856604899,-0.022167302421524177,5,12,0,18.649555412238605,1.8249948819478352
1m,1h,both,close_beyond,5,1.0,-2.563241733364882,0.1471861471861472,462,1.4806439982373287,-0.31627070737818,0,12,0,1.234192568756498,1.8874804178873696
1m,1h,both,close_beyond,9,1.0,-2.1547502296715586,0.16777164415101667,36049,115.53189500531919,-20.745198108091824,0,12,0,2.3459978238245416,1.9584099451700847
1m,1h,both,close_beyond,9,1.5,-2.4806351455204143,0.2867132867132867,143,0.4582945708829827,-0.09473846829446031,0,12,0,2.807461662259758,1.800219217936198
1m,1h,both,close_beyond,14,1.0,-2.1406791447291074,0.1726364840434274,103437,331.5008078910705,-59.13640549277208,0,12,0,3.302270979372679,1.9666552543640137
1m,1h,both,close_beyond,14,1.5,-1.9991511645567448,0.22066161522823877,5411,17.341481979355382,-2.8890203245140094,0,12,0,3.8471707269835065,1.958147684733073
1m,1h,both,close_beyond,20,1.0,-2.177816458764703,0.16577480876397493,144455,462.9576380202886,-84.01973031595135,0,12,0,3.996801035481923,1.9998351732889812
1m,1h,both,close_beyond,20,1.5,-2.0742563806365877,0.16864411456321396,18121,58.07521621657713,-10.038573982840377,0,12,0,5.2635739720474195,1.966555913289388
1m,1h,both,close_beyond,20,2.0,-2.166713805637562,0.25,288,0.9229988560440491,-0.16665619699819317,0,12,0,5.689117293023571,1.9749502340952556
1m,1h,both,close_beyond,50,1.0,-2.1902747988001097,0.1303637231737326,163366,523.5646913767088,-95.56254575533019,0,12,0,6.46168091058712,1.9918441772460938
1m,1h,both,close_beyond,50,1.5,-2.047225508687378,0.11393988299374622,49570,158.86476838230388,-27.102667188663712,0,12,0,8.612451811773614,1.9750595092773438
1m,1h,both,close_beyond,50,2.0,-1.7881754598737452,0.11773967809657103,5716,18.318963406763142,-2.7297934011915825,0,12,0,10.984489905820283,1.9165674845377605
1m,1h,both,close_beyond,50,2.5,-1.1638450906550895,0.13675213675213677,234,0.7499365705357899,-0.07273416632673277,4,12,1,19.285794165491676,1.8333892027537027
1m,1h,both,two_outside,9,1.0,-2.1486518548033913,0.18905141843971632,4512,14.460315411356769,-2.589181960804482,0,12,0,1.810542059828002,1.9000669320424397
1m,1h,both,two_outside,14,1.0,-2.112927596856965,0.2647160365958916,23172,74.26294962587745,-13.07601964070959,0,12,0,2.4153150854666627,1.9331614176432292
1m,1h,both,two_outside,14,1.5,-1.8870781368089666,0.3065843621399177,486,1.5575605695743329,-0.24493654146662044,0,12,0,3.952288032682816,1.904235283533732
1m,1h,both,two_outside,20,1.0,-2.211474914325583,0.30100325075664164,35684,114.36212214956892,-21.075747023567484,0,12,0,2.805057869728955,1.983324686686198
1m,1h,both,two_outside,20,1.5,-2.01531241927851,0.2881944444444444,3744,11.998985128572638,-2.0151419790292153,0,12,0,4.6753720010372035,1.920759677886963
1m,1h,both,two_outside,50,1.0,-2.3549372442637595,0.3729164509783621,38636,123.82286042402042,-24.299588808649897,0,12,0,4.181971134038687,2.0081798235575357
1m,1h,both,two_outside,50,1.5,-1.9999873977944407,0.29851106639839037,12425,39.820349952594825,-6.636683173412842,0,12,0,7.017371569550401,1.9662221272786458
1m,1h,both,two_outside,50,2.0,-1.662280545806729,0.234375,1472,4.717549708669584,-0.6534909253831377,0,12,0,9.920908648412308,1.8665949503580728
1m,1h,both,two_outside,50,2.5,-0.22111929138003053,0.26229508196721313,61,0.19549628548155207,-0.0036023333427590786,3,12,0,15.087709858103437,1.691579818725586
1m,1h,basis,reenter,5,1.0,-2.414755279129357,0.060725232780058994,17291,55.41518479117241,-11.1511758348677,0,12,0,0.7730982959884614,1.9001960754394531
1m,1h,basis,reenter,5,1.5,-6.525064073249468,0.029411764705882353,102,0.3268954281822674,-0.17775113451180122,0,12,0,1.1997606229954272,3.875086704889933
1m,1h,basis,reenter,9,1.0,-2.2107159044191054,0.17730168333392649,168594,540.3196844996195,-99.54110999950183,0,12,0,1.6674624780251612,1.9497613112131755
1m,1h,basis,reenter,9,1.5,-2.4136206204972765,0.23085726175613816,9612,30.805086820470137,-6.195982730507968,0,12,0,2.323659699249303,1.9167860349019368
1m,1h,basis,reenter,14,1.0,-2.233653596575016,0.23425948700337387,215479,690.579411463596,-128.54293217802658,0,12,0,2.1813530378656854,1.966853936513265
1m,1h,basis,reenter,14,1.5,-2.1547362932954806,0.2542486040301044,65904,211.21290489141325,-37.92567598182455,0,12,0,3.3495210003593456,1.9333521525065105
1m,1h,basis,reenter,14,2.0,-3.090375521214389,0.24169040835707503,2106,6.749429134822109,-1.7381892150354548,0,12,0,4.280780592182953,1.9917885462443032
1m,1h,basis,reenter,20,1.0,-2.280530288839142,0.2741779782895644,203036,650.7013740824984,-123.66201604869889,0,12,0,2.5940658316528697,1.9834438959757488
1m,1h,basis,reenter,20,1.5,-2.1968517667999827,0.2626491275793728,102932,329.8823550358544,-60.391886208054665,0,12,0,4.121051091671291,1.9582112630208333
1m,1h,basis,reenter,20,2.0,-2.2734539077813904,0.24374126318464862,15738,50.438041654240436,-9.555713574972788,0,12,0,5.352067733264687,1.9498666127522786
1m,1h,basis,reenter,20,2.5,-5.878320520364632,0.19856459330143542,418,1.339630284119488,-0.656231349070124,0,12,0,7.063480264686839,2.654107411702474
1m,1h,basis,reenter,50,1.0,-2.4625554309470754,0.3537306661167251,121225,388.5088066803467,-79.72703932178793,0,12,0,4.092375089847167,2.017084757486979
1m,1h,basis,reenter,50,1.5,-2.3054124925479926,0.2756409620137572,100747,322.87974218704795,-62.03091593572463,0,12,0,6.415439398297451,1.9916892051696777
1m,1h,basis,reenter,50,2.0,-2.2400722233668002,0.21219639320337746,47965,153.72097267414173,-28.695506753022652,0,12,0,8.772141095962915,1.9667307535807292
1m,1h,basis,reenter,50,2.5,-2.403982538966436,0.1906274206041828,12910,41.37470566503012,-8.288672497800674,0,12,0,11.12200321488701,1.9581298033396404
1m,1h,basis,reenter,50,3.0,-2.5029825191046706,0.19776785714285713,2240,7.178879991453715,-1.4973842604465781,1,12,0,16.86511274987126,2.1082162857055664
1m,1h,basis,close_beyond,5,1.0,-2.301581075021137,0.14018473688387967,201584,646.0479215166097,-123.91097247661413,0,12,0,1.2515937321254,2.0083745320638022
1m,1h,basis,close_beyond,5,1.5,-1.8903855360218795,0.2671839684784317,165474,530.320530225809,-83.54252164952693,0,12,0,1.6880140560530776,2.0001729329427085
1m,1h,basis,close_beyond,9,1.0,-2.2202297571675973,0.16377062019069402,402215,1289.0416141797125,-238.49737916909592,0,12,0,2.3318324551937053,1.9749005635579426
1m,1h,basis,close_beyond,9,1.5,-2.187190449818518,0.2844751005904792,76548,245.32540427937454,-44.71444844480959,0,12,0,2.343261713873801,1.9917885462443035
1m,1h,basis,close_beyond,9,2.0,-1.5628038848139127,0.44167979572988536,55221,176.9754160750293,-23.048155646551198,0,12,0,3.0340127265191086,1.9997358322143555
1m,1h,basis,close_beyond,9,2.5,-1.686708392127911,0.46936734183545886,7998,25.632447398056613,-3.6028720114232766,0,12,0,4.662969243214188,2.066580454508464
1m,1h,basis,close_beyond,14,1.0,-2.2033290014664626,0.16722414791795004,543815,1742.8493850680368,-320.00588294236627,0,12,0,3.1867525754478265,1.983344554901123
1m,1h,basis,close_beyond,14,1.5,-2.1688210966561656,0.2053716819367876,152913,490.06431970230443,-88.57181960740081,0,12,0,3.6510734267913847,1.9669532775878906
1m,1h,basis,close_beyond,14,2.0,-1.9157825375433684,0.4103980828118759,30044,96.28672788537295,-15.372035989998968,0,12,0,3.669998495797877,2.0416895548502603
1m,1h,basis,close_beyond,14,2.5,-1.625323400232026,0.5076994867008866,17144,54.94407079173325,-7.441823663484087,0,12,0,4.91668242280312,2.0085016886393228
1m,1h,basis,close_beyond,14,3.0,-2.1738124691851244,0.5114800423878488,2831,9.072950560627442,-1.6435744217493413,3,12,0,8.809429036347183,2.1916131178538003
1m,1h,basis,close_beyond,20,1.0,-2.2129420228289534,0.162874578316065,556993,1785.08299244633,-329.19043068514526,0,12,0,3.9090908786440837,1.9917805989583333
1m,1h,basis,close_beyond,20,1.5,-2.180034411221049,0.15704808211777418,231375,741.523820545805,-134.7122871274964,0,12,0,4.948132545145256,1.9746780395507812
1m,1h,basis,close_beyond,20,2.0,-2.1582802799351044,0.26372788627547705,44599,142.9334235441269,-25.707532448241754,0,12,0,4.813954099131479,1.9749959309895833
1m,1h,basis,close_beyond,20,2.5,-2.0114840905710163,0.4883196875234733,13313,42.66626309206398,-7.151875784483669,0,12,0,5.47723797641666,2.0917256673177085
1m,1h,basis,close_beyond,20,3.0,-1.8850608591070315,0.5376845376845377,5148,16.498604551787377,-2.591739472538291,1,12,0,8.199421865507706,2.0665208498636884
1m,1h,basis,close_beyond,50,1.0,-2.2389741212872516,0.12960336757571955,422381,1353.6707632456303,-252.56948397084398,0,12,0,6.486035069160323,2.0000457763671875
1m,1h,basis,close_beyond,50,1.5,-2.1917943760180125,0.10853557832988978,291849,935.3343511722211,-170.8383808829776,0,12,0,8.244989124176527,1.9914905230204265
1m,1h,basis,close_beyond,50,2.0,-2.1829416771560277,0.10506955948627514,112278,359.8349498573394,-65.45822574507797,0,12,0,9.881932215230904,1.9749005635579426
1m,1h,basis,close_beyond,50,2.5,-2.2681763136455104,0.1493975903614458,27390,87.78103703835592,-16.59190574980318,0,12,0,10.463372082277766,1.9584099451700847
1m,1h,basis,close_beyond,50,3.0,-2.282095058860269,0.23857868020304568,5713,18.309348835346015,-3.4819728756743467,0,12,0,12.81726105758807,2.0497639973958335
1m,1h,basis,two_outside,5,1.0,-6.085827892446574,0.028169014084507043,71,0.22754485687197043,-0.11539990306118343,0,12,0,0.8087941455990233,3.26693058013916
1m,1h,basis,two_outside,9,1.0,-2.2133461782239707,0.1891128793413233,50647,162.31639952105192,-29.93853187858295,0,12,0,1.7530672982189799,1.9167860349019368
1m,1h,basis,two_outside,14,1.0,-2.194872485453033,0.25423327509348315,122482,392.5373121041223,-71.79744548758566,0,12,0,2.334400781970203,1.9498825073242188
1m,1h,basis,two_outside,14,1.5,-2.20896209237217,0.2532560518240709,14665,46.999229944048544,-8.65162644309052,0,12,0,3.626920878716078,1.9081433614095051
1m,1h,basis,two_outside,20,1.0,-2.245822632975071,0.29440015021521215,138468,443.7701583288451,-83.05242211782094,0,12,0,2.7573913179210763,1.966853936513265
1m,1h,basis,two_outside,20,1.5,-2.150241953400533,0.2695973140366609,47953,153.6825143884732,-27.537882495181346,0,12,0,4.4500686627074515,1.9335746765136719
1m,1h,basis,two_outside,20,2.0,-2.589999668615486,0.24017681728880158,2036,6.52508913508918,-1.4083315581306237,0,12,0,5.680310586511084,1.97483499844869
1m,1h,basis,two_outside,50,1.0,-2.433590062578423,0.36884824518042514,101150,324.1712996140818,-65.74167110949683,0,12,0,4.201279388336143,2.008183797200521
1m,1h,basis,two_outside,50,1.5,-2.282730777080078,0.2881542774708076,73478,235.48649286251612,-44.79602207032613,0,12,0,6.6236311352028565,1.9752244154612222
1m,1h,basis,two_outside,50,2.0,-2.2059812045679204,0.22174347661231947,29011,92.97611046074275,-17.091962679185773,0,12,0,9.163598005920903,1.958310604095459
1m,1h,basis,two_outside,50,2.5,-2.4697299057959863,0.19624543716321918,5753,18.43754312090769,-3.7946459695923984,0,12,0,11.854782152823873,1.9417444864908855
1m,1h,basis,two_outside,50,3.0,-3.648779672492395,0.20795107033639143,654,2.0959765689333616,-0.6373130582287004,1,12,0,19.877694108106425,2.4374961853027344
5m,1h,both,reenter,9,1.0,-2.0742311016088135,0.362565445026178,2292,7.345561172114296,-1.269699286830797,0,12,0,4.112271479404228,1.9801159699757893
5m,1h,both,reenter,14,1.0,-2.077560699273505,0.39088397790055246,7964,25.52358166436224,-4.418899180881403,0,12,0,5.141540768865971,1.9650562604268393
5m,1h,both,reenter,14,1.5,-2.3102518076507224,0.30903790087463556,343,1.0992702801200713,-0.21163259597867592,1,12,0,7.47991009115101,1.948257287343343
5m,1h,both,reenter,20,1.0,-2.174266044431697,0.4028666496032762,11721,37.564276831741566,-6.806227633240663,0,12,0,6.23487416879982,2.0080010096232095
5m,1h,both,reenter,20,1.5,-2.1515097204505382,0.2939579090291921,1473,4.720772952235759,-0.8463990745646015,1,12,0,10.850514319198368,1.9484162330627441
5m,1h,both,reenter,50,1.0,-2.1261654346040952,0.42993379571248425,12688,40.66338575557862,-7.204757103956982,0,12,0,9.794107059633017,2.0065561930338545
5m,1h,both,reenter,50,1.5,-1.7004141380900024,0.2959035142441256,4809,15.41221800903039,-2.1839294501567186,0,12,0,16.776556052635925,2.01493501663208
5m,1h,both,reenter,50,2.0,-0.7814735889015806,0.25842696629213485,356,1.1409335851975084,-0.07430078862688702,5,12,0,26.815102613444797,1.911623477935791
5m,1h,both,close_beyond,5,1.0,-1.8904912348341896,0.4,70,0.22434087349389212,-0.03534287124627073,4,12,0,3.2369406914625642,2.1540919939676924
5m,1h,both,close_beyond,9,1.0,-1.9301158019146891,0.2823562333846369,7147,22.905203183726385,-3.6841412175814123,0,12,0,5.165493223186601,1.9866053263346355
5m,1h,both,close_beyond,14,1.0,-2.035398294198881,0.22544249643486286,23842,76.41050151201966,-12.960483703037154,0,12,0,6.945273923096806,1.9832956790924072
5m,1h,both,close_beyond,14,1.5,-2.0459093737907494,0.21930870083432658,839,2.688885612305364,-0.4584346899388853,0,12,0,9.27603697801982,1.9166568915049236
5m,1h,both,close_beyond,20,1.0,-2.0952797699371497,0.19724618447246184,36168,115.91372446467273,-20.239306827408132,0,12,0,8.650953572334474,2.0133209228515625
5m,1h,both,close_beyond,20,1.5,-2.2712018070344895,0.15492577597840756,3705,11.874041947069577,-2.2473621272489788,0,12,0,12.178538958394824,1.9566980997721355
5m,1h,both,close_beyond,50,1.0,-2.03690085592978,0.14061133461605738,45736,146.57791700166644,-24.880390383424885,0,12,0,15.00238206101372,1.999884843826294
5m,1h,both,close_beyond,50,1.5,-1.8533233255654717,0.11363951713611767,14414,46.19499072201373,-7.13452115244905,0,12,0,21.175892836777166,2.0165761311848955
5m,1h,both,close_beyond,50,2.0,-1.3377131530638526,0.10804597701149425,870,2.788236570566945,-0.31082172785842094,2,12,0,31.563813472862634,1.8982867399851482
5m,1h,both,two_outside,9,1.0,-2.3334553734268786,0.32280701754385965,570,1.8267756841645502,-0.35522496135494436,0,12,0,4.532416282327034,1.9590755303700764
5m,1h,both,two_outside,14,1.0,-1.9419624820635555,0.39815668202764976,4340,13.909134156621311,-2.250918057512275,0,12,0,5.651371939868,1.9691658020019531
5m,1h,both,two_outside,20,1.0,-1.9809531782499201,0.4204516938519448,7970,25.54281088209029,-4.21659269985945,0,12,0,6.610737961369462,1.9916812578837075
5m,1h,both,two_outside,20,1.5,-1.8926343347705492,0.2953451043338684,623,1.99663377409564,-0.31490813623465935,2,12,0,12.587699790621576,1.8933812777201335
5m,1h,both,two_outside,50,1.0,-1.9947773658050336,0.44184981684981683,10920,34.99717626504717,-5.817631256717103,0,12,0,10.079050870220385,1.998265584309896
5m,1h,both,two_outside,50,1.5,-1.539743573083501,0.30914651098137336,3597,11.527916027964714,-1.4791695512587457,1,12,0,17.442037824833534,1.9848545392354329
5m,1h,both,two_outside,50,2.0,0.15425644216431053,0.3238095238095238,210,0.6730226204816764,0.00865150624430037,6,12,0,23.352985421060612,1.8908679485321045
5m,1h,basis,reenter,5,1.0,-2.270024347094456,0.27044392523364486,1712,5.486736791736333,-1.0379188419450334,0,12,0,2.051009667763992,1.9283485412597656
5m,1h,basis,reenter,9,1.0,-2.116262233802338,0.3447707124554531,33953,108.8149382534017,-19.19007869160061,0,12,0,3.9851311511938547,1.9417206446329753
5m,1h,basis,reenter,9,1.5,-2.4617235990219632,0.3541329011345219,1234,3.954809112735184,-0.8113039102039429,0,12,0,6.063649484848721,1.9566154479980469
5m,1h,basis,reenter,14,1.0,-2.2678065398062466,0.3689904339614895,48714,156.12201873402088,-29.504544591063823,0,12,0,5.09454100783735,1.959956487019857
5m,1h,basis,reenter,14,1.5,-2.2146167612482284,0.30625892253362386,13309,42.653609790431574,-7.871783264135941,0,12,0,8.04536154190032,1.9549560546875
5m,1h,basis,reenter,14,2.0,-2.0320595000936215,0.34818941504178275,359,1.1505481940615325,-0.19483186567152475,2,12,2,14.239929660643046,2.424952189127604
5m,1h,basis,reenter,20,1.0,-2.325762874832901,0.38937236563423994,47687,152.83061763290334,-29.620648052365755,0,12,0,6.065069720719407,1.9785435994466145
5m,1h,basis,reenter,20,1.5,-2.2907961733435767,0.29522591645353796,23460,75.18624131666728,-14.353029491359008,0,12,0,9.641204039574802,1.9550422827402751
5m,1h,basis,reenter,20,2.0,-2.3785420225162937,0.25793770789234954,3307,10.598503837775732,-2.1007488961624827,0,12,0,13.777295846119708,1.99005126953125
5m,1h,basis,reenter,20,2.5,-3.4787587926706194,0.32558139534883723,129,0.41342818115302976,-0.11985141002699368,4,12,0,29.210896336517855,4.0400950113932295
5m,1h,basis,reenter,50,1.0,-2.2714484841193383,0.42193959778571927,28542,91.47338873232384,-17.31475751444133,0,12,0,9.576160344415996,2.0099480946858725
5m,1h,basis,reenter,50,1.5,-2.1085611050981377,0.29925053533190576,24284,77.82705388465251,-13.675258228796267,0,12,0,14.854078081711464,1.9765611489613852
5m,1h,basis,reenter,50,2.0,-1.8529656990004217,0.23409275834011392,12290,39.387847646284776,-6.082027553835015,0,12,0,20.236709974513587,1.9632577896118164
5m,1h,basis,reenter,50,2.5,-1.8635038679171807,0.20424403183023873,3770,12.082358472456761,-1.8762934789154244,1,12,0,26.046460387171287,1.980831225713094
5m,1h,basis,reenter,50,3.0,0.836360718470969,0.2585987261146497,785,2.515822652752933,0.1753446034501652,7,12,1,38.00884542343965,2.1300252278645835
5m,1h,basis,close_beyond,5,1.0,-1.6998938291083086,0.41009558543574537,49903,159.9326087137957,-22.65570455214792,0,12,0,2.819875182183207,2.0383199055989585
5m,1h,basis,close_beyond,5,1.5,-0.9171165363031559,0.5266203703703703,36288,116.29830881923368,-8.888258513517531,0,12,0,3.854595096894897,1.9783465067545571
5m,1h,basis,close_beyond,9,1.0,-2.077149937148902,0.2586163693933803,87798,281.38114301452487,-48.70590196062554,0,12,0,5.223953729240649,1.9716135660807292
5m,1h,basis,close_beyond,9,1.5,-1.5774570243782267,0.4902332735196104,19505,62.51098196426237,-8.21736563335886,0,12,0,5.068931262367848,1.99005126953125
5m,1h,basis,close_beyond,9,2.0,-0.5368748842080263,0.5844685537156374,12259,39.288496688023194,-1.7577505925074899,3,12,0,6.734326637388222,1.9715627034505208
5m,1h,basis,close_beyond,9,2.5,-0.09475599854123337,0.5891255605381166,1784,5.717487404472908,-0.04514718567981293,6,12,0,10.59856720409229,2.1341005961100263
5m,1h,basis,close_beyond,14,1.0,-2.1410066300387096,0.20783480987609218,131388,421.08140980879284,-75.12817418222271,0,12,0,7.121378320266558,1.9800313313802083
5m,1h,basis,close_beyond,14,1.5,-2.1563702236937816,0.2335995974589597,31798,101.90844421941117,-18.31269455480808,0,12,0,8.166690211758265,1.9832360744476318
5m,1h,basis,close_beyond,14,2.0,-1.5102989995852838,0.5374513077351141,8985,28.795753547751726,-3.6241831479561513,0,12,0,8.16763344041016,2.0233917236328125
5m,1h,basis,close_beyond,14,2.5,0.5344661015616627,0.6120834332294414,4171,13.36751119061463,0.5953734661358085,9,12,3,11.392058552915785,2.001682917277018
5m,1h,basis,close_beyond,14,3.0,2.3093877263529627,0.5877659574468085,752,2.4100619552486697,0.4638139582667917,9,12,2,20.766060444869083,2.302507162094116
5m,1h,basis,close_beyond,20,1.0,-2.1925921495989007,0.18287923760789415,139141,445.9287639830521,-81.47832559913175,0,12,0,8.742584109542317,1.9933382670084636
5m,1h,basis,close_beyond,20,1.5,-2.190839997341886,0.16484489331333899,55349,177.3863286716205,-32.385421986284996,0,12,0,11.086863728414187,1.9816335042317708
5m,1h,basis,close_beyond,20,2.0,-1.9034695959573853,0.29028077753779696,9260,29.677092693620587,-4.707453636559655,0,12,0,11.048947828752876,1.9833211104075112
5m,1h,basis,close_beyond,20,2.5,-1.1385789256923255,0.5608616662341033,3853,12.348362651028092,-1.1716321234389,4,12,0,12.565720086610277,2.0351155598958335
5m,1h,basis,close_beyond,20,3.0,1.3788524530673538,0.6092669432918395,1446,4.634241472459543,0.5324946018672756,9,12,2,18.38268797572946,2.0642975966135664
5m,1h,basis,close_beyond,50,1.0,-2.1824653949543396,0.1314904430036808,107042,343.05565400761714,-62.39225778458779,0,12,0,14.937192429941293,2.0049413045247397
5m,1h,basis,close_beyond,50,1.5,-2.1414484212661704,0.10873059093867467,75287,241.28501918192367,-43.05828528352567,0,12,0,18.97000302124585,1.9899622599283855
5m,1h,basis,close_beyond,50,2.0,-2.0135027641233916,0.10756010427730038,31071,99.57850400469603,-16.708466088393973,0,12,0,22.818309812266957,1.9800313313802083
5m,1h,basis,close_beyond,50,2.5,-2.0151805677913424,0.13415069634567314,8401,26.924109688888397,-4.521411887510875,0,12,0,25.64356735497355,2.0083491007486978
5m,1h,basis,close_beyond,50,3.0,-1.6089532769826673,0.2680258577821979,2011,6.444992808517386,-0.8641410249494812,0,12,0,28.4542699809748,2.075076103210449
5m,1h,basis,two_outside,9,1.0,-2.131177004848048,0.34572571058035234,9253,29.654658606271198,-5.266610542358703,0,12,0,4.247176807030817,1.9333958625793457
5m,1h,basis,two_outside,14,1.0,-2.2574340400048194,0.3767995370035448,27646,88.60182555160202,-16.6677314172296,0,12,0,5.524908303370024,1.9515653451283774
5m,1h,basis,two_outside,14,1.5,-2.2340418777978392,0.3046664095642113,2593,8.310226928138032,-1.5471162476219715,0,12,0,8.944190673463481,1.9467274347941081
5m,1h,basis,two_outside,20,1.0,-2.290174232561555,0.3995139732685298,32920,105.50430793455612,-20.135270621330005,0,12,0,6.427695854723936,1.9634270668029785
5m,1h,basis,two_outside,20,1.5,-2.312728850810457,0.28907982261640797,10824,34.6895087813984,-6.685618981598566,0,12,0,10.631097353939323,1.9584099451700847
5m,1h,basis,two_outside,20,2.0,-2.3080214559228978,0.25806451612903225,434,1.3909134156621312,-0.26752150055660023,3,12,0,16.098402411745383,2.16930349667867
5m,1h,basis,two_outside,50,1.0,-2.1553172222943737,0.4369318889303947,24093,77.21492378697633,-13.86855458801813,0,12,0,9.846162070703457,1.9983649253845215
5m,1h,basis,two_outside,50,1.5,-1.9889023168100897,0.31285935426802297,18088,57.969681710821725,-9.608002854949733,0,12,0,15.386569162822639,1.9600041707356772
5m,1h,basis,two_outside,50,2.0,-1.8123099725763945,0.24591449862727155,7649,24.514047733639728,-3.702254431324086,0,12,0,20.721630956838055,1.9649505615234375
