spike,m1_min,peak_mode,peak_frac,tp_K,sl_K,max_hold,n,sum_pips,ppd,wr,tp_pct,sl_pct,time_pct,mean_pnl,mdd,mean_sp_entry
30.0,0.0,0,0.3,1.0,1.0,12,13458,-32626.8,-91.62,13.5,10.1,80.1,9.8,-2.42,32624.3,3.23
30.0,0.0,0,0.3,1.0,1.0,60,13330,-31656.3,-88.89,14.2,13.8,84.5,1.7,-2.37,31653.8,3.19
30.0,0.0,0,0.3,1.0,1.0,120,13306,-31391.9,-88.15,14.4,14.2,84.9,0.9,-2.36,31389.4,3.18
30.0,0.0,0,0.3,1.0,2.0,12,12857,-34753.6,-97.59,25.0,16.5,34.8,48.7,-2.7,34750.9,3.2
30.0,0.0,0,0.3,1.0,2.0,60,12121,-29996.8,-84.23,35.3,32.6,53.9,13.5,-2.47,29991.8,3.07
30.0,0.0,0,0.3,1.0,2.0,120,11965,-28663.4,-80.49,37.2,36.0,57.6,6.4,-2.4,28658.4,3.01
30.0,0.0,0,0.3,1.0,3.0,12,12636,-35648.3,-100.1,27.2,17.8,15.4,66.8,-2.82,35645.6,3.21
30.0,0.0,0,0.3,1.0,3.0,60,11459,-29042.1,-81.55,44.6,41.0,34.9,24.1,-2.53,29034.6,3.08
30.0,0.0,0,0.3,1.0,3.0,120,11198,-27326.9,-76.74,49.1,47.4,40.6,12.0,-2.44,27319.4,3.02
30.0,0.0,0,0.3,2.0,1.0,12,13369,-31686.2,-88.98,12.0,4.9,81.0,14.2,-2.37,31683.7,3.23
30.0,0.0,0,0.3,2.0,1.0,60,13133,-30340.7,-85.2,10.8,9.3,87.6,3.0,-2.31,30338.2,3.19
30.0,0.0,0,0.3,2.0,1.0,120,13086,-29982.1,-84.19,10.8,10.0,88.4,1.6,-2.29,29979.6,3.18
30.0,0.0,0,0.3,2.0,2.0,12,12734,-33186.7,-93.19,23.0,7.6,35.2,57.2,-2.61,33184.0,3.21
30.0,0.0,0,0.3,2.0,2.0,60,11721,-27632.4,-77.59,28.9,21.4,58.0,20.6,-2.36,27627.4,3.08
30.0,0.0,0,0.3,2.0,2.0,120,11477,-26116.7,-73.34,29.7,25.9,63.5,10.7,-2.28,26113.5,3.02
30.0,0.0,0,0.3,2.0,3.0,12,12516,-34050.1,-95.62,25.1,8.1,15.6,76.3,-2.72,34047.4,3.21
30.0,0.0,0,0.3,2.0,3.0,60,10993,-26631.4,-74.78,37.1,26.7,38.2,35.1,-2.42,26623.9,3.1
30.0,0.0,0,0.3,2.0,3.0,120,10576,-24411.9,-68.55,40.4,34.5,46.0,19.5,-2.31,24404.7,3.03
30.0,0.0,0,0.3,3.0,1.0,12,13315,-31401.6,-88.18,11.5,2.5,81.2,16.2,-2.36,31399.1,3.24
30.0,0.0,0,0.3,3.0,1.0,60,12953,-29683.4,-83.35,9.1,6.4,89.2,4.4,-2.29,29680.9,3.2
30.0,0.0,0,0.3,3.0,1.0,120,12880,-29290.9,-82.25,8.8,7.3,90.3,2.4,-2.27,29288.4,3.19
30.0,0.0,0,0.3,3.0,2.0,12,12666,-32715.7,-91.87,22.4,3.7,35.3,61.1,-2.58,32713.0,3.21
30.0,0.0,0,0.3,3.0,2.0,60,11412,-26362.2,-74.03,26.1,14.1,59.7,26.2,-2.31,26357.3,3.09
30.0,0.0,0,0.3,3.0,2.0,120,11062,-24577.5,-69.02,25.8,18.6,66.5,14.9,-2.22,24580.4,3.03
30.0,0.0,0,0.3,3.0,3.0,12,12444,-33578.7,-94.29,24.3,3.9,15.6,80.5,-2.7,33576.0,3.22
30.0,0.0,0,0.3,3.0,3.0,60,10648,-25046.1,-70.33,33.8,17.5,39.3,43.2,-2.35,25038.6,3.11
30.0,0.0,0,0.3,3.0,3.0,120,10064,-22598.2,-63.46,35.7,24.7,48.6,26.7,-2.25,22591.8,3.05
30.0,0.0,0,0.5,1.0,1.0,12,16441,-38630.1,-108.48,14.3,11.1,79.6,9.3,-2.35,38627.6,3.19
30.0,0.0,0,0.5,1.0,1.0,60,16270,-37407.2,-105.04,14.9,14.6,84.0,1.5,-2.3,37404.7,3.15
30.0,0.0,0,0.5,1.0,1.0,120,16242,-37186.3,-104.42,15.0,14.9,84.3,0.8,-2.29,37183.8,3.14
30.0,0.0,0,0.5,1.0,2.0,12,15541,-41363.2,-116.15,25.8,17.5,35.6,46.9,-2.66,41360.5,3.16
30.0,0.0,0,0.5,1.0,2.0,60,14583,-35493.2,-99.67,35.7,33.1,54.3,12.5,-2.43,35488.2,3.02
30.0,0.0,0,0.5,1.0,2.0,120,14397,-34010.6,-95.5,37.4,36.3,57.8,5.9,-2.36,34005.6,2.97
30.0,0.0,0,0.5,1.0,3.0,12,15175,-42476.2,-119.28,28.1,18.8,16.2,65.0,-2.8,42473.5,3.17
30.0,0.0,0,0.5,1.0,3.0,60,13601,-34424.2,-96.67,44.9,41.4,35.7,22.9,-2.53,34416.7,3.04
30.0,0.0,0,0.5,1.0,3.0,120,13259,-32387.2,-90.95,49.2,47.5,41.1,11.4,-2.44,32379.7,2.98
30.0,0.0,0,0.5,2.0,1.0,12,16270,-37347.5,-104.87,12.4,5.3,80.7,14.0,-2.3,37345.0,3.2
30.0,0.0,0,0.5,2.0,1.0,60,15923,-35683.0,-100.2,11.2,9.8,87.4,2.8,-2.24,35680.5,3.15
30.0,0.0,0,0.5,2.0,1.0,120,15867,-35310.3,-99.15,11.1,10.5,88.1,1.4,-2.23,35307.8,3.14
30.0,0.0,0,0.5,2.0,2.0,12,15321,-39241.9,-110.19,23.5,8.0,36.0,56.0,-2.56,39239.2,3.17
30.0,0.0,0,0.5,2.0,2.0,60,13922,-32406.2,-91.0,29.1,21.8,58.6,19.6,-2.33,32401.2,3.04
30.0,0.0,0,0.5,2.0,2.0,120,13619,-30668.4,-86.12,29.7,26.2,63.9,9.9,-2.25,30665.2,2.98
30.0,0.0,0,0.5,2.0,3.0,12,14971,-40358.3,-113.33,25.6,8.6,16.5,75.0,-2.7,40355.6,3.18
30.0,0.0,0,0.5,2.0,3.0,60,12864,-31277.7,-87.83,37.1,27.1,39.1,33.8,-2.43,31270.2,3.06
30.0,0.0,0,0.5,2.0,3.0,120,12316,-28676.3,-80.53,40.2,34.6,46.7,18.7,-2.33,28669.1,3.0
30.0,0.0,0,0.5,3.0,1.0,12,16181,-36823.6,-103.4,11.9,2.7,80.9,16.4,-2.28,36821.1,3.2
30.0,0.0,0,0.5,3.0,1.0,60,15650,-34650.0,-97.3,9.5,6.8,89.0,4.2,-2.21,34651.1,3.16
30.0,0.0,0,0.5,3.0,1.0,120,15556,-34220.0,-96.09,9.1,7.7,90.0,2.3,-2.2,34221.0,3.15
30.0,0.0,0,0.5,3.0,2.0,12,15209,-38525.7,-108.18,22.9,3.8,36.1,60.1,-2.53,38523.0,3.17
30.0,0.0,0,0.5,3.0,2.0,60,13448,-30582.2,-85.88,26.2,14.5,60.3,25.2,-2.27,30579.2,3.05
30.0,0.0,0,0.5,3.0,2.0,120,12998,-28545.9,-80.16,25.7,18.9,67.1,14.0,-2.2,28550.7,3.0
30.0,0.0,0,0.5,3.0,3.0,12,14850,-39714.4,-111.52,24.9,4.0,16.5,79.5,-2.67,39711.7,3.18
30.0,0.0,0,0.5,3.0,3.0,60,12377,-29208.6,-82.02,33.8,17.9,40.1,42.0,-2.36,29201.0,3.08
30.0,0.0,0,0.5,3.0,3.0,120,11619,-26437.8,-74.24,35.4,24.8,49.4,25.8,-2.28,26431.3,3.03
30.0,0.0,0,0.7,1.0,1.0,12,17815,-41433.1,-116.35,14.5,11.3,79.5,9.3,-2.33,41430.6,3.18
30.0,0.0,0,0.7,1.0,1.0,60,17619,-39999.7,-112.32,15.2,14.8,83.8,1.4,-2.27,39997.2,3.13
30.0,0.0,0,0.7,1.0,1.0,120,17578,-39661.1,-111.37,15.3,15.1,84.1,0.8,-2.26,39658.6,3.12
30.0,0.0,0,0.7,1.0,2.0,12,16737,-44315.7,-124.44,26.1,17.8,36.1,46.1,-2.65,44313.0,3.15
30.0,0.0,0,0.7,1.0,2.0,60,15655,-37683.5,-105.82,36.0,33.5,54.4,12.1,-2.41,37678.5,3.01
30.0,0.0,0,0.7,1.0,2.0,120,15458,-36048.4,-101.23,37.6,36.6,57.8,5.6,-2.33,36043.4,2.95
30.0,0.0,0,0.7,1.0,3.0,12,16284,-45586.7,-128.01,28.4,19.1,16.7,64.2,-2.8,45584.0,3.16
30.0,0.0,0,0.7,1.0,3.0,60,14509,-36624.2,-102.84,45.1,41.7,36.0,22.3,-2.52,36616.7,3.03
30.0,0.0,0,0.7,1.0,3.0,120,14147,-34379.8,-96.54,49.3,47.7,41.3,11.0,-2.43,34372.3,2.97
30.0,0.0,0,0.7,2.0,1.0,12,17590,-39880.8,-111.99,12.7,5.5,80.5,14.0,-2.27,39878.3,3.19
30.0,0.0,0,0.7,2.0,1.0,60,17188,-37713.1,-105.9,11.6,10.2,87.1,2.8,-2.19,37710.6,3.14
30.0,0.0,0,0.7,2.0,1.0,120,17117,-37235.3,-104.56,11.5,10.9,87.8,1.4,-2.18,37232.8,3.13
30.0,0.0,0,0.7,2.0,2.0,12,16458,-41880.5,-117.6,23.8,8.2,36.4,55.3,-2.54,41877.8,3.16
30.0,0.0,0,0.7,2.0,2.0,60,14869,-34123.9,-95.82,29.3,22.1,58.7,19.1,-2.29,34118.9,3.03
30.0,0.0,0,0.7,2.0,2.0,120,14542,-32121.4,-90.2,30.0,26.5,63.9,9.6,-2.21,32118.2,2.97
30.0,0.0,0,0.7,2.0,3.0,12,16028,-43111.7,-121.06,25.9,8.8,16.9,74.3,-2.69,43109.0,3.17
30.0,0.0,0,0.7,2.0,3.0,60,13669,-32715.9,-91.87,37.5,27.6,39.3,33.1,-2.39,32708.4,3.05
30.0,0.0,0,0.7,2.0,3.0,120,13078,-29760.4,-83.57,40.7,35.0,46.7,18.3,-2.28,29753.2,2.99
30.0,0.0,0,0.7,3.0,1.0,12,17470,-39310.9,-110.39,12.1,2.8,80.8,16.4,-2.25,39308.4,3.19
30.0,0.0,0,0.7,3.0,1.0,60,16854,-36446.2,-102.34,9.9,7.1,88.7,4.2,-2.16,36447.3,3.15
30.0,0.0,0,0.7,3.0,1.0,120,16744,-35924.0,-100.88,9.4,8.0,89.8,2.2,-2.15,35925.1,3.14
30.0,0.0,0,0.7,3.0,2.0,12,16319,-41070.9,-115.33,23.1,4.0,36.5,59.5,-2.52,41068.2,3.16
30.0,0.0,0,0.7,3.0,2.0,60,14321,-31897.9,-89.57,26.5,14.8,60.4,24.8,-2.23,31894.8,3.04
30.0,0.0,0,0.7,3.0,2.0,120,13838,-29695.3,-83.39,26.1,19.2,67.0,13.8,-2.15,29700.1,2.99
30.0,0.0,0,0.7,3.0,3.0,12,15883,-42367.5,-118.97,25.1,4.2,16.9,78.9,-2.67,42364.8,3.17
30.0,0.0,0,0.7,3.0,3.0,60,13114,-30404.5,-85.38,34.1,18.3,40.4,41.3,-2.32,30397.0,3.07
30.0,0.0,0,0.7,3.0,3.0,120,12297,-26890.7,-75.51,36.0,25.4,49.3,25.3,-2.19,26884.2,3.02
30.0,0.0,1,0.5,1.0,1.0,12,38845,-98217.1,-275.8,13.0,9.8,81.2,9.0,-2.53,98214.8,3.29
30.0,0.0,1,0.5,1.0,1.0,60,38030,-93829.0,-263.48,13.5,13.1,85.6,1.2,-2.47,93826.7,3.22
30.0,0.0,1,0.5,1.0,1.0,120,37872,-92563.7,-259.93,13.6,13.5,86.0,0.6,-2.44,92561.4,3.2
30.0,0.0,1,0.5,1.0,2.0,12,34027,-96291.1,-270.39,23.7,15.5,35.2,49.3,-2.83,96286.9,3.18
30.0,0.0,1,0.5,1.0,2.0,60,30121,-75064.6,-210.79,34.6,31.9,55.0,13.1,-2.49,75060.1,2.95
30.0,0.0,1,0.5,1.0,2.0,120,29475,-70921.4,-199.15,36.6,35.5,58.7,5.8,-2.41,70918.8,2.88
30.0,0.0,1,0.5,1.0,3.0,12,32427,-96817.1,-271.87,25.4,16.3,14.8,68.9,-2.99,96813.0,3.2
30.0,0.0,1,0.5,1.0,3.0,60,26341,-68916.9,-193.52,43.2,39.4,35.2,25.4,-2.62,68910.1,2.99
30.0,0.0,1,0.5,1.0,3.0,120,25196,-63149.0,-177.33,48.1,46.4,41.4,12.1,-2.51,63144.1,2.9
30.0,0.0,1,0.5,2.0,1.0,12,38103,-94976.7,-266.7,11.4,4.7,82.3,13.1,-2.49,94974.4,3.3
30.0,0.0,1,0.5,2.0,1.0,60,36369,-88088.6,-247.36,10.3,8.9,88.7,2.4,-2.42,88086.3,3.24
30.0,0.0,1,0.5,2.0,1.0,120,36122,-86480.0,-242.84,10.1,9.5,89.4,1.1,-2.39,86477.7,3.22
30.0,0.0,1,0.5,2.0,2.0,12,33244,-92446.3,-259.6,21.2,6.7,35.6,57.7,-2.78,92442.1,3.19
30.0,0.0,1,0.5,2.0,2.0,60,27736,-66985.6,-188.1,28.0,20.4,58.8,20.8,-2.42,66983.8,2.98
30.0,0.0,1,0.5,2.0,2.0,120,26643,-61595.6,-172.97,28.9,25.3,64.6,10.2,-2.31,61601.4,2.9
30.0,0.0,1,0.5,2.0,3.0,12,31715,-92576.1,-259.96,23.0,6.9,14.8,78.3,-2.92,92571.9,3.21
30.0,0.0,1,0.5,2.0,3.0,60,24105,-61302.3,-172.14,35.5,24.9,37.7,37.4,-2.54,61298.6,3.02
30.0,0.0,1,0.5,2.0,3.0,120,22356,-53696.3,-150.78,39.3,33.2,46.3,20.5,-2.4,53694.3,2.94
30.0,0.0,1,0.5,3.0,1.0,12,37750,-93686.1,-263.08,10.9,2.4,82.6,15.0,-2.48,93683.8,3.3
30.0,0.0,1,0.5,3.0,1.0,60,35195,-85286.2,-239.49,8.7,6.0,90.1,3.9,-2.42,85283.9,3.26
30.0,0.0,1,0.5,3.0,1.0,120,34741,-83019.1,-233.12,8.2,7.0,91.2,1.8,-2.39,83016.8,3.23
30.0,0.0,1,0.5,3.0,2.0,12,32907,-90658.2,-254.58,20.7,3.3,35.6,61.1,-2.75,90654.0,3.19
30.0,0.0,1,0.5,3.0,2.0,60,26319,-62115.8,-174.43,25.5,13.3,59.9,26.8,-2.36,62117.7,3.0
30.0,0.0,1,0.5,3.0,2.0,120,24740,-55198.4,-155.0,25.5,18.3,67.0,14.7,-2.23,55213.7,2.92
30.0,0.0,1,0.5,3.0,3.0,12,31429,-90886.2,-255.22,22.5,3.3,14.7,82.0,-2.89,90882.0,3.22
30.0,0.0,1,0.5,3.0,3.0,60,22859,-57227.9,-160.7,32.4,15.7,38.4,45.9,-2.5,57225.1,3.05
30.0,0.0,1,0.5,3.0,3.0,120,20625,-48587.6,-136.44,34.7,23.5,48.5,28.1,-2.36,48593.9,2.97
30.0,5.0,0,0.3,1.0,1.0,12,5741,-13178.5,-37.01,16.6,13.7,78.4,7.9,-2.3,13176.3,3.31
30.0,5.0,0,0.3,1.0,1.0,60,5714,-12982.6,-36.46,17.1,16.7,81.9,1.4,-2.27,12980.4,3.28
30.0,5.0,0,0.3,1.0,1.0,120,5711,-12873.7,-36.15,17.2,16.9,82.0,1.0,-2.25,12871.5,3.27
30.0,5.0,0,0.3,1.0,2.0,12,5530,-14339.5,-40.27,29.9,22.0,39.3,38.7,-2.59,14338.3,3.28
30.0,5.0,0,0.3,1.0,2.0,60,5391,-12949.4,-36.36,38.2,36.3,54.3,9.3,-2.4,12951.6,3.17
30.0,5.0,0,0.3,1.0,2.0,120,5356,-12540.4,-35.21,39.0,38.3,56.7,5.0,-2.34,12542.7,3.14
30.0,5.0,0,0.3,1.0,3.0,12,5432,-14955.1,-42.0,33.2,24.2,20.3,55.5,-2.75,14953.9,3.29
30.0,5.0,0,0.3,1.0,3.0,60,5189,-13044.5,-36.63,48.3,45.7,38.0,16.3,-2.51,13046.7,3.19
30.0,5.0,0,0.3,1.0,3.0,120,5129,-12783.1,-35.9,50.4,49.5,42.1,8.4,-2.49,12785.4,3.14
30.0,5.0,0,0.3,2.0,1.0,12,5710,-12531.4,-35.19,14.6,7.4,79.6,13.0,-2.19,12529.2,3.31
30.0,5.0,0,0.3,2.0,1.0,60,5655,-12150.1,-34.12,13.3,12.1,85.4,2.5,-2.15,12147.9,3.28
30.0,5.0,0,0.3,2.0,1.0,120,5648,-12035.0,-33.8,13.2,12.5,85.9,1.6,-2.13,12032.8,3.27
30.0,5.0,0,0.3,2.0,2.0,12,5488,-13368.0,-37.54,27.1,11.4,40.0,48.6,-2.44,13366.8,3.29
30.0,5.0,0,0.3,2.0,2.0,60,5266,-11516.6,-32.34,31.6,26.0,59.0,14.9,-2.19,11521.0,3.18
30.0,5.0,0,0.3,2.0,2.0,120,5211,-10899.6,-30.61,32.0,29.5,62.8,7.7,-2.09,10904.1,3.14
30.0,5.0,0,0.3,2.0,3.0,12,5387,-13874.6,-38.96,30.2,12.5,20.6,66.9,-2.58,13873.4,3.3
30.0,5.0,0,0.3,2.0,3.0,60,5026,-11203.7,-31.46,41.0,33.0,41.7,25.3,-2.23,11208.1,3.2
30.0,5.0,0,0.3,2.0,3.0,120,4929,-10523.0,-29.55,42.9,39.1,47.4,13.5,-2.13,10527.5,3.15
30.0,5.0,0,0.3,3.0,1.0,12,5684,-12391.1,-34.8,13.7,4.0,80.2,15.8,-2.18,12388.9,3.31
30.0,5.0,0,0.3,3.0,1.0,60,5600,-11784.9,-33.09,11.1,8.7,87.5,3.8,-2.1,11782.7,3.28
30.0,5.0,0,0.3,3.0,1.0,120,5589,-11645.7,-32.7,10.7,9.6,88.4,2.0,-2.08,11643.5,3.28
30.0,5.0,0,0.3,3.0,2.0,12,5456,-13152.0,-36.93,26.0,5.8,40.2,54.0,-2.41,13150.8,3.29
30.0,5.0,0,0.3,3.0,2.0,60,5162,-10884.5,-30.56,27.9,18.3,61.7,20.0,-2.11,10891.1,3.19
30.0,5.0,0,0.3,3.0,2.0,120,5084,-10246.6,-28.77,27.4,22.3,66.8,10.9,-2.02,10253.3,3.15
30.0,5.0,0,0.3,3.0,3.0,12,5353,-13642.1,-38.31,29.0,6.3,20.8,72.9,-2.55,13640.9,3.3
30.0,5.0,0,0.3,3.0,3.0,60,4897,-10344.3,-29.05,36.9,23.3,43.6,33.1,-2.11,10350.9,3.21
30.0,5.0,0,0.3,3.0,3.0,120,4764,-9456.5,-26.55,37.9,30.1,50.9,19.1,-1.98,9463.2,3.16
30.0,5.0,0,0.5,1.0,1.0,12,7211,-15869.4,-44.56,17.4,14.7,77.7,7.6,-2.2,15867.2,3.25
30.0,5.0,0,0.5,1.0,1.0,60,7175,-15542.5,-43.64,18.0,17.6,81.1,1.3,-2.17,15540.3,3.22
30.0,5.0,0,0.5,1.0,1.0,120,7172,-15463.4,-43.42,18.0,17.8,81.2,1.0,-2.16,15461.2,3.21
30.0,5.0,0,0.5,1.0,2.0,12,6875,-17447.7,-48.99,30.7,23.0,40.4,36.6,-2.54,17447.7,3.23
30.0,5.0,0,0.5,1.0,2.0,60,6700,-15778.3,-44.31,38.4,36.7,54.7,8.5,-2.35,15783.4,3.12
30.0,5.0,0,0.5,1.0,2.0,120,6661,-15330.6,-43.05,39.3,38.6,56.9,4.5,-2.3,15335.8,3.09
30.0,5.0,0,0.5,1.0,3.0,12,6698,-18275.8,-51.32,33.9,25.1,21.3,53.5,-2.73,18275.8,3.24
30.0,5.0,0,0.5,1.0,3.0,60,6367,-15782.8,-44.32,48.5,46.0,38.6,15.4,-2.48,15787.9,3.13
30.0,5.0,0,0.5,1.0,3.0,120,6292,-15390.6,-43.22,50.7,49.8,42.5,7.7,-2.45,15395.8,3.09
30.0,5.0,0,0.5,2.0,1.0,12,7148,-15060.6,-42.29,14.9,7.9,79.2,12.9,-2.11,15058.4,3.25
30.0,5.0,0,0.5,2.0,1.0,60,7066,-14501.6,-40.72,13.8,12.6,85.0,2.4,-2.05,14499.4,3.22
30.0,5.0,0,0.5,2.0,1.0,120,7055,-14400.3,-40.44,13.6,13.1,85.5,1.4,-2.04,14398.1,3.22
30.0,5.0,0,0.5,2.0,2.0,12,6794,-16207.0,-45.51,27.5,11.7,41.2,47.1,-2.39,16207.0,3.23
30.0,5.0,0,0.5,2.0,2.0,60,6489,-14008.7,-39.34,31.6,26.3,59.8,13.9,-2.16,14013.1,3.13
30.0,5.0,0,0.5,2.0,2.0,120,6428,-13361.1,-37.52,31.9,29.5,63.3,7.2,-2.08,13365.5,3.09
30.0,5.0,0,0.5,2.0,3.0,12,6616,-16983.3,-47.69,30.4,12.8,21.8,65.4,-2.57,16983.3,3.24
30.0,5.0,0,0.5,2.0,3.0,60,6095,-13437.5,-37.73,41.0,33.4,42.4,24.2,-2.2,13441.9,3.15
30.0,5.0,0,0.5,2.0,3.0,120,5971,-12625.7,-35.45,42.9,39.2,48.0,12.8,-2.11,12630.1,3.11
30.0,5.0,0,0.5,3.0,1.0,12,7108,-14810.7,-41.59,14.0,4.2,79.8,16.0,-2.08,14808.5,3.26
30.0,5.0,0,0.5,3.0,1.0,60,6977,-13906.1,-39.05,11.6,9.2,87.2,3.6,-1.99,13903.9,3.22
30.0,5.0,0,0.5,3.0,1.0,120,6959,-13776.5,-38.69,11.1,10.1,88.0,2.0,-1.98,13774.3,3.22
30.0,5.0,0,0.5,3.0,2.0,12,6744,-15884.9,-44.61,26.3,6.0,41.5,52.5,-2.36,15884.9,3.23
30.0,5.0,0,0.5,3.0,2.0,60,6327,-13040.9,-36.62,28.0,18.8,62.4,18.8,-2.06,13047.5,3.14
30.0,5.0,0,0.5,3.0,2.0,120,6224,-12441.3,-34.94,27.2,22.4,67.3,10.3,-2.0,12447.9,3.11
30.0,5.0,0,0.5,3.0,3.0,12,6558,-16609.5,-46.64,29.1,6.5,22.0,71.5,-2.53,16609.5,3.25
30.0,5.0,0,0.5,3.0,3.0,60,5896,-12406.9,-34.84,36.8,23.6,44.5,31.9,-2.1,12413.5,3.16
30.0,5.0,0,0.5,3.0,3.0,120,5720,-11479.4,-32.24,37.6,29.9,51.8,18.3,-2.01,11486.0,3.12
30.0,5.0,0,0.7,1.0,1.0,12,7932,-17227.0,-48.37,17.8,15.1,77.4,7.5,-2.17,17224.8,3.24
30.0,5.0,0,0.7,1.0,1.0,60,7895,-16922.4,-47.52,18.2,17.9,80.8,1.2,-2.14,16920.2,3.21
30.0,5.0,0,0.7,1.0,1.0,120,7889,-16829.3,-47.26,18.3,18.1,81.0,0.9,-2.13,16827.1,3.2
30.0,5.0,0,0.7,1.0,2.0,12,7520,-18976.4,-53.29,30.9,23.4,40.6,36.0,-2.52,18976.4,3.21
30.0,5.0,0,0.7,1.0,2.0,60,7306,-16919.8,-47.51,38.7,37.0,54.7,8.2,-2.32,16924.9,3.11
30.0,5.0,0,0.7,1.0,2.0,120,7261,-16336.0,-45.87,39.6,38.9,56.7,4.4,-2.25,16341.2,3.08
30.0,5.0,0,0.7,1.0,3.0,12,7297,-19950.8,-56.02,34.0,25.4,21.7,52.9,-2.73,19950.8,3.23
30.0,5.0,0,0.7,1.0,3.0,60,6907,-17018.7,-47.79,48.7,46.3,38.9,14.8,-2.46,17023.8,3.12
30.0,5.0,0,0.7,1.0,3.0,120,6826,-16424.6,-46.12,51.0,50.1,42.6,7.3,-2.41,16429.8,3.08
30.0,5.0,0,0.7,2.0,1.0,12,7853,-16237.0,-45.59,15.3,8.1,78.9,13.0,-2.07,16234.8,3.24
30.0,5.0,0,0.7,2.0,1.0,60,7756,-15618.3,-43.86,14.1,13.0,84.8,2.2,-2.01,15616.1,3.21
30.0,5.0,0,0.7,2.0,1.0,120,7741,-15485.1,-43.48,14.0,13.4,85.3,1.3,-2.0,15482.9,3.2
30.0,5.0,0,0.7,2.0,2.0,12,7410,-17558.9,-49.31,27.7,11.9,41.4,46.7,-2.37,17558.9,3.22
30.0,5.0,0,0.7,2.0,2.0,60,7029,-14921.0,-41.9,31.7,26.5,59.9,13.6,-2.12,14925.4,3.12
30.0,5.0,0,0.7,2.0,2.0,120,6961,-14161.9,-39.77,32.0,29.6,63.3,7.1,-2.03,14166.3,3.08
30.0,5.0,0,0.7,2.0,3.0,12,7195,-18442.1,-51.79,30.5,12.9,22.1,65.0,-2.56,18442.1,3.23
30.0,5.0,0,0.7,2.0,3.0,60,6574,-14313.5,-40.19,41.3,33.6,42.7,23.7,-2.18,14317.9,3.14
30.0,5.0,0,0.7,2.0,3.0,120,6440,-13329.3,-37.43,43.2,39.5,48.1,12.4,-2.07,13333.7,3.09
30.0,5.0,0,0.7,3.0,1.0,12,7797,-15988.2,-44.9,14.4,4.3,79.5,16.2,-2.05,15986.0,3.25
30.0,5.0,0,0.7,3.0,1.0,60,7643,-14969.4,-42.04,11.8,9.6,87.0,3.4,-1.96,14967.2,3.22
30.0,5.0,0,0.7,3.0,1.0,120,7620,-14850.8,-41.7,11.3,10.4,87.8,1.8,-1.95,14848.6,3.21
30.0,5.0,0,0.7,3.0,2.0,12,7340,-17129.8,-48.1,26.5,6.1,41.6,52.2,-2.33,17129.8,3.22
30.0,5.0,0,0.7,3.0,2.0,60,6818,-13798.2,-38.75,28.1,18.9,62.6,18.5,-2.02,13804.8,3.13
30.0,5.0,0,0.7,3.0,2.0,120,6705,-13083.1,-36.74,27.5,22.5,67.3,10.2,-1.95,13089.7,3.09
30.0,5.0,0,0.7,3.0,3.0,12,7122,-17925.6,-50.34,29.3,6.7,22.2,71.1,-2.52,17925.6,3.23
30.0,5.0,0,0.7,3.0,3.0,60,6329,-12901.8,-36.23,37.1,24.0,44.5,31.5,-2.04,12908.4,3.15
30.0,5.0,0,0.7,3.0,3.0,120,6143,-11855.2,-33.29,38.1,30.4,51.7,17.9,-1.93,11861.8,3.11
30.0,5.0,1,0.5,1.0,1.0,12,17605,-42115.3,-118.26,16.0,13.1,79.6,7.3,-2.39,42113.1,3.33
30.0,5.0,1,0.5,1.0,1.0,60,17454,-40808.3,-114.59,16.4,16.2,83.0,0.9,-2.34,40806.1,3.29
30.0,5.0,1,0.5,1.0,1.0,120,17433,-40561.7,-113.9,16.4,16.3,83.2,0.5,-2.33,40559.5,3.28
30.0,5.0,1,0.5,1.0,2.0,12,15842,-43859.0,-123.16,28.2,20.5,40.3,39.2,-2.77,43857.6,3.25
30.0,5.0,1,0.5,1.0,2.0,60,14996,-37248.4,-104.6,36.7,35.0,55.8,9.2,-2.48,37250.6,3.08
30.0,5.0,1,0.5,1.0,2.0,120,14860,-35834.4,-100.63,37.9,37.3,58.1,4.5,-2.41,35836.6,3.02
30.0,5.0,1,0.5,1.0,3.0,12,15009,-44273.8,-124.32,31.1,22.3,19.6,58.1,-2.95,44272.4,3.27
30.0,5.0,1,0.5,1.0,3.0,60,13532,-35039.6,-98.39,46.8,44.2,38.3,17.5,-2.59,35041.8,3.1
30.0,5.0,1,0.5,1.0,3.0,120,13305,-33328.0,-93.59,50.0,49.0,42.6,8.4,-2.5,33330.2,3.03
30.0,5.0,1,0.5,2.0,1.0,12,17277,-40134.3,-112.7,13.7,6.8,81.2,12.0,-2.32,40132.1,3.34
30.0,5.0,1,0.5,2.0,1.0,60,16889,-37967.0,-106.61,12.4,11.4,86.8,1.8,-2.25,37964.8,3.29
30.0,5.0,1,0.5,2.0,1.0,120,16852,-37770.7,-106.06,12.2,11.8,87.4,0.8,-2.24,37768.5,3.28
30.0,5.0,1,0.5,2.0,2.0,12,15466,-41598.6,-116.81,25.0,9.8,41.3,48.9,-2.69,41597.2,3.26
30.0,5.0,1,0.5,2.0,2.0,60,14102,-33045.0,-92.79,29.7,24.2,60.8,15.1,-2.34,33049.4,3.09
30.0,5.0,1,0.5,2.0,2.0,120,13874,-31325.9,-87.97,30.3,27.9,64.8,7.4,-2.26,31330.3,3.03
