split,pair,pct,thr_abs,tp,accel,n,ppd,wr,mdd,calmar,mean_hold,days
OOS_B,NZD_USD,95,0.24,15.0,False,122,-1.38,63.9,556.1,-0.0,175.9,214.2
OOS_B,NZD_USD,95,0.24,15.0,True,122,-1.38,63.9,556.1,-0.0,175.9,214.2
OOS_B,NZD_USD,95,0.24,20.0,False,113,-2.25,56.6,734.0,-0.0,200.6,214.2
OOS_B,NZD_USD,95,0.24,20.0,True,113,-2.25,56.6,734.0,-0.0,200.6,214.2
OOS_B,NZD_USD,95,0.24,30.0,False,102,-1.05,51.0,537.7,-0.0,243.3,214.2
OOS_B,NZD_USD,95,0.24,30.0,True,102,-1.05,51.0,537.7,-0.0,243.3,214.2
OOS_B,NZD_USD,98,0.324,10.0,False,64,0.29,79.7,138.6,0.0,115.6,214.2
OOS_B,NZD_USD,98,0.324,10.0,True,64,0.29,79.7,138.6,0.0,115.6,214.2
OOS_B,NZD_USD,98,0.324,15.0,False,61,-0.11,67.2,191.9,-0.0,152.3,214.2
OOS_B,NZD_USD,98,0.324,15.0,True,61,-0.11,67.2,191.9,-0.0,152.3,214.2
OOS_B,NZD_USD,98,0.324,20.0,False,59,-0.41,61.0,318.4,-0.0,169.7,214.2
OOS_B,NZD_USD,98,0.324,20.0,True,59,-0.41,61.0,318.4,-0.0,169.7,214.2
OOS_B,NZD_USD,98,0.324,30.0,False,52,-0.08,53.8,207.0,-0.0,232.0,214.2
OOS_B,NZD_USD,98,0.324,30.0,True,52,-0.08,53.8,207.0,-0.0,232.0,214.2
OOS_A,CAD_JPY,90,0.25,10.0,False,418,-10.51,80.9,2425.0,-0.0,89.3,214.6
OOS_A,CAD_JPY,90,0.25,10.0,True,418,-10.51,80.9,2425.0,-0.0,89.3,214.6
OOS_A,CAD_JPY,90,0.25,15.0,False,377,-5.68,79.8,1560.0,-0.0,105.4,214.6
OOS_A,CAD_JPY,90,0.25,15.0,True,377,-5.68,79.8,1560.0,-0.0,105.4,214.6
OOS_A,CAD_JPY,90,0.25,20.0,False,326,-3.11,73.0,1304.0,-0.0,130.7,214.6
OOS_A,CAD_JPY,90,0.25,20.0,True,326,-3.11,73.0,1304.0,-0.0,130.7,214.6
OOS_A,CAD_JPY,90,0.25,30.0,False,265,-1.38,63.0,1108.0,-0.0,169.1,214.6
OOS_A,CAD_JPY,90,0.25,30.0,True,265,-1.38,63.0,1108.0,-0.0,169.1,214.6
OOS_A,CAD_JPY,95,0.339,10.0,False,305,-6.71,83.6,1658.4,-0.0,78.6,214.6
OOS_A,CAD_JPY,95,0.339,10.0,True,305,-6.71,83.6,1658.4,-0.0,78.6,214.6
OOS_A,CAD_JPY,95,0.339,15.0,False,268,-7.61,78.0,1936.4,-0.0,107.6,214.6
OOS_A,CAD_JPY,95,0.339,15.0,True,268,-7.61,78.0,1936.4,-0.0,107.6,214.6
OOS_A,CAD_JPY,95,0.339,20.0,False,247,-6.62,72.5,1840.0,-0.0,127.3,214.6
OOS_A,CAD_JPY,95,0.339,20.0,True,247,-6.62,72.5,1840.0,-0.0,127.3,214.6
OOS_A,CAD_JPY,95,0.339,30.0,False,209,-6.47,65.1,1808.7,-0.0,165.4,214.6
OOS_A,CAD_JPY,95,0.339,30.0,True,209,-6.47,65.1,1808.7,-0.0,165.4,214.6
OOS_A,CAD_JPY,98,0.482,10.0,False,131,-4.23,82.4,943.6,-0.0,80.0,214.6
OOS_A,CAD_JPY,98,0.482,10.0,True,131,-4.23,82.4,943.6,-0.0,80.0,214.6
OOS_A,CAD_JPY,98,0.482,15.0,False,124,-3.62,79.0,871.8,-0.0,98.7,214.6
OOS_A,CAD_JPY,98,0.482,15.0,True,124,-3.62,79.0,871.8,-0.0,98.7,214.6
OOS_A,CAD_JPY,98,0.482,20.0,False,118,-3.23,74.6,838.7,-0.0,107.7,214.6
OOS_A,CAD_JPY,98,0.482,20.0,True,118,-3.23,74.6,838.7,-0.0,107.7,214.6
OOS_A,CAD_JPY,98,0.482,30.0,False,97,-6.63,62.9,1647.0,-0.0,162.5,214.6
OOS_A,CAD_JPY,98,0.482,30.0,True,97,-6.63,62.9,1647.0,-0.0,162.5,214.6
OOS_B,CAD_JPY,90,0.25,10.0,False,322,-4.27,78.3,1025.6,-0.0,102.2,214.6
OOS_B,CAD_JPY,90,0.25,10.0,True,322,-4.27,78.3,1025.6,-0.0,102.2,214.6
OOS_B,CAD_JPY,90,0.25,15.0,False,279,-3.42,72.8,830.0,-0.0,129.6,214.6
OOS_B,CAD_JPY,90,0.25,15.0,True,279,-3.42,72.8,830.0,-0.0,129.6,214.6
OOS_B,CAD_JPY,90,0.25,20.0,False,251,-3.37,66.9,1074.4,-0.0,151.7,214.6
OOS_B,CAD_JPY,90,0.25,20.0,True,251,-3.37,66.9,1074.4,-0.0,151.7,214.6
OOS_B,CAD_JPY,90,0.25,30.0,False,209,-2.77,57.4,634.5,-0.0,196.0,214.6
OOS_B,CAD_JPY,90,0.25,30.0,True,209,-2.77,57.4,634.5,-0.0,196.0,214.6
OOS_B,CAD_JPY,95,0.339,10.0,False,188,-2.7,79.8,696.8,-0.0,89.1,214.6
OOS_B,CAD_JPY,95,0.339,10.0,True,188,-2.7,79.8,696.8,-0.0,89.1,214.6
OOS_B,CAD_JPY,95,0.339,15.0,False,173,-2.83,73.4,655.4,-0.0,117.9,214.6
OOS_B,CAD_JPY,95,0.339,15.0,True,173,-2.83,73.4,655.4,-0.0,117.9,214.6
OOS_B,CAD_JPY,95,0.339,20.0,False,163,-0.57,68.1,348.6,-0.0,137.9,214.6
OOS_B,CAD_JPY,95,0.339,20.0,True,163,-0.57,68.1,348.6,-0.0,137.9,214.6
OOS_B,CAD_JPY,95,0.339,30.0,False,144,-1.17,58.3,372.4,-0.0,182.0,214.6
OOS_B,CAD_JPY,95,0.339,30.0,True,144,-1.17,58.3,372.4,-0.0,182.0,214.6
OOS_B,CAD_JPY,98,0.482,10.0,False,66,-0.22,83.3,277.2,-0.0,85.8,214.6
OOS_B,CAD_JPY,98,0.482,10.0,True,66,-0.22,83.3,277.2,-0.0,85.8,214.6
OOS_B,CAD_JPY,98,0.482,15.0,False,63,-0.15,76.2,288.2,-0.0,127.9,214.6
OOS_B,CAD_JPY,98,0.482,15.0,True,63,-0.15,76.2,288.2,-0.0,127.9,214.6
OOS_B,CAD_JPY,98,0.482,20.0,False,61,0.25,72.1,288.2,0.0,144.6,214.6
OOS_B,CAD_JPY,98,0.482,20.0,True,61,0.25,72.1,288.2,0.0,144.6,214.6
OOS_B,CAD_JPY,98,0.482,30.0,False,55,-0.5,60.0,267.2,-0.0,187.6,214.6
OOS_B,CAD_JPY,98,0.482,30.0,True,55,-0.5,60.0,267.2,-0.0,187.6,214.6
